################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.1291732566373597E-01 a         1     0     1     1     1
  2.9608818154215699E-01 a         2     0     1     1     2
 -9.0643104008116579E-02 a         3     0     1     1     3
 -2.9978554449815636E-01 a         4     0     1     1     4
  4.0351004482826795E-02 a         5     0     1     1     5
 -2.1993870902234688E-01 a         6     0     1     1     6
  2.6843015159196792E-01 a         7     0     1     1     7
  1.4070304903417014E-01 a         8     0     1     1     8
 -2.1450141149083693E-01 a         9     0     1     1     9
  1.8341431078708298E-01 a        10     0     1     1    10
  2.9139142410411517E-01 a        11     0     1     1    11
  4.0185798844112143E-02 a        12     0     1     1    12
 -3.9892804873268506E-01 a        13     0     1     1    13
 -9.9519802604812163E-02 a        14     0     1     1    14
  2.3657051488826731E-02 a        15     0     1     1    15
  2.9203504189311918E-01 a        16     0     2     1     1
 -1.7630208129513500E-01 a        17     0     2     1     2
 -4.3246759391246192E-01 a        18     0     2     1     3
 -4.6799508838635639E-01 a        19     0     2     1     4
  3.7480820646001162E-01 a        20     0     2     1     5
 -3.0653151532025336E-01 a        21     0     2     1     6
 -4.6017743122698995E-01 a        22     0     2     1     7
 -1.8641957834095252E-01 a        23     0     2     1     8
  3.8975709494287919E-01 a        24     0     2     1     9
 -8.5903234468611228E-02 a        25     0     2     1    10
  9.8454522238705881E-03 a        26     0     2     1    11
 -3.6824377784249113E-01 a        27     0     2     1    12
 -1.6417517507442420E-01 a        28     0     2     1    13
 -1.0613019564839028E-01 a        29     0     2     1    14
  2.2764065283270449E-01 a        30     0     2     1    15
  2.3191023563185112E-01 a        31     0     3     1     1
  1.8022188345536547E-01 a        32     0     3     1     2
 -1.7105356421822873E-01 a        33     0     3     1     3
  1.3349925973903878E-01 a        34     0     3     1     4
  3.0079939352844187E-01 a        35     0     3     1     5
  3.7211564493664750E-02 a        36     0     3     1     6
  3.1122009192047428E-01 a        37     0     3     1     7
  3.7154471698484132E-01 a        38     0     3     1     8
 -3.6488321753010861E-01 a        39     0     3     1     9
  4.0673337238980128E-01 a        40     0     3     1    10
  3.1376619296659480E-01 a        41     0     3     1    11
 -7.0608500311183611E-02 a        42     0     3     1    12
 -3.1761565679569936E-01 a        43     0     3     1    13
 -2.7468470362056452E-01 a        44     0     3     1    14
 -4.0348674440292953E-01 a        45     0     3     1    15
 -3.0949016118896583E-01 a        46     0     4     1     1
  8.8602922350436986E-03 a        47     0     4     1     2
  3.6481074805379633E-02 a        48     0     4     1     3
  2.0028164709124036E-01 a        49     0     4     1     4
  1.5083025111394699E-01 a        50     0     4     1     5
  6.9089126826400449E-03 a        51     0     4     1     6
  8.2434472704626713E-02 a        52     0     4     1     7
  3.2209834779916097E-01 a        53     0     4     1     8
 -1.0448361246461364E-01 a        54     0     4     1     9
 -4.0598608369388323E-01 a        55     0     4     1    10
  4.4008356339512827E-01 a        56     0     4     1    11
 -3.6338282692043511E-01 a        57     0     4     1    12
 -4.8434305142094295E-03 a        58     0     4     1    13
  3.5761231541487498E-01 a        59     0     4     1    14
  3.3621760893930042E-01 a        60     0     4     1    15
  1.8560372325641655E-01 a        61     0     5     1     1
 -2.9083740986116330E-01 a        62     0     5     1     2
 -3.0403752060497263E-01 a        63     0     5     1     3
  2.6279134060545073E-01 a        64     0     5     1     4
  4.0562014625673398E-01 a        65     0     5     1     5
  3.7940604527684335E-01 a        66     0     5     1     6
  3.5533557478546451E-01 a        67     0     5     1     7
  1.5955679062567629E-02 a        68     0     5     1     8
 -3.8249635804964210E-01 a        69     0     5     1     9
 -1.3200989514705894E-01 a        70     0     5     1    10
 -3.3756898770660715E-01 a        71     0     5     1    11
 -4.1749092312766400E-01 a        72     0     5     1    12
  2.1687612023951247E-01 a        73     0     5     1    13
  3.0496049248899526E-01 a        74     0     5     1    14
 -2.5452407817324624E-01 a        75     0     5     1    15
  2.1164461538711998E-01 a        76     0     6     1     1
