################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0961960910867611E-01 a         1     0     1     1     1
  3.3244908918020316E-01 a         2     0     1     1     2
 -4.1327279194745420E-01 a         3     0     1     1     3
 -4.4597929969685729E-01 a         4     0     1     1     4
 -1.4631196391249451E-01 a         5     0     1     1     5
  2.4580294979988245E-03 a         6     0     1     1     6
 -2.3187793961419836E-01 a         7     0     1     1     7
 -2.8232037322303305E-01 a         8     0     1     1     8
  3.1150699359140765E-01 a         9     0     1     1     9
  6.4351454553178131E-02 a        10     0     1     1    10
  1.7243042910906950E-01 a        11     0     1     1    11
 -3.0512484755563057E-01 a        12     0     1     1    12
  3.6750278348156673E-01 a        13     0     1     1    13
  2.3233990526115852E-01 a        14     0     1     1    14
  3.7697562683036236E-02 a        15     0     1     1    15
 -1.9271485139643432E-01 a        16     0     2     1     1
  5.2774341648373280E-01 a        17     0     2     1     2
  2.9277727849421786E-01 a        18     0     2     1     3
 -4.6031220788242422E-01 a        19     0     2     1     4
 -5.7954071152198416E-01 a        20     0     2     1     5
  1.3686913922926361E-02 a        21     0     2     1     6
 -3.6139910515709145E-01 a        22     0     2     1     7
  4.1345166092640512E-01 a        23     0     2     1     8
 -1.3361183726294704E-01 a        24     0     2     1     9
 -9.2403825707313050E-02 a        25     0     2     1    10
 -6.7351883838401502E-02 a        26     0     2     1    11
 -6.1784058718212305E-02 a        27     0     2     1    12
 -3.1917706578610361E-01 a        28     0     2     1    13
  4.0052666331792952E-01 a        29     0     2     1    14
 -2.9245387837766212E-01 a        30     0     2     1    15
 -6.2682819726224998E-02 a        31     0     3     1     1
  2.1593780724886727E-01 a        32     0     3     1     2
 -4.0659260343529224E-01 a        33     0     3     1     3
  3.6059353438262687E-01 a        34     0     3     1     4
 -4.1178013507897665E-01 a        35     0     3     1     5
 -1.8395009707072779E-01 a        36     0     3     1     6
  1.0388043781778634E-01 a        37     0     3     1     7
 -1.7094630148337046E-03 a        38     0     3     1     8
  2.7942508371024757E-02 a        39     0     3     1     9
  1.8025232084730361E-01 a        40     0     3     1    10
