################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0308455659953178E-01 a         1     0     1     1     1
  3.3190501831620345E-01 a         2     0     1     1     2
 -4.0782274632025595E-01 a         3     0     1     1     3
 -4.4417189089781423E-01 a         4     0     1     1     4
 -1.3496434158839954E-01 a         5     0     1     1     5
  4.8471127337041927E-03 a         6     0     1     1     6
 -2.3358154770750572E-01 a         7     0     1     1     7
 -2.9108947861078599E-01 a         8     0     1     1     8
  3.1106977274652764E-01 a         9     0     1     1     9
  6.8889366867425972E-02 a        10     0     1     1    10
  1.8031548515584339E-01 a        11     0     1     1    11
 -3.0421233600591507E-01 a        12     0     1     1    12
  3.6785331992498288E-01 a        13     0     1     1    13
  2.4510130537071018E-01 a        14     0     1     1    14
  4.1215991692648730E-02 a        15     0     1     1    15
 -1.8631085644285431E-01 a        16     0     2     1     1
  5.2721980121823531E-01 a        17     0     2     1     2
  2.9820822683105186E-01 a        18     0     2     1     3
 -4.5849214052886150E-01 a        19     0     2     1     4
 -5.6821372302578577E-01 a        20     0     2     1     5
  1.6124986990570512E-02 a        21     0     2     1     6
 -3.6311088573016792E-01 a        22     0     2     1     7
  4.0451409713957420E-01 a        23     0     2     1     8
 -1.3400821780849223E-01 a        24     0     2     1     9
 -8.7964229391006815E-02 a        25     0     2     1    10
 -5.9592189805006662E-02 a        26     0     2     1    11
 -6.0571506995240644E-02 a        27     0     2     1    12
 -3.1891105861927044E-01 a        28     0     2     1    13
  4.1335433138609856E-01 a        29     0     2     1    14
 -2.8889931739693037E-01 a        30     0     2     1    15
 -5.6666302590143602E-02 a        31     0     3     1     1
  2.1560010677675462E-01 a        32     0     3     1     2
 -4.0109154137615688E-01 a        33     0     3     1     3
  3.6250400188596515E-01 a        34     0     3     1     4
 -4.0029889421818976E-01 a        35     0     3     1     5
 -1.8152724992449554E-01 a        36     0     3     1     6
  1.0207773466466785E-01 a        37     0     3     1     7
 -1.1353739676690792E-02 a        38     0     3     1     8
  2.7661925969575618E-02 a        39     0     3     1     9
  1.8471776602543799E-01 a        40     0     3     1    10
 -4.8378011156442347E-01 a        41     0     3     1    11
 -3.7495313228606064E-01 a        42     0     3     1    12
  1.1549557719328044E-01 a        43     0     3     1    13
  3.6859722852958299E-01 a        44     0     3     1    14
 -2.9464630448225754E-02 a        45     0     3     1    15
 -2.7980376587505801E-01 a        46     0     4     1     1
 -4.9033428855618844E-02 a        47     0     4     1     2
 -1.3578591502342621E-01 a        48     0     4     1     3
 -2.8436796730655595E-01 a        49     0     4     1     4
 -5.0112292270534597E-01 a        50     0     4     1     5
  2.5399384247078116E-01 a        51     0     4     1     6
 -4.4029663721353812E-01 a        52     0     4     1     7
 -6.2934366847371276E-02 a        53     0     4     1     8
 -3.2550973444553399E-01 a        54     0     4     1     9
 -2.7079403414114223E-01 a        55     0     4     1    10
  9.7164841461846882E-02 a        56     0     4     1    11
 -3.6291295361582959E-01 a        57     0     4     1    12
  5.7522877573019389E-02 a        58     0     4     1    13
 -2.2388905590316237E-02 a        59     0     4     1    14
  2.7094753951511624E-01 a        60     0     4     1    15
  4.1199891985406295E-01 a        61     0     5     1     1
