################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5236778926414755E-01 a         1     0     1     1     1
 -3.0462961973138353E-01 a         2     0     1     1     2
  2.0923076142844832E-01 a         3     0     1     1     3
 -5.7777741783949906E-02 a         4     0     1     1     4
  3.8720832299552373E-03 a         5     0     1     1     5
  1.4247887561167660E-01 a         6     0     1     1     6
 -1.0455054814490483E-01 a         7     0     1     1     7
 -1.2412231490371656E-01 a         8     0     1     1     8
 -1.8729765767637843E-01 a         9     0     1     1     9
  1.7837612647401668E-01 a        10     0     1     1    10
 -1.6767596096763018E-01 a        11     0     2     1     1
  2.7185416191405354E-01 a        12     0     2     1     2
 -7.3902989268208569E-02 a        13     0     2     1     3
  2.9310014096667114E-01 a        14     0     2     1     4
  4.2784101477091142E-02 a        15     0     2     1     5
  1.5390721520383235E-01 a        16     0     2     1     6
 -8.2095787421021263E-02 a        17     0     2     1     7
  2.1011104491471974E-01 a        18     0     2     1     8
 -1.4859607032776143E-01 a        19     0     2     1     9
 -2.3277969479116453E-01 a        20     0     2     1    10
  2.1474397264438288E-03 a        21     0     3     1     1
 -3.6754502198046102E-02 a        22     0     3     1     2
 -1.1413572238896708E-02 a        23     0     3     1     3
 -3.7057458992890119E-02 a        24     0     3     1     4
  2.9267650541773355E-01 a        25     0     3     1     5
 -1.2470885385423990E-01 a        26     0     3     1     6
  8.0937874771837712E-02 a        27     0     3     1     7
 -1.5675492717492029E-01 a        28     0     3     1     8
  2.5786807835621545E-01 a        29     0     3     1     9
 -2.0837448811818143E-01 a        30     0     3     1    10
 -3.1031012061455454E-01 a        31     0     4     1     1
  1.2844766352266507E-01 a        32     0     4     1     2
 -2.4365199580233099E-01 a        33     0     4     1     3
 -2.4633614057711202E-02 a        34     0     4     1     4
 -7.3986160334995957E-02 a        35     0     4     1     5
 -2.2562927535652841E-01 a        36     0     4     1     6
  5.3218730269106229E-02 a        37     0     4     1     7
 -3.4944378327016863E-02 a        38     0     4     1     8
 -1.5997326696929975E-02 a        39     0     4     1     9
  2.2015802527909006E-01 a        40     0     4     1    10
  4.9508728501145509E-02 a        41     0     5     1     1
 -6.0531679080160501E-02 a        42     0     5     1     2
  2.7098291234217775E-01 a        43     0     5     1     3
 -3.2739440329712849E-01 a        44     0     5     1     4
 -2.1399455514703802E-01 a        45     0     5     1     5
  1.7277665767496586E-01 a        46     0     5     1     6
 -2.8313088373957301E-01 a        47     0     5     1     7
 -2.8780207686008119E-01 a        48     0     5     1     8
 -1.6600032692856137E-01 a        49     0     5     1     9
  2.3354265205531460E-01 a        50     0     5     1    10
 -2.5794452051415878E-01 a        51     0     6     1     1
  2.8917875229241508E-01 a        52     0     6     1     2
  1.5960325715654025E-01 a        53     0     6     1     3
 -1.6606190591580813E-01 a        54     0     6     1     4
  3.3687388287288844E-01 a        55     0     6     1     5
 -1.9477626623642214E-01 a        56     0     6     1     6
 -3.9345006898639734E-02 a        57     0     6     1     7
  1.6134647839756014E-01 a        58     0     6     1     8
  2.0796181977118250E-01 a        59     0     6     1     9
 -2.2604071612787821E-01 a        60     0     6     1    10
 -2.7438283290696480E-01 a        61     0     7     1     1
 -3.9315231550321246E-02 a        62     0     7     1     2
 -2.0197923931502532E-01 a        63     0     7     1     3
  8.8427119199703044E-03 a        64     0     7     1     4
  1.2918239757685870E-01 a        65     0     7     1     5
 -1.7631728733029187E-01 a        66     0     7     1     6
  1.7642936029973597E-01 a        67     0     7     1     7
 -1.5693921488590498E-01 a        68     0     7     1     8
  3.2829765272532924E-01 a        69     0     7     1     9
 -2.0667086261463960E-01 a        70     0     7     1    10
  1.7034228995770034E-01 a        71     0     8     1     1
  2.5287469524832806E-01 a        72     0     8     1     2
  1.0404067991798520E-01 a        73     0     8     1     3
  3.1415763904588834E-01 a        74     0     8     1     4
 -1.6634879580163364E-01 a        75     0     8     1     5
  1.1346705879773081E-01 a        76     0     8     1     6
 -4.9237884396685833E-02 a        77     0     8     1     7
 -2.6705917209613385E-02 a        78     0     8     1     8
  1.2963991580194584E-01 a        79     0     8     1     9
 -4.6398009931848276E-02 a        80     0     8     1    10
  3.2317671668345138E-01 a        81     0     9     1     1
  1.5829733633097734E-01 a        82     0     9     1     2
  2.2715428030314271E-02 a        83     0     9     1     3
 -5.5648601873988374E-02 a        84     0     9     1     4
  9.7568179680100189E-02 a        85     0     9     1     5
 -1.1335640395648462E-01 a        86     0     9     1     6
  2.4284004125502212E-01 a        87     0     9     1     7
  1.5660147613201607E-02 a        88     0     9     1     8
 -2.5186155313926643E-02 a        89     0     9     1     9
 -2.0448366018463207E-01 a        90     0     9     1    10
 -2.7387651997020056E-03 a        91     0    10     1     1
 -2.5604678089405974E-01 a        92     0    10     1     2
  1.2084565038635625E-01 a        93     0    10     1     3
  1.5679600296205551E-01 a        94     0    10     1     4
 -2.4613428102108459E-01 a        95     0    10     1     5
 -1.3194350230249749E-01 a        96     0    10     1     6
  2.4467683974867432E-01 a        97     0    10     1     7
 -1.1106190466410762E-01 a        98     0    10     1     8
 -2.9041544803730301E-01 a        99     0    10     1     9
 -2.3481035986426790E-01 a       100     0    10     1    10
 -1.5181194453460661E-01 a       101     0    11     1     1
  2.4347941894803510E-01 a       102     0    11     1     2
  3.0446869457079856E-01 a       103     0    11     1     3
  2.7262459290855223E-01 a       104     0    11     1     4
  2.6114594297263494E-01 a       105     0    11     1     5
  1.4481823410156200E-01 a       106     0    11     1     6
  6.9779606299051389E-02 a       107     0    11     1     7
 -1.7626934891459167E-02 a       108     0    11     1     8
  2.7866135831365901E-01 a       109     0    11     1     9
  2.9371934387060550E-01 a       110     0    11     1    10
 -1.5131080580371370E-01 a       111     0    12     1     1
 -4.0917918930632985E-02 a       112     0    12     1     2
 -3.1902301911220615E-01 a       113     0    12     1     3
 -3.2706739541558477E-02 a       114     0    12     1     4
  2.0866002122120744E-01 a       115     0    12     1     5
  9.8913540904870922E-02 a       116     0    12     1     6
 -2.0618778593449016E-01 a       117     0    12     1     7
 -2.9132966736627447E-01 a       118     0    12     1     8
  2.8545622998048870E-01 a       119     0    12     1     9
  9.0706596796946287E-03 a       120     0    12     1    10
  3.4343034095886527E-01 a       121     0    13     1     1
 -2.5191125258043928E-01 a       122     0    13     1     2
  2.6299871530614560E-01 a       123     0    13     1     3
 -2.0128522073430183E-01 a       124     0    13     1     4
  2.9315157831557570E-01 a       125     0    13     1     5
  9.1676879943007106E-02 a       126     0    13     1     6
 -1.6372013383143849E-01 a       127     0    13     1     7
  1.9555588327112083E-01 a       128     0    13     1     8
  3.8558930562682942E-01 a       129     0    13     1     9
 -5.9250205194152319E-02 a       130     0    13     1    10
 -1.8605858086861579E-01 a       131     0    14     1     1
  2.5434371055787075E-01 a       132     0    14     1     2
  1.8791833483945697E-01 a       133     0    14     1     3
  3.2644983572395286E-01 a       134     0    14     1     4
 -2.7286207640548215E-02 a       135     0    14     1     5
