   192
  8    2.4748165917   0.8854323712   1.9131275713   0.6020305334   1.2424221911   0.2742369346   0.8273472948   0.0941531057   0.7206938066   0.4228217429   0.5332442757   0.2610183081   0.3709666097   0.1165230193   0.1550628238   0.0145173040   0.0127796032   0.0004763947   0.1635260313   0.0070370868   0.0293226217   0.0551901937   0.0464987547   0.0045638411   0.0001294292   0.0394514204   0.0263298816   0.0003737924   0.0156084315   0.0099751259
  1    2.0059838031   1.2352298021   1.4460239638   0.9492556940   0.7923334494   0.6126252428   0.3986704227   0.4070103403   0.3539608062   0.4694884694   0.2664663436   0.2584475703   0.1908651151   0.1420055986   0.0836115444   0.0502753838   0.0173861616   0.0173816126   0.0144682211   0.1207872044   0.0133140891   0.0049100091   0.0690561676   0.0028154022   0.0030557174   0.0221310639   0.0021283392
  1    2.1325887685   1.2795830437   1.5547718920   0.9873516702   0.8520611102   0.6363184894   0.4150949326   0.4146018719   0.3479470405   0.4710869563   0.2524110859   0.2499426855   0.1774467848   0.1406330572   0.0714453545   0.0502745084   0.0168706267   0.0167360335   0.0140127710   0.1260749448   0.0136713417   0.0051350660   0.0701844118   0.0033362269   0.0028123689   0.0215569243   0.0021337818
  8    1.9253477658   0.5782138090   1.5135325550   0.3815954243   1.0358421100   0.1666962039   0.7393176443   0.0549049934   0.6807945104   0.2531644964   0.5335849572   0.1476672850   0.3940739151   0.0541665368   0.1807888832   0.0032156947   0.0073684325   0.0001436311   0.0937251852   0.0025386585   0.0248789829   0.0299719666   0.0401785430   0.0022491057   0.0000284889   0.0251626204   0.0144884043   0.0000781277   0.0151927615   0.0070769231
  1    1.3949087315   0.8816550759   0.9996796842   0.6872092635   0.5539027467   0.4739560221   0.2893877149   0.3472371214   0.3264684328   0.3504966399   0.2620680861   0.2048230567   0.1982643467   0.1164812826   0.0925254023   0.0345807798   0.0109267593   0.0083303332   0.0078803752   0.0827959429   0.0072699322   0.0023642734   0.0519424226   0.0010122517   0.0019188630   0.0194405111   0.0020526229
  1    1.6465490392   0.9844209025   1.1868288082   0.7634040791   0.6479134529   0.5071270779   0.3223175470   0.3532510032   0.3227489289   0.3750425619   0.2581739180   0.2112579147   0.1941530185   0.1177874946   0.0882618782   0.0345843968   0.0085318328   0.0090711004   0.0073762446   0.0906825516   0.0086070276   0.0026099568   0.0547871325   0.0015653356   0.0020723739   0.0195822206   0.0020586759
  8    2.6790131684   0.9297529515   2.0741255230   0.6396643484   1.3506826171   0.3042769066   0.8991608737   0.1152363886   0.7827982880   0.4799027263   0.5808112789   0.3448083859   0.4002935202   0.2120965684   0.1759386654   0.0591784661   0.0155366890   0.0008920447   0.1934226121   0.0078561499   0.0312644334   0.0724992383   0.0566729315   0.0065980494   0.0001551731   0.0522307644   0.0369942899   0.0003764529   0.0197938646   0.0130044660
  1    2.3126864599   1.3114459028   1.7092643783   1.0172804722   0.9782601861   0.6645006983   0.5109393538   0.4439474449   0.3877176308   0.6179605068   0.2926740769   0.3356527103   0.2100385240   0.1661388261   0.1008479277   0.0571890241   0.0225790720   0.0195731853   0.0215620811   0.1478486436   0.0203925167   0.0070824253   0.0885311441   0.0039244811   0.0042727632   0.0278925446   0.0025002295
  1    2.1640249434   1.2521306231   1.5840176461   0.9715709493   0.8928688265   0.6384937364   0.4630736222   0.4288679255   0.3739255003   0.5582437309   0.2735918854   0.3190017904   0.1849065131   0.1657765064   0.0749990446   0.0572211508   0.0203381300   0.0172931918   0.0188296002   0.1401152623   0.0166875332   0.0064591465   0.0837518903   0.0035958455   0.0036562982   0.0275432482   0.0025334957
  8    2.0270124623   0.6521094140   1.5722116556   0.4311707583   1.0518397241   0.1891487069   0.7349474044   0.0627334453   0.6660688779   0.2879310012   0.5231762152   0.1697390679   0.3886860374   0.0650171204   0.1768267592   0.0042913089   0.0066890918   0.0002168642   0.1114037735   0.0035959041   0.0175907827   0.0403913958   0.0362174203   0.0025915510   0.0000396204   0.0348753407   0.0176009216   0.0001225235   0.0143482176   0.0112133593
  1    1.8113259810   1.0896587478   1.3236745639   0.8496645648   0.7411794007   0.5626531887   0.3788101990   0.3805392770   0.3334286152   0.4377731349   0.2550400640   0.2585438055   0.1847077042   0.1730711922   0.0784298616   0.0849350345   0.0124560871   0.0107427015   0.0116703949   0.1040789915   0.0119888533   0.0036891201   0.0627781285   0.0020282445   0.0031282444   0.0223068620   0.0028513579
