################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5236138925488111E-01 a         1     0     1     1     1
 -3.0466985851262712E-01 a         2     0     1     1     2
  2.0902052216299513E-01 a         3     0     1     1     3
 -5.7961465603144482E-02 a         4     0     1     1     4
  3.8234892330037242E-03 a         5     0     1     1     5
  1.4258078653776193E-01 a         6     0     1     1     6
 -1.0431674784218044E-01 a         7     0     1     1     7
 -1.2442503653189300E-01 a         8     0     1     1     8
 -1.8730356301092213E-01 a         9     0     1     1     9
  1.7848311607244113E-01 a        10     0     1     1    10
 -1.6769364703104767E-01 a        11     0     2     1     1
  2.7195405139892626E-01 a        12     0     2     1     2
 -7.3974525521590340E-02 a        13     0     2     1     3
  2.9297938801589590E-01 a        14     0     2     1     4
  4.2549031548787239E-02 a        15     0     2     1     5
  1.5396538085588338E-01 a        16     0     2     1     6
 -8.1894297361033971E-02 a        17     0     2     1     7
  2.0976066152430273E-01 a        18     0     2     1     8
 -1.4861547740340028E-01 a        19     0     2     1     9
 -2.3266026506994580E-01 a        20     0     2     1    10
  2.1468500117679851E-03 a        21     0     3     1     1
 -3.6871606231713511E-02 a        22     0     3     1     2
 -1.1684524757235427E-02 a        23     0     3     1     3
 -3.7261091389062057E-02 a        24     0     3     1     4
  2.9273467079704957E-01 a        25     0     3     1     5
 -1.2458965515536320E-01 a        26     0     3     1     6
  8.1172188332894954E-02 a        27     0     3     1     7
 -1.5700947237137491E-01 a        28     0     3     1     8
  2.5787011553134015E-01 a        29     0     3     1     9
 -2.0827965353319530E-01 a        30     0     3     1    10
 -3.1032628573197035E-01 a        31     0     4     1     1
  1.2853896282502703E-01 a        32     0     4     1     2
 -2.4371738016221181E-01 a        33     0     4     1     3
 -2.4743982633319506E-02 a        34     0     4     1     4
 -7.4201014986490496E-02 a        35     0     4     1     5
 -2.2557611176818382E-01 a        36     0     4     1     6
  5.3402892815673453E-02 a        37     0     4     1     7
 -3.5264629844429088E-02 a        38     0     4     1     8
 -1.6015064824909976E-02 a        39     0     4     1     9
  2.2026718441873724E-01 a        40     0     4     1    10
  4.9518724041941721E-02 a        41     0     5     1     1
 -6.0857659037530293E-02 a        42     0     5     1     2
  2.7054350062666699E-01 a        43     0     5     1     3
 -3.2764872269880696E-01 a        44     0     5     1     4
 -2.1365319907792896E-01 a        45     0     5     1     5
  1.7295433054754727E-01 a        46     0     5     1     6
 -2.8289411722541374E-01 a        47     0     5     1     7
 -2.8795382032227079E-01 a        48     0     5     1     8
 -1.6597452528784534E-01 a        49     0     5     1     9
  2.3364025270738922E-01 a        50     0     5     1    10
 -2.5795757271925246E-01 a        51     0     6     1     1
  2.8925247011260719E-01 a        52     0     6     1     2
  1.5955046384530736E-01 a        53     0     6     1     3
 -1.6615102084441247E-01 a        54     0     6     1     4
  3.3670040272401003E-01 a        55     0     6     1     5
 -1.9473334034602763E-01 a        56     0     6     1     6
 -3.9196308484273967E-02 a        57     0     6     1     7
  1.6108789762896655E-01 a        58     0     6     1     8
  2.0794749746974986E-01 a        59     0     6     1     9
 -2.2595257773447686E-01 a        60     0     6     1    10
