################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5225493930336668E-01 a         1     0     1     1     1
 -3.0478637856748136E-01 a         2     0     1     1     2
  2.0914359549127737E-01 a         3     0     1     1     3
 -5.7994210062465398E-02 a         4     0     1     1     4
  3.8725874324253636E-03 a         5     0     1     1     5
  1.4243002306820596E-01 a         6     0     1     1     6
 -1.0440513259019138E-01 a         7     0     1     1     7
 -1.2423942562874889E-01 a         8     0     1     1     8
 -1.8712278744514158E-01 a         9     0     1     1     9
  1.7835229862596377E-01 a        10     0     1     1    10
 -1.6777373365722975E-01 a        11     0     2     1     1
  2.7173493106315155E-01 a        12     0     2     1     2
 -7.3934452687364233E-02 a        13     0     2     1     3
  2.9288236498804848E-01 a        14     0     2     1     4
  4.2724517127937019E-02 a        15     0     2     1     5
  1.5382416358163600E-01 a        16     0     2     1     6
 -8.1923948293983001E-02 a        17     0     2     1     7
  2.0998597903255578E-01 a        18     0     2     1     8
 -1.4844809062518147E-01 a        19     0     2     1     9
 -2.3283556186735432E-01 a        20     0     2     1    10
  2.0339310659997986E-03 a        21     0     3     1     1
 -3.6921479464383511E-02 a        22     0     3     1     2
 -1.1525594222526426E-02 a        23     0     3     1     3
 -3.7257099518973616E-02 a        24     0     3     1     4
  2.9271087060784406E-01 a        25     0     3     1     5
 -1.2473519802384431E-01 a        26     0     3     1     6
  8.1057852035924374E-02 a        27     0     3     1     7
 -1.5685927192369967E-01 a        28     0     3     1     8
  2.5804498915523943E-01 a        29     0     3     1     9
 -2.0837950821907975E-01 a        30     0     3     1    10
 -3.1039948515939830E-01 a        31     0     4     1     1
  1.2833868615111163E-01 a        32     0     4     1     2
 -2.4368075346608736E-01 a        33     0     4     1     3
 -2.4832661984973685E-02 a        34     0     4     1     4
 -7.4040620616940458E-02 a        35     0     4     1     5
 -2.2570518479961077E-01 a        36     0     4     1     6
  5.3375791769992763E-02 a        37     0     4     1     7
 -3.5058688935438467E-02 a        38     0     4     1     8
 -1.5862072784804001E-02 a        39     0     4     1     9
  2.2010696259629059E-01 a        40     0     4     1    10
  4.9384106673120057E-02 a        41     0     5     1     1
 -6.0735792471963410E-02 a        42     0     5     1     2
  2.7080115542318178E-01 a        43     0     5     1     3
 -3.2755854781593585E-01 a        44     0     5     1     4
 -2.1386924487810349E-01 a        45     0     5     1     5
  1.7280961598670300E-01 a        46     0     5     1     6
 -2.8307581573285978E-01 a        47     0     5     1     7
 -2.8788121031407526E-01 a        48     0     5     1     8
 -1.6580374949336968E-01 a        49     0     5     1     9
  2.3359409448138332E-01 a        50     0     5     1    10
 -2.5801667615257134E-01 a        51     0     6     1     1
  2.8909076066407507E-01 a        52     0     6     1     2
  1.5958003734838172E-01 a        53     0     6     1     3
 -1.6622262323710102E-01 a        54     0     6     1     4
  3.3682990999283208E-01 a        55     0     6     1     5
 -1.9483755781840870E-01 a        56     0     6     1     6
 -3.9218190688856222E-02 a        57     0     6     1     7
  1.6125418055234550E-01 a        58     0     6     1     8
  2.0807102787372381E-01 a        59     0     6     1     9
 -2.2608194568354495E-01 a        60     0     6     1    10
 -2.7455380793259954E-01 a        61     0     7     1     1
 -3.9608394201871511E-02 a        62     0     7     1     2
