################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.8754555528825092E-01 a         1     0     1     1     1
 -2.3711141377265824E-01 a         2     0     1     1     2
 -1.0546524107571151E+00 a         3     0     1     1     3
  1.0951518166595452E-01 a         4     0     1     1     4
 -1.9097777428153426E-02 a         5     0     1     1     5
  3.2013050695344397E-01 a         6     0     1     1     6
  3.4362603437979901E-02 a         7     0     1     1     7
 -1.7724446065173233E-01 a         8     0     1     1     8
  3.5175390929037220E-01 a         9     0     1     1     9
 -1.0451425972987898E+00 a        10     0     1     1    10
 -4.9436218580995073E-01 a        11     0     1     1    11
 -8.3406669325746663E-01 a        12     0     1     1    12
  1.7290431998214500E-01 a        13     0     1     1    13
 -1.4049976328112254E-01 a        14     0     1     1    14
  3.9074458675385221E-01 a        15     0     1     1    15
 -1.2460170953059602E+00 a        16     0     2     1     1
  3.8204072967137251E-02 a        17     0     2     1     2
 -1.2693776465488587E+00 a        18     0     2     1     3
  4.9176578292515633E-01 a        19     0     2     1     4
 -2.9873383479507276E-01 a        20     0     2     1     5
 -3.9062648362492897E-01 a        21     0     2     1     6
  2.2478184904870060E-01 a        22     0     2     1     7
  1.2731338452296223E-01 a        23     0     2     1     8
  3.6016540146713577E-01 a        24     0     2     1     9
 -1.4407265970213918E+00 a        25     0     2     1    10
 -4.5042386205224128E-01 a        26     0     2     1    11
 -3.1182019319008342E-01 a        27     0     2     1    12
  6.3885971596737132E-02 a        28     0     2     1    13
 -1.3417138346311011E-02 a        29     0     2     1    14
  4.8693330973433435E-01 a        30     0     2     1    15
 -1.1535158465470596E+00 a        31     0     3     1     1
 -3.3980316474472766E-01 a        32     0     3     1     2
 -8.6308547873309849E-01 a        33     0     3     1     3
  2.4826383673045455E-01 a        34     0     3     1     4
  2.2230397377402067E-02 a        35     0     3     1     5
 -2.9441287858088083E-01 a        36     0     3     1     6
  3.7004151645448652E-01 a        37     0     3     1     7
 -2.1637602455664198E-01 a        38     0     3     1     8
  6.3850682491919108E-01 a        39     0     3     1     9
 -1.2501450900128424E+00 a        40     0     3     1    10
 -5.5787443133697656E-01 a        41     0     3     1    11
 -4.1708273771349103E-01 a        42     0     3     1    12
 -2.6653218807630719E-01 a        43     0     3     1    13
 -2.2792717937452453E-01 a        44     0     3     1    14
  5.2806268464741246E-01 a        45     0     3     1    15
 -8.1527915626655156E-01 a        46     0     4     1     1
 -1.0186895644320097E-01 a        47     0     4     1     2
 -1.2826411199555847E+00 a        48     0     4     1     3
  3.1708458193608358E-01 a        49     0     4     1     4
 -5.2383001751823288E-01 a        50     0     4     1     5
 -5.4920274323913533E-02 a        51     0     4     1     6
  1.5066566362659428E-01 a        52     0     4     1     7
  2.0272391880028259E-01 a        53     0     4     1     8
  8.1952512492142093E-01 a        54     0     4     1     9
 -1.1994424746499048E+00 a        55     0     4     1    10
 -1.2275971164292056E-01 a        56     0     4     1    11
 -5.0279269107423064E-01 a        57     0     4     1    12
 -1.0133336099655188E-02 a        58     0     4     1    13
 -3.9877121046161768E-01 a        59     0     4     1    14
 -9.3620502148467274E-02 a        60     0     4     1    15
 -6.1214890641495312E-01 a        61     0     5     1     1
 -1.5338832124503313E-01 a        62     0     5     1     2
 -1.3498862342262414E+00 a        63     0     5     1     3
  2.9457294633411468E-01 a        64     0     5     1     4
