################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.9480260953775370E-01 a         1     0     1     1     1
  2.2389665147847193E-01 a         2     0     1     1     2
  7.7179271604190372E-02 a         3     0     1     1     3
  5.4071253252193840E-01 a         4     0     1     1     4
 -3.4067998978185443E-01 a         5     0     1     1     5
 -3.4850155986627734E-01 a         6     0     1     1     6
  1.6132815390353239E-01 a         7     0     1     1     7
 -2.8618860277570329E-01 a         8     0     1     1     8
  1.4242635605123186E-01 a         9     0     1     1     9
  1.6284386902442113E-01 a        10     0     1     1    10
  4.1462405580753958E-01 a        11     0     1     1    11
 -4.4209087139027514E-01 a        12     0     1     1    12
  2.9092768503838118E-01 a        13     0     1     1    13
  1.8652790346301920E-01 a        14     0     1     1    14
 -1.2010857750822884E-01 a        15     0     1     1    15
  2.4236345725180311E-02 a        16     0     2     1     1
  4.0989688506988683E-02 a        17     0     2     1     2
  9.7090189193782400E-02 a        18     0     2     1     3
 -2.4194366360894365E-01 a        19     0     2     1     4
 -4.0918095802377563E-01 a        20     0     2     1     5
  2.7423618957669199E-01 a        21     0     2     1     6
 -1.2360038774761302E-01 a        22     0     2     1     7
 -2.2843933336931518E-01 a        23     0     2     1     8
  3.0606870192705582E-01 a        24     0     2     1     9
 -1.5969544572758237E-01 a        25     0     2     1    10
 -4.9146805912905339E-01 a        26     0     2     1    11
  1.5418040468828098E-01 a        27     0     2     1    12
  2.1959333374141943E-01 a        28     0     2     1    13
  3.7043403860235097E-01 a        29     0     2     1    14
 -3.1750600538264451E-01 a        30     0     2     1    15
 -4.7501473487978459E-02 a        31     0     3     1     1
 -1.4533425741453293E-01 a        32     0     3     1     2
  3.0228211790941523E-01 a        33     0     3     1     3
 -7.0584442061559574E-02 a        34     0     3     1     4
  2.2608815096849239E-01 a        35     0     3     1     5
 -1.5055748642647554E-01 a        36     0     3     1     6
  8.8616304786082456E-02 a        37     0     3     1     7
  1.3273516422833986E-01 a        38     0     3     1     8
  8.2771256437893501E-02 a        39     0     3     1     9
 -4.7930087522929948E-01 a        40     0     3     1    10
 -3.8522303162561439E-01 a        41     0     3     1    11
  2.4821320493234919E-01 a        42     0     3     1    12
 -3.9090225029074488E-01 a        43     0     3     1    13
  1.6872417930193512E-01 a        44     0     3     1    14
 -2.0209391252443085E-01 a        45     0     3     1    15
  1.8117766204952199E-01 a        46     0     4     1     1
  3.5896214801609000E-01 a        47     0     4     1     2
 -3.6876013206997826E-01 a        48     0     4     1     3
 -2.0030976074821280E-01 a        49     0     4     1     4
 -3.5560705512716401E-01 a        50     0     4     1     5
 -2.4207590661017719E-01 a        51     0     4     1     6
 -3.4510258043474844E-02 a        52     0     4     1     7
 -1.7146314800956250E-01 a        53     0     4     1     8
  9.5306112334714296E-02 a        54     0     4     1     9
 -4.1613767540897872E-01 a        55     0     4     1    10
  4.5398883343420932E-01 a        56     0     4     1    11
 -2.2884059420264033E-01 a        57     0     4     1    12
 -1.4476740050308539E-02 a        58     0     4     1    13
  4.7754536171595258E-01 a        59     0     4     1    14
  5.4999332913764987E-01 a        60     0     4     1    15
  3.5544421144969557E-02 a        61     0     5     1     1
 -1.1480786755274913E-01 a        62     0     5     1     2
 -1.6140205744146019E-01 a        63     0     5     1     3
  2.2490705808401470E-01 a        64     0     5     1     4
 -1.2859730991967333E-01 a        65     0     5     1     5
 -8.0041303874596750E-02 a        66     0     5     1     6
  5.0225651459134879E-02 a        67     0     5     1     7
 -2.9364604616974155E-01 a        68     0     5     1     8
  4.5287545824319214E-01 a        69     0     5     1     9
 -2.4701250435335994E-02 a        70     0     5     1    10
  2.9067894148008683E-01 a        71     0     5     1    11
  3.5804962142728797E-01 a        72     0     5     1    12
  2.5408902403825928E-01 a        73     0     5     1    13
  4.3817071280523595E-01 a        74     0     5     1    14
 -4.0001491241308723E-02 a        75     0     5     1    15
  6.2942962175172520E-02 a        76     0     6     1     1
  2.6405085009721435E-01 a        77     0     6     1     2
 -3.0331870984532650E-01 a        78     0     6     1     3
 -9.1279746221277089E-02 a        79     0     6     1     4
 -6.2315776905061744E-02 a        80     0     6     1     5
  2.8295399140458338E-01 a        81     0     6     1     6
  3.6172777999320016E-01 a        82     0     6     1     7
 -5.0713070406851291E-01 a        83     0     6     1     8
 -5.2783898892739245E-01 a        84     0     6     1     9
  2.0144482742365311E-01 a        85     0     6     1    10
  5.3997531107575665E-02 a        86     0     6     1    11
 -2.8960703508135971E-01 a        87     0     6     1    12
  2.7234081758170892E-01 a        88     0     6     1    13
  2.5913144427240231E-01 a        89     0     6     1    14
  4.2805058721721695E-01 a        90     0     6     1    15
 -3.2539246598840929E-02 a        91     0     7     1     1
  1.0197113050153113E-01 a        92     0     7     1     2
  3.1445792162444358E-01 a        93     0     7     1     3
 -2.7091243536618265E-01 a        94     0     7     1     4
  5.8056171296344783E-01 a        95     0     7     1     5
  3.6781166445064289E-01 a        96     0     7     1     6
  3.8465556067846784E-01 a        97     0     7     1     7
 -3.8460500246305368E-01 a        98     0     7     1     8
 -2.9980925774487160E-01 a        99     0     7     1     9
  3.6179289660425229E-01 a       100     0     7     1    10
 -1.3245717264375054E-01 a       101     0     7     1    11
  3.8199346517476235E-01 a       102     0     7     1    12
 -4.3611584028751454E-01 a       103     0     7     1    13
  1.7537371873080909E-01 a       104     0     7     1    14
 -3.6462203875239729E-01 a       105     0     7     1    15
 -4.4481168812358939E-02 a       106     0     8     1     1
  4.2628812024333118E-01 a       107     0     8     1     2
 -2.0288801083499414E-01 a       108     0     8     1     3
 -3.8714982964673544E-02 a       109     0     8     1     4
  2.5782845274268407E-01 a       110     0     8     1     5
 -2.0804388411093713E-01 a       111     0     8     1     6
  3.6227784403234486E-01 a       112     0     8     1     7
  2.6275075562219634E-02 a       113     0     8     1     8
 -1.6963290583752041E-01 a       114     0     8     1     9
  2.2519876075012918E-01 a       115     0     8     1    10
  2.2871696360423033E-01 a       116     0     8     1    11
 -3.4804965794824706E-02 a       117     0     8     1    12
 -3.3687063343416468E-01 a       118     0     8     1    13
 -1.3014824217013627E-02 a       119     0     8     1    14
  1.4253088815702838E-01 a       120     0     8     1    15
 -5.6610647060655594E-01 b       121     1     1
 -2.6923272487363858E-01 b       122     1     2
 -2.0287661680802854E-01 b       123     1     3
  6.8219935874534188E-01 b       124     1     4
 -1.9790254945308514E+00 b       125     1     5
  1.3387668953151681E+00 b       126     1     6
  1.0107133078354200E+00 b       127     1     7
  1.0745319704392910E-01 b       128     1     8
 -1.0193185371601885E+00 b       129     1     9
  1.1673931218538234E+00 b       130     1    10
 -2.7372668678665441E-01 b       131     1    11
  1.1289962045249455E+00 b       132     1    12
  7.3959110417576035E-01 b       133     1    13
  1.5540574740815674E-01 b       134     1    14
  1.8113687378307272E-01 b       135     1    15
  2.3865574422676167E-01 a       136     1     1     2     1
  2.8566164576732311E-01 a       137     1     1     2     2
 -2.9010590861391750E-01 a       138     1     1     2     3
  1.6191092304110086E-01 a       139     1     1     2     4
  3.4328023123052220E-01 a       140     1     1     2     5
  4.8560622537065973E-02 a       141     1     1     2     6
  3.8183580737331935E-01 a       142     1     1     2     7
  4.1229892298778092E-01 a       143     1     1     2     8
 -3.9062389709251111E-01 a       144     1     1     2     9
  4.6546098130391123E-01 a       145     1     1     2    10
  2.6834478263568179E-01 a       146     1     1     2    11
 -5.9788698552742311E-02 a       147     1     1     2    12
 -3.3982358026046527E-01 a       148     1     1     2    13
 -2.3041187005099523E-01 a       149     1     1     2    14
 -3.7537428082397445E-01 a       150     1     1     2    15
 -1.6340839116698677E-01 a       151     1     2     2     1
  6.0674316718949482E-02 a       152     1     2     2     2
  2.0872950432050366E-01 a       153     1     2     2     3
  1.9041340327825920E-01 a       154     1     2     2     4
  2.0190922262212313E-01 a       155     1     2     2     5
