     3
  8    0.6590001656   0.6402299958   0.6004161137   0.5453024594   0.5866996624   0.5207516925   0.4104848234   0.2019202393
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
  1    2.9135491869   2.8218974423   2.6305603444   2.3721145460   2.8694205143   2.8226945188   2.7474777268   2.6078071708
        0.0000000000      -25.4660281267      -25.4660281267        0.0000000000
     3
  8    0.6526093281   0.6329799939   0.5914472254   0.5342013992   0.5732031807   0.5017532646   0.3844620146   0.1729589853
  1    2.8627824184   2.7643034549   2.5592852278   2.2838247558   2.8285556729   2.7907733878   2.7330630169   2.6441945399
  1    2.8627824184   2.7643034549   2.5592852278   2.2838247558   2.8285556729   2.7907733878   2.7330630169   2.6441945399
        0.0000000000      -25.4670656548      -25.4670656548        0.0000000000
     3
  8    0.6513847844   0.6315892593   0.5897264024   0.5320768034   0.5705788983   0.4980862975   0.3795616893   0.1679638033
  1    2.8578842435   2.7587405166   2.5524019357   2.2753263730   2.8241388817   2.7867609223   2.7298581723   2.6434043288
  1    2.8578842435   2.7587405166   2.5524019357   2.2753263730   2.8241388817   2.7867609223   2.7298581723   2.6434043288
        0.0000000000      -25.4670487060      -25.4670487060        0.0000000000
     3
  8    0.6519970562   0.6322846266   0.5905868139   0.5331391013   0.5718910395   0.4999197811   0.3820118519   0.1704613943
  1    2.8575243119   2.7583344885   2.5519259456   2.2748076811   2.8234266755   2.7858259999   2.7287473014   2.6426008731
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
        0.0000000000      -25.4670581593      -25.4670581593        0.0000000000
     3
  8    0.6519970562   0.6322846266   0.5905868139   0.5331391013   0.5718910395   0.4999197811   0.3820118519   0.1704613943
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
  1    2.8575243119   2.7583344885   2.5519259456   2.2748076811   2.8234266755   2.7858259999   2.7287473014   2.6426008731
        0.0000000000      -25.4670581593      -25.4670581593        0.0000000000
     3
  8    0.6522209188   0.6325062810   0.5908592088   0.5336039170   0.5715912562   0.5001822995   0.3851980699   0.1836770173
  1    2.7827347562   2.6732805089   2.4466897395   2.1453711807   2.7472716909   2.7069872691   2.6442878746   2.5405737276
  1    2.9397228061   2.8515366977   2.6671765829   2.4174984734   2.8879152475   2.8338516467   2.7439228954   2.5610991969
        0.0000000000      -25.4629474022      -25.4629474022        0.0000000000
     3
  8    0.6622268766   0.6438841493   0.6049336448   0.5509106139   0.5933551040   0.5301950048   0.4238208014   0.2184810812
  1    2.9513191480   2.8646515343   2.6826769698   2.4346425349   2.9105958012   2.8642177620   2.7820235608   2.5943692431
  1    2.8743787603   2.7774182915   2.5747856146   2.3009688173   2.8512362266   2.8211395031   2.7711636823   2.6774645861
        0.0000000000      -25.4645149020      -25.4645149020        0.0000000000
     3
  8    0.6426033703   0.6216021257   0.5773727894   0.5168947023   0.5514393328   0.4717405593   0.3458392831   0.1381549215
  1    2.8513039507   2.7513910524   2.5442735819   2.2677046249   2.8057631510   2.7615495077   2.7002858516   2.6243616176
  1    2.7712562884   2.6603681065   2.4316780936   2.1292510498   2.7244791690   2.6777633890   2.6115107093   2.5207408053
        0.0000000000      -25.4651761337      -25.4651761337        0.0000000000
     3
  8    0.6653910031   0.6474799978   0.6093850021   0.5564035197   0.6001961441   0.5397501204   0.4365076322   0.2308814933
  1    2.9139091185   2.8223034704   2.6310363345   2.3726332378   2.8701327205   2.8236294412   2.7485885977   2.6086106266
  1    2.9139091185   2.8223034704   2.6310363345   2.3726332378   2.8701327205   2.8236294412   2.7485885977   2.6086106266
        0.0000000000      -25.4649133585      -25.4649133585        0.0000000000
     3
  8    0.6453955113   0.6247798049   0.5813020642   0.5217103350   0.5575727187   0.4801058677   0.3562763775   0.1466032197
  1    2.8047119520   2.6982959151   2.4776479478   2.1833775503   2.7711549768   2.7332591287   2.6755908374   2.5876816354
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
        0.0000000000      -25.4660808269      -25.4660808269        0.0000000000
     3
  8    0.6453955113   0.6247798049   0.5813020642   0.5217103350   0.5575727187   0.4801058677   0.3562763775   0.1466032197
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
  1    2.8047119520   2.6982959151   2.4776479478   2.1833775503   2.7711549768   2.7332591287   2.6755908374   2.5876816354
        0.0000000000      -25.4660808269      -25.4660808269        0.0000000000
     3
  8    0.6513847844   0.6315892593   0.5897264024   0.5320768034   0.5705788983   0.4980862975   0.3795616893   0.1679638033
  1    2.8578842435   2.7587405166   2.5524019357   2.2753263730   2.8241388817   2.7867609223   2.7298581723   2.6434043288
  1    2.8578842435   2.7587405166   2.5524019357   2.2753263730   2.8241388817   2.7867609223   2.7298581723   2.6434043288
        0.0000000000      -25.4670487060      -25.4670487060        0.0000000000
     3
  8    0.6519970562   0.6322846266   0.5905868139   0.5331391013   0.5718910395   0.4999197811   0.3820118519   0.1704613943
  1    2.8575243119   2.7583344885   2.5519259456   2.2748076811   2.8234266755   2.7858259999   2.7287473014   2.6426008731
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
        0.0000000000      -25.4670581593      -25.4670581593        0.0000000000
     3
  8    0.6519970562   0.6322846266   0.5905868139   0.5331391013   0.5718910395   0.4999197811   0.3820118519   0.1704613943
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
  1    2.8575243119   2.7583344885   2.5519259456   2.2748076811   2.8234266755   2.7858259999   2.7287473014   2.6426008731
        0.0000000000      -25.4670581593      -25.4670581593        0.0000000000
     3
  8    0.6522209188   0.6325062810   0.5908592088   0.5336039170   0.5715912562   0.5001822995   0.3851980699   0.1836770173
  1    2.9397228061   2.8515366977   2.6671765829   2.4174984734   2.8879152475   2.8338516467   2.7439228954   2.5610991969
  1    2.7827347562   2.6732805089   2.4466897395   2.1453711807   2.7472716909   2.7069872691   2.6442878746   2.5405737276
        0.0000000000      -25.4629474022      -25.4629474022        0.0000000000
     3
  8    0.6426033703   0.6216021257   0.5773727894   0.5168947023   0.5514393328   0.4717405593   0.3458392831   0.1381549215
  1    2.7712562884   2.6603681065   2.4316780936   2.1292510498   2.7244791690   2.6777633890   2.6115107093   2.5207408053
  1    2.8513039507   2.7513910524   2.5442735819   2.2677046249   2.8057631510   2.7615495077   2.7002858516   2.6243616176
        0.0000000000      -25.4651761337      -25.4651761337        0.0000000000
     3
  8    0.6622268766   0.6438841493   0.6049336448   0.5509106139   0.5933551040   0.5301950048   0.4238208014   0.2184810812
  1    2.8743787603   2.7774182915   2.5747856146   2.3009688173   2.8512362266   2.8211395031   2.7711636823   2.6774645861
  1    2.9513191480   2.8646515343   2.6826769698   2.4346425349   2.9105958012   2.8642177620   2.7820235608   2.5943692431
        0.0000000000      -25.4645149020      -25.4645149020        0.0000000000
     3
  8    0.6381816944   0.6165796160   0.5711569029   0.5092192707   0.5419422567   0.4584584709   0.3280907405   0.1202474541
  1    2.8050718836   2.6987019431   2.4781239379   2.1838962422   2.7718671829   2.7341940512   2.6767017083   2.5884850911
  1    2.8050718836   2.6987019431   2.4781239379   2.1838962422   2.7718671829   2.7341940512   2.6767017083   2.5884850911
        0.0000000000      -25.4650153206      -25.4650153206        0.0000000000
     3
  8    0.6590001656   0.6402299958   0.6004161137   0.5453024594   0.5866996624   0.5207516925   0.4104848234   0.2019202393
  1    2.9135491869   2.8218974423   2.6305603444   2.3721145460   2.8694205143   2.8226945188   2.7474777268   2.6078071708
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
        0.0000000000      -25.4660281267      -25.4660281267        0.0000000000
     3
  8    0.6590001656   0.6402299958   0.6004161137   0.5453024594   0.5866996624   0.5207516925   0.4104848234   0.2019202393
  1    2.8624224868   2.7638974268   2.5588092377   2.2833060639   2.8278434667   2.7898384654   2.7319521460   2.6433910841
  1    2.9135491869   2.8218974423   2.6305603444   2.3721145460   2.8694205143   2.8226945188   2.7474777268   2.6078071708
