################################################################################
# Statistics for individual neurons gathered during RMSE calculation.
################################################################################
# Col  Name    Description
################################################################################
# 1    element Element index.
# 2    neuron  Neuron number.
# 3    count   Number of neuron value computations.
# 4    min     Minimum neuron value encounterd.
# 5    max     Maximum neuron value encounterd.
# 6    mean    Mean neuron value.
# 7    sigma   Standard deviation of neuron value.
####################################################################################################
#        1          2          3                4                5                6                7
#  element     neuron      count              min              max             mean            sigma
####################################################################################################
         1          1         40  -5.03742804E-01   4.96257196E-01   7.09432513E-15   2.57993455E-01
         1          2         40  -5.04060330E-01   4.95939670E-01   2.44249065E-15   2.58127630E-01
         1          3         40  -5.03777157E-01   4.96222843E-01   5.25968158E-15   2.59127036E-01
         1          4         40  -5.02218437E-01   4.97781563E-01  -1.12132525E-15   2.61291804E-01
         1          5         40  -5.38357567E-01   4.61642433E-01  -1.79301018E-15   2.41092443E-01
         1          6         40  -5.70001655E-01   4.29998345E-01   1.36210487E-15   2.33978353E-01
         1          7         40  -6.41927199E-01   3.58072801E-01   4.65599781E-16   2.37079827E-01
         1          8         40  -6.09909355E-01   3.90090645E-01  -7.17308157E-16   2.53970326E-01
         1          9         40   4.34751138E-01   8.52866599E-01   7.03787306E-01   9.51495188E-02
         1         10         40  -7.73971120E-01  -5.52527639E-01  -6.85232744E-01   6.16083634E-02
         1         11         40  -4.04493910E-01   8.26183741E-01   1.51922874E-01   3.01105398E-01
         1         12         40   1.23851738E+00   1.76302205E+00   1.47479373E+00   1.35937367E-01
         1         13         40   6.18197877E-01   8.18109881E-01   7.11228285E-01   5.14680031E-02
         1         14         40   1.97924703E+00   2.52355339E+00   2.26237904E+00   1.33477435E-01
         1         15         40  -1.09092332E+00   6.13579169E-01  -1.95376767E-01   4.30393881E-01
         1         16         40  -5.63643820E-01  -3.91507761E-01  -4.90154654E-01   4.51090992E-02
         1         17         40   1.60614918E+00   1.95118024E+00   1.76647170E+00   9.37355861E-02
         1         18         40  -4.07098182E-01   4.54333776E-02  -9.98861841E-02   1.24878925E-01
         1         19         40  -1.79586877E+00  -1.53621193E+00  -1.64432818E+00   6.06550744E-02
         1         20         40   1.87892338E+00   2.69488252E+00   2.26099384E+00   2.17678654E-01
         1         21         40   8.53768936E-02   6.64056009E-01   4.29052578E-01   1.38018616E-01
         1         22         40  -2.03940506E+00  -1.42871957E+00  -1.82842113E+00   1.70012035E-01
         1         23         40  -1.37445952E+00  -1.29518272E+00  -1.33513611E+00   1.90110914E-02
         1         24         40   2.67606240E+00   2.97194695E+00   2.86258264E+00   8.73794207E-02
         1         25         40  -3.96319646E+00  -3.45884302E+00  -3.76156197E+00   1.20358633E-01
         1         26         40   1.58528340E+00   1.73751904E+00   1.64136427E+00   4.22345683E-02
         1         27         40  -2.62162486E+00  -2.41929927E+00  -2.56033483E+00   6.12184934E-02
         1         28         40  -2.89249206E+00  -2.69492980E+00  -2.82452804E+00   4.47418672E-02
         1         29         40   1.87948886E+00   2.11823190E+00   2.00673140E+00   6.38508406E-02
         1         30         40  -4.16249707E+00  -3.85684773E+00  -4.04437610E+00   8.34047258E-02
         1         31         40   2.52101524E+00   2.75531505E+00   2.64411471E+00   6.03082033E-02
         1         32         40   1.63761341E+00   1.74046557E+00   1.68932432E+00   2.48086946E-02
         1         33         40  -2.18359856E+00  -1.98577336E+00  -2.08125776E+00   4.88729311E-02
         1         34         40  -1.70217862E+00  -1.58223624E+00  -1.61496077E+00   3.39534142E-02
         1         35         40   2.72926075E+00   2.96743254E+00   2.87302146E+00   5.46488236E-02
         1         36         40   1.69456946E+00   1.85092811E+00   1.76659304E+00   4.31280034E-02
         1         37         40  -2.79304999E+00  -2.76638451E+00  -2.78072581E+00   6.33038712E-03
         1         38         40   3.65600365E+00   4.22745740E+00   4.00494798E+00   1.46354077E-01
         1         39         40  -2.88885810E+01  -2.88634678E+01  -2.88788217E+01   6.80118781E-03
         2          1         20  -5.24084946E-01   4.75915054E-01   1.63202785E-15   2.64970457E-01
         2          2         20  -5.24263785E-01   4.75736215E-01   3.05866443E-15   2.64952830E-01
         2          3         20  -5.24267353E-01   4.75732647E-01  -2.61457522E-15   2.64933773E-01
         2          4         20  -5.23792698E-01   4.76207302E-01  -1.17961196E-15   2.64932752E-01
         2          5         20  -5.26346172E-01   4.73653828E-01   1.04916076E-15   2.64744604E-01
         2          6         20  -5.24867377E-01   4.75132623E-01   1.05471187E-15   2.64664679E-01
         2          7         20  -5.20278658E-01   4.79721342E-01  -7.63278329E-16   2.64816422E-01
         2          8         20  -5.04593903E-01   4.95406097E-01   3.16413562E-16   2.68109624E-01
         2          9         20  -6.73461449E-01  -4.85042943E-01  -5.82256976E-01   5.00957469E-02
         2         10         20  -8.58786080E-01   2.88051788E-01  -2.66119076E-01   3.04496868E-01
         2         11         20  -3.21052864E-01  -6.83689323E-02  -2.00176506E-01   6.69949462E-02
         2         12         20   5.88177580E-01   7.76364556E-01   6.79528777E-01   4.99216134E-02
         2         13         20  -2.08754500E+00  -1.85096866E+00  -1.98250425E+00   6.39474338E-02
         2         14         20   1.28062347E+00   1.41078177E+00   1.34617165E+00   3.54574235E-02
         2         15         20   3.54540552E-01   1.52527479E+00   9.61329887E-01   3.10486151E-01
         2         16         20  -7.09739233E-01   9.94042625E-01   1.02668147E-01   4.51186240E-01
         2         17         20  -1.07017965E+00  -9.66523911E-01  -1.01104322E+00   2.87226118E-02
         2         18         20   1.09779680E+00   1.25059968E+00   1.16529471E+00   4.14560147E-02
         2         19         20  -4.61593748E-01  -8.02632864E-02  -2.66336783E-01   1.01572069E-01
         2         20         20   1.00362330E+00   1.22743496E+00   1.12032240E+00   5.92025440E-02
         2         21         20   7.14769224E-01   8.31775835E-01   7.79878995E-01   3.55811518E-02
         2         22         20  -9.05902987E-01   1.11158352E+00   1.51561727E-01   5.34336653E-01
         2         23         20   1.43983168E-01   2.17667288E-01   1.82341973E-01   1.95573732E-02
         2         24         20   2.47539832E+00   3.11333825E+00   2.81835520E+00   1.86888297E-01
         2         25         20  -1.92480242E+00  -1.76974895E+00  -1.87244692E+00   4.43099208E-02
         2         26         20   1.55376928E+00   1.57495694E+00   1.56277484E+00   5.02913832E-03
         2         27         20   1.83608506E+00   2.06050770E+00   1.94133746E+00   5.80121783E-02
         2         28         20  -2.54081024E+00  -2.36753325E+00  -2.51070275E+00   4.65422537E-02
         2         29         20   1.74351379E+00   1.99412762E+00   1.83384219E+00   7.82189189E-02
         2         30         20  -1.77016546E+00  -1.64751033E+00  -1.70604930E+00   3.50048779E-02
         2         31         20  -2.23971054E+00  -1.91904283E+00  -2.13213023E+00   8.88285765E-02
         2         32         20   1.38188390E+00   1.42909645E+00   1.40428753E+00   1.64079649E-02
         2         33         20  -1.62916562E+00  -1.59508215E+00  -1.61102434E+00   8.68191660E-03
         2         34         20   1.60805511E+00   1.73297183E+00   1.68905841E+00   3.34688767E-02
         2         35         20  -1.75846590E+00  -1.54026521E+00  -1.62584073E+00   6.89353120E-02
         2         36         20  -1.79170700E+00  -1.50398661E+00  -1.59701043E+00   7.98796667E-02
         2         37         20  -2.14513072E+00  -1.93761459E+00  -2.05225343E+00   6.57866652E-02
         2         38         20   2.13452841E+00   2.14409679E+00   2.13842170E+00   2.62752984E-03
         2         39         20  -1.86533412E+01  -1.86232438E+01  -1.86395736E+01   8.05880205E-03
