################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
       129       2580   8.34561020E+01   4.64099052E-01   6.77433735E-17   2.04724672E-02   8.93365374E-07   1.12067347E+00
       130       2600   8.33808132E+01   4.64204919E-01   6.79823528E-17   1.97583059E-02   8.93365374E-07   1.12067347E+00
       131       2620   8.32974985E+01   4.64236771E-01   6.82980380E-17   1.34875243E-02   8.93365374E-07   1.12067347E+00
       132       2640   8.32763901E+01   4.63670040E-01   6.83532807E-17   2.57029592E-02   8.93365374E-07   1.12067347E+00
       133       2660   8.32031546E+01   4.63560319E-01   6.85997074E-17   2.86080627E-02   8.93365374E-07   1.12067347E+00
       134       2680   8.31174083E+01   4.63835056E-01   6.89048675E-17   1.91130781E-02   8.93365374E-07   1.12067347E+00
       135       2700   8.30345555E+01   4.63967246E-01   6.91772542E-17   1.80021137E-02   8.93365374E-07   1.12067347E+00
       136       2720   8.29405218E+01   4.63711100E-01   6.94700153E-17   1.81320928E-02   8.93365374E-07   1.12067347E+00
       137       2740   8.29050228E+01   4.63029722E-01   6.95974004E-17   1.20856306E-02   8.93365374E-07   1.12067347E+00
       138       2760   8.28195526E+01   4.63628842E-01   6.98745368E-17   1.16358642E-02   8.93365374E-07   1.12067347E+00
       139       2780   8.27537123E+01   4.64218483E-01   7.00863335E-17   1.18473487E-02   8.93365374E-07   1.12067347E+00
       140       2800   8.27393820E+01   4.63977672E-01   7.01240469E-17   1.07391311E-02   8.93365374E-07   1.12067347E+00
       141       2820   8.26638136E+01   4.64136462E-01   7.03318401E-17   1.35115007E-02   8.93365374E-07   1.12067347E+00
       142       2840   8.25910956E+01   4.64045282E-01   7.05759671E-17   1.08341087E-02   8.93365374E-07   1.12067347E+00
       143       2860   8.25856934E+01   4.63924193E-01   7.05909776E-17   1.49244118E-02   8.93365374E-07   1.12067347E+00
       144       2880   8.25185181E+01   4.64371968E-01   7.08002531E-17   7.56096050E-03   8.93365374E-07   1.12067347E+00
       145       2900   8.24460174E+01   4.64355355E-01   7.10464900E-17   2.23294404E-02   8.93365374E-07   1.12067347E+00
       146       2920   8.23718919E+01   4.64666585E-01   7.13121787E-17   2.70942974E-02   8.93365374E-07   1.12067347E+00
       147       2940   8.23038004E+01   4.64537940E-01   7.15266339E-17   1.66247446E-02   8.93365374E-07   1.12067347E+00
       148       2960   8.22888617E+01   4.64075889E-01   7.15677595E-17   1.19483989E-02   8.93365374E-07   1.12067347E+00
       149       2980   8.22838459E+01   4.63959829E-01   7.15881156E-17   1.24678388E-02   8.93365374E-07   1.12067347E+00
       150       3000   8.22210743E+01   4.63917039E-01   7.17517631E-17   1.68355874E-02   8.93365374E-07   1.12067347E+00
       151       3020   8.21515933E+01   4.64540357E-01   7.19879804E-17   1.78401199E-02   8.93365374E-07   1.12067347E+00
       152       3040   8.20813029E+01   4.64393979E-01   7.22059462E-17   1.21387625E-02   8.93365374E-07   1.12067347E+00
       153       3060   8.20136861E+01   4.64381640E-01   7.24389112E-17   1.51619818E-02   8.93365374E-07   1.12067347E+00
       154       3080   8.20026811E+01   4.64075061E-01   7.24633837E-17   2.04674520E-02   8.93365374E-07   1.12067347E+00
       155       3100   8.19406943E+01   4.63846400E-01   7.27176138E-17   1.22698672E-02   8.93365374E-07   1.12067347E+00
       156       3120   8.18685763E+01   4.63786475E-01   7.29599780E-17   4.17132500E-02   8.93365374E-07   1.12067347E+00
       157       3140   8.18112920E+01   4.63005420E-01   7.31373483E-17   1.22135082E-02   8.93365374E-07   1.12067347E+00
       158       3160   8.17343661E+01   4.63329595E-01   7.34125997E-17   2.07825659E-02   8.93365374E-07   1.12067347E+00
       159       3180   8.16636340E+01   4.63071729E-01   7.36484591E-17   4.59711561E-02   8.93365374E-07   1.12067347E+00
       160       3200   8.16566461E+01   4.62830918E-01   7.36724015E-17   1.05211825E-02   8.93365374E-07   1.12067347E+00
       161       3220   8.15925722E+01   4.62728453E-01   7.38346667E-17   1.43095403E-02   8.93365374E-07   1.12067347E+00
       162       3240   8.15214877E+01   4.62924994E-01   7.40458851E-17   1.21065647E-02   8.93365374E-07   1.12067347E+00
       163       3260   8.14565717E+01   4.62843281E-01   7.42421513E-17   1.40710720E-02   8.93365374E-07   1.12067347E+00
       164       3280   8.14536022E+01   4.62767937E-01   7.42553389E-17   6.76594341E-03   8.93365374E-07   1.12067347E+00
       165       3300   8.13724785E+01   4.63618043E-01   7.44740861E-17   8.03932125E-03   8.93365374E-07   1.12067347E+00
       166       3320   8.13021358E+01   4.63771242E-01   7.46945878E-17   1.21195714E-02   8.93365374E-07   1.12067347E+00
       167       3340   8.12972521E+01   4.63626469E-01   7.47078864E-17   1.06421518E-02   8.93365374E-07   1.12067347E+00
       168       3360   8.12302616E+01   4.63934322E-01   7.48922123E-17   1.95764277E-02   8.93365374E-07   1.12067347E+00
       169       3380   8.11633269E+01   4.62547212E-01   7.50489819E-17   1.14143146E-02   8.93365374E-07   1.12067347E+00
       170       3400   8.11004233E+01   4.62705517E-01   7.52319158E-17   8.39238049E-03   8.93365374E-07   1.12067347E+00
       171       3420   8.10326918E+01   4.61962266E-01   7.54155641E-17   1.06092637E-02   8.93365374E-07   1.12067347E+00
       172       3440   8.09726436E+01   4.61434538E-01   7.56506358E-17   1.45170894E-02   8.93365374E-07   1.12067347E+00
       173       3460   8.09695674E+01   4.61328002E-01   7.56549740E-17   6.87727485E-03   8.93365374E-07   1.12067347E+00
       174       3480   8.09207406E+01   4.60914516E-01   7.57847402E-17   1.75600477E-02   8.93365374E-07   1.12067347E+00
       175       3500   8.09160084E+01   4.60751673E-01   7.57980968E-17   1.08565578E-02   8.93365374E-07   1.12067347E+00
       176       3520   8.08502304E+01   4.60373358E-01   7.59916009E-17   8.56461677E-03   8.93365374E-07   1.12067347E+00
       177       3540   8.07888464E+01   4.60364865E-01   7.61765622E-17   1.22748520E-02   8.93365374E-07   1.12067347E+00
       178       3560   8.07659068E+01   4.60046631E-01   7.62325420E-17   5.15246396E-02   8.93365374E-07   1.12067347E+00
       179       3580   8.06973409E+01   4.60226989E-01   7.63663933E-17   1.17110409E-02   8.93365374E-07   1.12067347E+00
       180       3600   8.06480161E+01   4.59339468E-01   7.65201727E-17   1.05844358E-02   8.93365374E-07   1.12067347E+00
       181       3620   8.05736372E+01   4.59362646E-01   7.67358688E-17   1.26452905E-02   8.93365374E-07   1.12067347E+00
       182       3640   8.05609907E+01   4.58938058E-01   7.67527703E-17   5.96026371E-02   8.93365374E-07   1.12067347E+00
       183       3660   8.04928769E+01   4.59125081E-01   7.69570189E-17   7.05910933E-03   8.93365374E-07   1.12067347E+00
       184       3680   8.04887405E+01   4.59010854E-01   7.69718361E-17   6.02790679E-03   8.93365374E-07   1.12067347E+00
       185       3700   8.04259678E+01   4.59046388E-01   7.71947472E-17   1.66959383E-02   8.93365374E-07   1.12067347E+00
       186       3720   8.03613573E+01   4.58968714E-01   7.73768310E-17   9.68667853E-03   8.93365374E-07   1.12067347E+00
       187       3740   8.03143391E+01   4.58300712E-01   7.75311417E-17   6.18653759E-03   8.93365374E-07   1.12067347E+00
       188       3760   8.02723212E+01   4.58146068E-01   7.76562797E-17   1.51113313E-02   8.93365374E-07   1.12067347E+00
       189       3780   8.02164342E+01   4.58220051E-01   7.78367072E-17   1.32533984E-02   8.93365374E-07   1.12067347E+00
       190       3800   8.01470167E+01   4.57920425E-01   7.80144370E-17   1.21877524E-02   8.93365374E-07   1.12067347E+00
       191       3820   8.00789221E+01   4.57470126E-01   7.82244861E-17   1.75135935E-02   8.93365374E-07   1.12067347E+00
       192       3840   7.99938179E+01   4.58264481E-01   7.84148250E-17   4.03232296E-02   8.93365374E-07   1.12067347E+00
       193       3860   7.99287835E+01   4.58230702E-01   7.85801399E-17   1.03240508E-02   8.93365374E-07   1.12067347E+00
       194       3880   7.98858121E+01   4.57575127E-01   7.87178364E-17   1.48212590E-02   8.93365374E-07   1.12067347E+00
       195       3900   7.98225005E+01   4.56820290E-01   7.88830851E-17   1.21952150E-02   8.93365374E-07   1.12067347E+00
       196       3920   7.97660563E+01   4.56481837E-01   7.90023224E-17   1.41712343E-02   8.93365374E-07   1.12067347E+00
       197       3940   7.97613091E+01   4.56321962E-01   7.90181108E-17   8.51092671E-03   8.93365374E-07   1.12067347E+00
       198       3960   7.96893833E+01   4.56821778E-01   7.91896783E-17   6.59688930E-03   8.93365374E-07   1.12067347E+00
       199       3980   7.96418585E+01   4.56242399E-01   7.93313973E-17   8.14224515E-03   8.93365374E-07   1.12067347E+00
       200       4000   7.96392189E+01   4.56149424E-01   7.93439923E-17   5.96071259E-03   8.93365374E-07   1.12067347E+00
       201       4020   7.95822788E+01   4.56321205E-01   7.94853183E-17   4.87625353E-03   8.93365374E-07   1.12067347E+00
       202       4040   7.95792876E+01   4.56212322E-01   7.94937698E-17   4.73541399E-03   8.93365374E-07   1.12067347E+00
       203       4060   7.95277848E+01   4.56163414E-01   7.96531329E-17   7.57868511E-03   8.93365374E-07   1.12067347E+00
       204       4080   7.94663911E+01   4.56385784E-01   7.98456614E-17   7.21152367E-03   8.93365374E-07   1.12067347E+00
       205       4100   7.94219573E+01   4.55644890E-01   7.99854272E-17   8.10345117E-03   8.93365374E-07   1.12067347E+00
       206       4120   7.93672312E+01   4.56914459E-01   8.01454990E-17   5.74656708E-03   8.93365374E-07   1.12067347E+00
       207       4140   7.93169391E+01   4.56805476E-01   8.03149993E-17   1.18198140E-02   8.93365374E-07   1.12067347E+00
       208       4160   7.92655825E+01   4.56204411E-01   8.04698122E-17   1.12731429E-02   8.93365374E-07   1.12067347E+00
       209       4180   7.91996692E+01   4.56583627E-01   8.06302450E-17   9.49040744E-03   8.93365374E-07   1.12067347E+00
       210       4200   7.91424134E+01   4.56393574E-01   8.08130426E-17   1.30625408E-02   8.93365374E-07   1.12067347E+00
