################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.0169738398760169E-01 a         1     0     1     1     1
  2.3621186089060742E-01 a         2     0     1     1     2
  9.6091076644107640E-02 a         3     0     1     1     3
  5.3381816855004771E-01 a         4     0     1     1     4
 -3.5205622998813146E-01 a         5     0     1     1     5
 -3.5580473515334693E-01 a         6     0     1     1     6
  1.2154405039786642E-01 a         7     0     1     1     7
 -2.7779078702447779E-01 a         8     0     1     1     8
  1.6369103028140930E-01 a         9     0     1     1     9
  1.5183490741344624E-01 a        10     0     1     1    10
  4.0285643632826451E-01 a        11     0     1     1    11
 -4.4009253009438626E-01 a        12     0     1     1    12
  2.8042898411192924E-01 a        13     0     1     1    13
  1.9563192501133592E-01 a        14     0     1     1    14
 -1.0800895652078642E-01 a        15     0     1     1    15
  1.7126639747121614E-02 a        16     0     2     1     1
  5.3901350917907168E-02 a        17     0     2     1     2
  1.1581724063355649E-01 a        18     0     2     1     3
 -2.4852187569022952E-01 a        19     0     2     1     4
 -4.2036771034314180E-01 a        20     0     2     1     5
  2.6711866422323477E-01 a        21     0     2     1     6
 -1.6364922639197277E-01 a        22     0     2     1     7
 -2.2027559489056087E-01 a        23     0     2     1     8
  3.2769063909302393E-01 a        24     0     2     1     9
 -1.7056596565568599E-01 a        25     0     2     1    10
 -5.0353159707388317E-01 a        26     0     2     1    11
  1.5568289550496739E-01 a        27     0     2     1    12
  2.0946018772005331E-01 a        28     0     2     1    13
  3.8006669091519651E-01 a        29     0     2     1    14
 -3.0586442959288673E-01 a        30     0     2     1    15
 -5.5054573449532990E-02 a        31     0     3     1     1
 -1.3281409885703566E-01 a        32     0     3     1     2
  3.2081805351933945E-01 a        33     0     3     1     3
 -7.6553928269595159E-02 a        34     0     3     1     4
  2.1484401031401654E-01 a        35     0     3     1     5
 -1.5752764705796710E-01 a        36     0     3     1     6
  4.8424447650731457E-02 a        37     0     3     1     7
  1.4104460456383131E-01 a        38     0     3     1     8
  1.0428879782952659E-01 a        39     0     3     1     9
 -4.8997311331462345E-01 a        40     0     3     1    10
 -3.9727026380793973E-01 a        41     0     3     1    11
  2.4976676331927122E-01 a        42     0     3     1    12
 -4.0063124373429659E-01 a        43     0     3     1    13
  1.7879284627235156E-01 a        44     0     3     1    14
 -1.9057880914502762E-01 a        45     0     3     1    15
  1.7305432320563083E-01 a        46     0     4     1     1
  3.6886267114319737E-01 a        47     0     4     1     2
 -3.5023298670774505E-01 a        48     0     4     1     3
 -2.0554455649663819E-01 a        49     0     4     1     4
 -3.6751235470569271E-01 a        50     0     4     1     5
 -2.4916008159222755E-01 a        51     0     4     1     6
 -7.4359182626673431E-02 a        52     0     4     1     7
 -1.6213947153213235E-01 a        53     0     4     1     8
  1.1557932012986979E-01 a        54     0     4     1     9
 -4.2666538177366425E-01 a        55     0     4     1    10
  4.4277492113342570E-01 a        56     0     4     1    11
 -2.2581218607452561E-01 a        57     0     4     1    12
 -2.4136271732045512E-02 a        58     0     4     1    13
  4.8731764329469307E-01 a        59     0     4     1    14
  5.6242355243207409E-01 a        60     0     4     1    15
  2.5148994625095015E-02 a        61     0     5     1     1
 -9.5682888465108362E-02 a        62     0     5     1     2
 -1.4514052531001145E-01 a        63     0     5     1     3
  2.2307348144549563E-01 a        64     0     5     1     4
 -1.3768806678708445E-01 a        65     0     5     1     5
 -8.4747774969480175E-02 a        66     0     5     1     6
  6.8487486867997716E-03 a        67     0     5     1     7
 -2.8794420104978080E-01 a        68     0     5     1     8
  4.7846657081848781E-01 a        69     0     5     1     9
 -3.3617193893442421E-02 a        70     0     5     1    10
  2.7522176067628334E-01 a        71     0     5     1    11
  3.5388644819382747E-01 a        72     0     5     1    12
  2.4891107029607798E-01 a        73     0     5     1    13
  4.5471583511888264E-01 a        74     0     5     1    14
 -3.3908433825671373E-02 a        75     0     5     1    15
  4.9644561060322411E-02 a        76     0     6     1     1
  2.7414482103729615E-01 a        77     0     6     1     2
 -2.8773195026567672E-01 a        78     0     6     1     3
 -8.9151916334133302E-02 a        79     0     6     1     4
 -7.3614590704870975E-02 a        80     0     6     1     5
  2.7833998908295093E-01 a        81     0     6     1     6
  3.1903466729818691E-01 a        82     0     6     1     7
 -4.9785248722167263E-01 a        83     0     6     1     8
 -5.0650205721447894E-01 a        84     0     6     1     9
  1.9353688464031593E-01 a        85     0     6     1    10
  4.1054296552873147E-02 a        86     0     6     1    11
 -2.8901289635468275E-01 a        87     0     6     1    12
  2.6852588337044486E-01 a        88     0     6     1    13
  2.7586522091295174E-01 a        89     0     6     1    14
  4.3675285999597646E-01 a        90     0     6     1    15
 -4.9376698985664880E-02 a        91     0     7     1     1
  8.9620380241465264E-02 a        92     0     7     1     2
  3.2965204535330311E-01 a        93     0     7     1     3
 -2.6355204020293116E-01 a        94     0     7     1     4
  5.6320917571044660E-01 a        95     0     7     1     5
  3.6197100334706878E-01 a        96     0     7     1     6
  3.4571502510337332E-01 a        97     0     7     1     7
 -3.6597709092854103E-01 a        98     0     7     1     8
 -2.9060342179727383E-01 a        99     0     7     1     9
  3.5478523764129927E-01 a       100     0     7     1    10
 -1.3836350908282663E-01 a       101     0     7     1    11
  3.9661248441794011E-01 a       102     0     7     1    12
 -4.4021556397194089E-01 a       103     0     7     1    13
  1.8746663099102240E-01 a       104     0     7     1    14
 -3.4615097296224684E-01 a       105     0     7     1    15
 -5.3222668821256862E-02 a       106     0     8     1     1
  3.5774236603626058E-01 a       107     0     8     1     2
 -1.8310742564309399E-01 a       108     0     8     1     3
 -3.9514208676141797E-02 a       109     0     8     1     4
  2.2276231130839200E-01 a       110     0     8     1     5
 -2.2365002109287338E-01 a       111     0     8     1     6
  3.4232635812681389E-01 a       112     0     8     1     7
  7.0516880189834083E-02 a       113     0     8     1     8
 -1.9797527937832110E-01 a       114     0     8     1     9
  2.1312635164176144E-01 a       115     0     8     1    10
