################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.4962338808396838E-03 a         1     0     1     1     1
 -1.3379202992643457E-01 a         2     0     1     1     2
  3.2368950691377449E-02 a         3     0     1     1     3
 -1.0934265470073044E-01 a         4     0     1     1     4
  5.3390861428946779E-01 a         5     0     1     1     5
  8.9259863264563866E-02 a         6     0     1     1     6
 -1.3419774645569379E-01 a         7     0     1     1     7
  5.0292667885557134E-02 a         8     0     1     1     8
  2.1992628748701851E-01 a         9     0     1     1     9
  1.1333460814988513E+01 a        10     0     1     1    10
  2.3366357078703492E-01 a        11     0     1     1    11
  2.0626933417372308E+00 a        12     0     1     1    12
 -1.8695211567690956E-01 a        13     0     1     1    13
  1.2059001752665955E-02 a        14     0     1     1    14
 -1.1153304240083246E-01 a        15     0     1     1    15
  5.1894344641086878E-03 a        16     0     2     1     1
  2.1048216941170039E-01 a        17     0     2     1     2
  1.7806880351852802E-01 a        18     0     2     1     3
 -3.0494949684579831E-01 a        19     0     2     1     4
  7.1884708072217987E-02 a        20     0     2     1     5
 -2.3301235985183064E-01 a        21     0     2     1     6
 -3.8853909888219923E-01 a        22     0     2     1     7
  3.8430065000485869E-01 a        23     0     2     1     8
  2.2809870700817747E-01 a        24     0     2     1     9
 -4.2657692824824585E+00 a        25     0     2     1    10
  4.8359950266760543E-02 a        26     0     2     1    11
 -1.1555122869645322E+00 a        27     0     2     1    12
  6.6794840221311200E-02 a        28     0     2     1    13
  6.6948050894375666E-01 a        29     0     2     1    14
  3.9602156863742655E-01 a        30     0     2     1    15
 -3.8408427471488177E-01 a        31     0     3     1     1
 -1.5449466449042359E-01 a        32     0     3     1     2
  3.2244548904950798E-01 a        33     0     3     1     3
  3.3113464608499388E-01 a        34     0     3     1     4
  1.1088500717368695E-01 a        35     0     3     1     5
  9.7064876326804855E-02 a        36     0     3     1     6
 -2.6388468525954334E-01 a        37     0     3     1     7
 -5.7092875372788919E-02 a        38     0     3     1     8
  2.0131813965594081E-01 a        39     0     3     1     9
  1.0211025508357027E+01 a        40     0     3     1    10
 -5.2528488037868457E-02 a        41     0     3     1    11
  1.6194324158356006E+00 a        42     0     3     1    12
 -2.2036696700216205E-01 a        43     0     3     1    13
  1.0054163761464610E-01 a        44     0     3     1    14
 -2.8604218070269033E-01 a        45     0     3     1    15
 -3.8276659207625865E-02 a        46     0     4     1     1
  6.8996367916481765E-03 a        47     0     4     1     2
 -1.7408130601362670E-01 a        48     0     4     1     3
 -4.9477571150134028E-02 a        49     0     4     1     4
 -4.4618482901257805E-01 a        50     0     4     1     5
  2.9785322883115606E-01 a        51     0     4     1     6
  3.4467947506054591E-01 a        52     0     4     1     7
 -6.0782639483669722E-02 a        53     0     4     1     8
 -8.2764603310173823E-02 a        54     0     4     1     9
 -4.0718690213341091E+00 a        55     0     4     1    10
 -4.8251285335243799E-01 a        56     0     4     1    11
 -1.0993261294940622E+00 a        57     0     4     1    12
 -2.3756190455138934E-01 a        58     0     4     1    13
  6.1793505301971086E-01 a        59     0     4     1    14
  3.3211344862195857E-01 a        60     0     4     1    15
 -2.8348023127668674E-02 a        61     0     5     1     1
  1.4980081115287766E-03 a        62     0     5     1     2
 -6.9322917871377773E-02 a        63     0     5     1     3
 -2.6972419748420856E-01 a        64     0     5     1     4
  2.1628749690982946E-01 a        65     0     5     1     5
 -4.7257912815301437E-02 a        66     0     5     1     6
  7.7489255725546810E-02 a        67     0     5     1     7
  2.8434399165057200E-01 a        68     0     5     1     8
 -7.8913013756207379E-02 a        69     0     5     1     9
  6.6941212499898315E+00 a        70     0     5     1    10
  5.0246955068421938E-02 a        71     0     5     1    11
  2.1239660258343891E+00 a        72     0     5     1    12
 -2.3967556611299434E-01 a        73     0     5     1    13
 -2.0649950727680644E-01 a        74     0     5     1    14
  3.2279930632273895E-01 a        75     0     5     1    15
  1.6732119026948858E-01 a        76     0     6     1     1
 -3.3019940595235997E-01 a        77     0     6     1     2
 -4.0038255041334836E-01 a        78     0     6     1     3
  3.3352335323884180E-01 a        79     0     6     1     4
 -2.8704583674157702E-01 a        80     0     6     1     5
 -4.0942247337518783E-01 a        81     0     6     1     6
  1.6618326073275605E-01 a        82     0     6     1     7
  2.1021203890459438E-03 a        83     0     6     1     8
 -1.1813723641300213E-01 a        84     0     6     1     9
 -4.1781996359250702E+00 a        85     0     6     1    10
 -6.2663765010358308E-02 a        86     0     6     1    11
 -3.4188492949675375E-01 a        87     0     6     1    12
 -4.0227933562011658E-01 a        88     0     6     1    13
  5.4608609407323561E-01 a        89     0     6     1    14
 -3.5205829419848217E-01 a        90     0     6     1    15
