################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.6737269258360428E+00 a         1     0     1     1     1
  1.8640396580143970E+00 a         2     0     1     1     2
  5.4995034470551500E+00 a         3     0     1     1     3
 -1.5384550198201987E+00 a         4     0     1     1     4
  3.4507343660055176E+00 a         5     0     1     1     5
 -5.4271504513639321E+00 a         6     0     1     1     6
  4.7614109029292084E+00 a         7     0     1     1     7
  7.7756567882158985E+00 a         8     0     1     1     8
  3.3543802548715917E+00 a         9     0     1     1     9
  5.6197186299538364E+00 a        10     0     1     1    10
 -3.6674638738036274E+00 a        11     0     2     1     1
  1.6001817050296860E+00 a        12     0     2     1     2
  5.9367344932530086E+00 a        13     0     2     1     3
 -1.4020973579289271E+00 a        14     0     2     1     4
  4.0052245640965021E+00 a        15     0     2     1     5
 -4.7711656419778157E+00 a        16     0     2     1     6
  4.5895611322153114E+00 a        17     0     2     1     7
  7.2228555822594949E+00 a        18     0     2     1     8
  3.6391841442748287E+00 a        19     0     2     1     9
  5.0336408902314762E+00 a        20     0     2     1    10
 -3.5793006265541125E+00 a        21     0     3     1     1
  1.5912843962856604E+00 a        22     0     3     1     2
  6.0401522689764109E+00 a        23     0     3     1     3
 -1.6061932777483874E+00 a        24     0     3     1     4
  3.9963171757699101E+00 a        25     0     3     1     5
 -4.4784854681895716E+00 a        26     0     3     1     6
  4.7169943580957554E+00 a        27     0     3     1     7
  6.9032236099040611E+00 a        28     0     3     1     8
  3.4675987999860745E+00 a        29     0     3     1     9
  4.5910981720323258E+00 a        30     0     3     1    10
 -3.4213392524294690E+00 a        31     0     4     1     1
  1.7661063477651568E+00 a        32     0     4     1     2
  5.5579543587516804E+00 a        33     0     4     1     3
 -1.3401588786218555E+00 a        34     0     4     1     4
  4.2489593745352146E+00 a        35     0     4     1     5
 -4.3916581912939039E+00 a        36     0     4     1     6
  5.0217349090237864E+00 a        37     0     4     1     7
  6.2856403123642819E+00 a        38     0     4     1     8
  3.2829067236828671E+00 a        39     0     4     1     9
  4.0678084939751944E+00 a        40     0     4     1    10
 -3.0147579858682216E+00 a        41     0     5     1     1
  1.4589249325681319E+00 a        42     0     5     1     2
  6.0671683380235732E+00 a        43     0     5     1     3
 -1.3006514187921763E+00 a        44     0     5     1     4
  4.4073860224919459E+00 a        45     0     5     1     5
 -3.7178240764407740E+00 a        46     0     5     1     6
  5.0179309218504899E+00 a        47     0     5     1     7
  5.8699940700457498E+00 a        48     0     5     1     8
  3.5280519603744476E+00 a        49     0     5     1     9
  3.9750410824996663E+00 a        50     0     5     1    10
 -2.8692534031368044E+00 a        51     0     6     1     1
  1.6505337987758886E+00 a        52     0     6     1     2
  5.9516509488999532E+00 a        53     0     6     1     3
 -1.4693372241432425E+00 a        54     0     6     1     4
  4.4110250418737023E+00 a        55     0     6     1     5
 -3.2509690256607731E+00 a        56     0     6     1     6
  4.6555230772347986E+00 a        57     0     6     1     7
  5.3113039075691511E+00 a        58     0     6     1     8
  3.5529005887613945E+00 a        59     0     6     1     9
  3.3362722656523816E+00 a        60     0     6     1    10
 -2.9071895828064553E+00 a        61     0     7     1     1
  1.9162505464763038E+00 a        62     0     7     1     2
  5.9206539595532526E+00 a        63     0     7     1     3
 -1.4655142470044169E+00 a        64     0     7     1     4
  4.6135185443639202E+00 a        65     0     7     1     5
 -2.7069182581649800E+00 a        66     0     7     1     6
  4.4686657293250782E+00 a        67     0     7     1     7
  4.8631808599159427E+00 a        68     0     7     1     8
  3.0903807747793239E+00 a        69     0     7     1     9
  2.6630290202778664E+00 a        70     0     7     1    10
 -2.5603303499843255E+00 a        71     0     8     1     1
  1.7077508520352451E+00 a        72     0     8     1     2
  5.9007066301081590E+00 a        73     0     8     1     3
 -1.7168474658933242E+00 a        74     0     8     1     4
  5.0968045902674781E+00 a        75     0     8     1     5
 -2.6443842981648968E+00 a        76     0     8     1     6
  4.7617078312665910E+00 a        77     0     8     1     7
  4.3153794020891780E+00 a        78     0     8     1     8
  3.1521477533501341E+00 a        79     0     8     1     9
  2.3829431330018189E+00 a        80     0     8     1    10
 -2.2648103843123972E+00 a        81     0     9     1     1
  1.8482829222234707E+00 a        82     0     9     1     2
  5.7637030547853341E+00 a        83     0     9     1     3
