################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4775895379063006E-01 a         1     0     1     1     1
  3.0306681207679698E-01 a         2     0     1     1     2
  1.7188545524954069E-01 a         3     0     1     1     3
  3.0778510393810593E-01 a         4     0     1     1     4
  1.1234557698890084E-01 a         5     0     1     1     5
  2.4037982332357793E-01 a         6     0     1     1     6
  2.4593165787823096E-01 a         7     0     1     1     7
 -2.9269068423640771E-01 a         8     0     1     1     8
  2.9088851252836989E-01 a         9     0     1     1     9
  3.2443467030214229E-01 a        10     0     1     1    10
  5.8760055851308848E-02 a        11     0     2     1     1
 -3.5023046133874058E-01 a        12     0     2     1     2
 -8.7142220009403415E-02 a        13     0     2     1     3
  2.9474242321930566E-01 a        14     0     2     1     4
  2.7301759859121283E-02 a        15     0     2     1     5
 -3.5886936553084270E-01 a        16     0     2     1     6
 -1.6381656047603921E-01 a        17     0     2     1     7
 -1.1043402847928462E-01 a        18     0     2     1     8
 -3.3515639148760212E-01 a        19     0     2     1     9
 -1.1174716667346753E-01 a        20     0     2     1    10
  2.9817358970688320E-02 a        21     0     3     1     1
  4.3371706880230600E-02 a        22     0     3     1     2
 -2.8194319072314722E-01 a        23     0     3     1     3
 -1.6733207930777266E-01 a        24     0     3     1     4
  2.9058825051754011E-01 a        25     0     3     1     5
 -1.3637482223102559E-01 a        26     0     3     1     6
 -6.5470622143035326E-03 a        27     0     3     1     7
 -4.9614290407261681E-02 a        28     0     3     1     8
 -1.7544903523719310E-01 a        29     0     3     1     9
 -1.9577382644739966E-01 a        30     0     3     1    10
  3.3702522884224033E-02 a        31     0     4     1     1
 -2.6566638883771526E-01 a        32     0     4     1     2
  1.1117900750319225E-01 a        33     0     4     1     3
 -1.6689077933936797E-01 a        34     0     4     1     4
 -2.5199182834279749E-01 a        35     0     4     1     5
  3.1314097583353467E-01 a        36     0     4     1     6
 -2.8121320557920848E-01 a        37     0     4     1     7
 -1.1220727067926346E-01 a        38     0     4     1     8
 -2.9578323748186658E-01 a        39     0     4     1     9
 -2.4808498728609424E-01 a        40     0     4     1    10
 -2.8240310277131281E-01 a        41     0     5     1     1
  2.8344515944269499E-01 a        42     0     5     1     2
  4.8534093123654823E-02 a        43     0     5     1     3
 -1.8143606364406326E-01 a        44     0     5     1     4
 -1.1478221539911133E-01 a        45     0     5     1     5
 -2.7986763581456151E-03 a        46     0     5     1     6
 -2.9372394079120312E-01 a        47     0     5     1     7
 -8.1756500663399942E-02 a        48     0     5     1     8
 -2.3360852439108959E-01 a        49     0     5     1     9
 -1.4598677167036650E-01 a        50     0     5     1    10
 -2.1046092122612278E-01 a        51     0     6     1     1
 -2.8895497373453716E-01 a        52     0     6     1     2
 -3.5363625789362557E-01 a        53     0     6     1     3
 -1.7470658236690545E-01 a        54     0     6     1     4
 -3.7527499000018510E-01 a        55     0     6     1     5
 -3.4317216876346779E-01 a        56     0     6     1     6
  3.1211961176028385E-01 a        57     0     6     1     7
 -2.2638650058809183E-02 a        58     0     6     1     8
 -3.0247642893712479E-01 a        59     0     6     1     9
 -2.0439316714891503E-01 a        60     0     6     1    10
 -2.2798030844456385E-01 a        61     0     7     1     1
  2.6357269980235355E-03 a        62     0     7     1     2
  6.0072607378085750E-02 a        63     0     7     1     3
  2.6370521393993723E-01 a        64     0     7     1     4
  1.2391234644179410E-02 a        65     0     7     1     5
 -5.3170645747573485E-02 a        66     0     7     1     6
  1.4225585471179938E-01 a        67     0     7     1     7
  3.3293218508497861E-02 a        68     0     7     1     8
  3.4224688141929124E-03 a        69     0     7     1     9
  1.1533831341273175E-01 a        70     0     7     1    10
  3.6176849788286164E-01 a        71     0     8     1     1
 -2.9485649269028507E-02 a        72     0     8     1     2
 -3.1491952482758706E-01 a        73     0     8     1     3
  1.3196093971668321E-01 a        74     0     8     1     4
 -1.0919944562607697E-01 a        75     0     8     1     5
 -1.9524272912788812E-01 a        76     0     8     1     6
  3.7381043999867974E-01 a        77     0     8     1     7
  1.2913927699959626E-01 a        78     0     8     1     8
  1.8052066808040151E-01 a        79     0     8     1     9
 -1.6022659372939915E-01 a        80     0     8     1    10
  3.1965878635977463E-01 a        81     0     9     1     1
  3.0656672557453218E-01 a        82     0     9     1     2
  2.4732119097620714E-01 a        83     0     9     1     3
  6.2186666532052043E-02 a        84     0     9     1     4
 -3.9178600204698349E-01 a        85     0     9     1     5
 -3.5530924611459280E-01 a        86     0     9     1     6
  1.5225972798524506E-01 a        87     0     9     1     7
  3.6605968496560587E-01 a        88     0     9     1     8
 -4.7591841130842305E-02 a        89     0     9     1     9
  2.5501883794770613E-01 a        90     0     9     1    10
 -1.8234902789705945E-01 a        91     0    10     1     1
 -4.4672548866338854E-02 a        92     0    10     1     2
 -3.1087183505375288E-01 a        93     0    10     1     3
 -1.3497269026451047E-02 a        94     0    10     1     4
 -2.6195302222106795E-02 a        95     0    10     1     5
  4.9601536353903519E-02 a        96     0    10     1     6
  1.5739843553243615E-01 a        97     0    10     1     7
 -1.7496737040129311E-02 a        98     0    10     1     8
 -2.9550013440094341E-01 a        99     0    10     1     9
 -2.3576514482156824E-01 a       100     0    10     1    10
 -7.4151087177847158E-02 a       101     0    11     1     1
  2.1178115181227675E-01 a       102     0    11     1     2
 -2.3655958143818087E-01 a       103     0    11     1     3
 -1.6650666703500011E-01 a       104     0    11     1     4
 -1.8372396270424846E-01 a       105     0    11     1     5
  2.9970942682045143E-01 a       106     0    11     1     6
 -1.1437578534979845E-01 a       107     0    11     1     7
  3.0317907021766033E-01 a       108     0    11     1     8
 -1.3632034281970987E-01 a       109     0    11     1     9
  1.3277127737704938E-01 a       110     0    11     1    10
  2.4008738224056480E-02 a       111     0    12     1     1
 -1.7821762351434650E-01 a       112     0    12     1     2
 -2.9103189206285973E-01 a       113     0    12     1     3
 -2.4386817390774562E-01 a       114     0    12     1     4
 -1.9806061117125667E-01 a       115     0    12     1     5
 -8.4398747244513711E-02 a       116     0    12     1     6
  2.4477655313396129E-01 a       117     0    12     1     7
 -6.1960660997663154E-02 a       118     0    12     1     8
  3.4682524893699085E-01 a       119     0    12     1     9
  4.6811174614183437E-02 a       120     0    12     1    10
 -3.0790676508871712E-01 a       121     0    13     1     1
  6.3349879523802971E-02 a       122     0    13     1     2
 -1.1682077843094361E-01 a       123     0    13     1     3
 -1.7042439592223074E-01 a       124     0    13     1     4
 -1.4886794095019151E-01 a       125     0    13     1     5
  5.9579090625057167E-02 a       126     0    13     1     6
  1.6295206182441430E-01 a       127     0    13     1     7
  3.1516231155469886E-02 a       128     0    13     1     8
 -1.7164036502049554E-01 a       129     0    13     1     9
  3.7263022535613516E-01 a       130     0    13     1    10
  4.6010888065214063E-02 a       131     0    14     1     1
  2.9037772080708023E-02 a       132     0    14     1     2
 -5.9200778020384502E-02 a       133     0    14     1     3
  2.9661188476474387E-01 a       134     0    14     1     4
  6.3264421180460172E-03 a       135     0    14     1     5
 -1.7018776091589319E-01 a       136     0    14     1     6
 -3.0084259337694769E-01 a       137     0    14     1     7
 -2.2928817587286987E-01 a       138     0    14     1     8
 -2.8266234594924317E-01 a       139     0    14     1     9
  1.4567340866609521E-01 a       140     0    14     1    10
 -4.7017843846836417E-02 a       141     0    15     1     1
 -3.7172324030495674E-01 a       142     0    15     1     2
 -2.7065712559363742E-01 a       143     0    15     1     3
  2.6077715139174173E-01 a       144     0    15     1     4
 -1.9486401439113687E-01 a       145     0    15     1     5
 -3.2366198659141077E-01 a       146     0    15     1     6
 -2.6511268788870285E-01 a       147     0    15     1     7
  2.1908227877882860E-01 a       148     0    15     1     8
 -3.5904394519089106E-01 a       149     0    15     1     9
  2.3683560647389112E-01 a       150     0    15     1    10
  2.5630066089915671E-01 a       151     0    16     1     1
  2.1647427277377132E-01 a       152     0    16     1     2
  1.4936115081662338E-01 a       153     0    16     1     3
  1.9475951942185343E-01 a       154     0    16     1     4
 -2.3731482806380230E-01 a       155     0    16     1     5
  2.3858726707005024E-01 a       156     0    16     1     6
 -1.5011187470436849E-01 a       157     0    16     1     7
 -5.3585499331045172E-02 a       158     0    16     1     8
 -2.9912211378542319E-01 a       159     0    16     1     9
 -8.7792135008933611E-02 a       160     0    16     1    10
 -1.3090124733450811E-01 a       161     0    17     1     1
  4.8890296096164534E-02 a       162     0    17     1     2
  6.0526546474637330E-02 a       163     0    17     1     3
 -3.4838823442280265E-01 a       164     0    17     1     4
 -3.1956059208997356E-02 a       165     0    17     1     5
 -3.2592248503522950E-02 a       166     0    17     1     6
  1.9220996944672459E-02 a       167     0    17     1     7
 -5.9843282625294904E-02 a       168     0    17     1     8
 -6.9291137553081306E-02 a       169     0    17     1     9
 -3.0076315630559941E-01 a       170     0    17     1    10
  5.8101943049752747E-02 a       171     0    18     1     1
  3.6676819314876702E-01 a       172     0    18     1     2
 -3.3887528997492461E-01 a       173     0    18     1     3
 -1.6430255171767272E-01 a       174     0    18     1     4
 -1.1786764169831640E-01 a       175     0    18     1     5
  2.4563140200244912E-01 a       176     0    18     1     6
  1.4345211253495163E-01 a       177     0    18     1     7
  2.7818828444318744E-01 a       178     0    18     1     8
  1.3558715119053358E-01 a       179     0    18     1     9
 -5.8621976405987583E-02 a       180     0    18     1    10
 -3.7394851457455530E-01 a       181     0    19     1     1
  8.5645844212493633E-02 a       182     0    19     1     2
 -3.3208983857461799E-01 a       183     0    19     1     3
  2.3016684841431376E-01 a       184     0    19     1     4
 -2.4172890286816967E-01 a       185     0    19     1     5
  4.4999589136243565E-02 a       186     0    19     1     6
 -1.2863154981476696E-01 a       187     0    19     1     7
 -3.9496207604047928E-02 a       188     0    19     1     8
  2.4855601706561212E-01 a       189     0    19     1     9
  9.1319432169649509E-02 a       190     0    19     1    10
 -3.2054539546309252E-01 a       191     0    20     1     1
  3.8234671160497397E-01 a       192     0    20     1     2
 -2.1101802098344388E-01 a       193     0    20     1     3
 -3.6852427524171777E-01 a       194     0    20     1     4
  3.4979227560982978E-01 a       195     0    20     1     5
  3.3650860590150017E-02 a       196     0    20     1     6
  1.1036020335394099E-01 a       197     0    20     1     7
  2.8264452071200119E-01 a       198     0    20     1     8
 -2.7813668815715525E-01 a       199     0    20     1     9
  2.0695853073915857E-01 a       200     0    20     1    10
 -2.5951683487555810E-01 a       201     0    21     1     1
  2.9011708386608037E-01 a       202     0    21     1     2
 -2.5882232895922136E-01 a       203     0    21     1     3
  3.3179078235247145E-01 a       204     0    21     1     4
 -3.6049321820088559E-01 a       205     0    21     1     5
  1.1949271900753713E-01 a       206     0    21     1     6
 -1.8190391019921162E-01 a       207     0    21     1     7
 -2.2253395872892207E-01 a       208     0    21     1     8
 -1.3643848157242540E-02 a       209     0    21     1     9
  1.1256247895096451E-01 a       210     0    21     1    10
  6.9100688684223754E-02 a       211     0    22     1     1
  3.5227148805058500E-01 a       212     0    22     1     2
  1.8086245937909123E-01 a       213     0    22     1     3
 -3.0912265578146136E-02 a       214     0    22     1     4
  3.5387365648530128E-01 a       215     0    22     1     5
 -2.5986298553089565E-01 a       216     0    22     1     6
 -2.1705135613790982E-01 a       217     0    22     1     7
  2.5358049344306022E-01 a       218     0    22     1     8
  3.1775660804362377E-01 a       219     0    22     1     9
  7.4101955384448942E-02 a       220     0    22     1    10
 -3.6975746789299585E-01 a       221     0    23     1     1
  2.3640372353150693E-01 a       222     0    23     1     2
  1.2234219387133435E-01 a       223     0    23     1     3
 -1.5464851169791943E-01 a       224     0    23     1     4
 -7.6080583842531788E-02 a       225     0    23     1     5
 -7.6169812884543026E-02 a       226     0    23     1     6
  1.9433091900292684E-01 a       227     0    23     1     7
  1.3187491344911634E-01 a       228     0    23     1     8
  3.6515583566128967E-01 a       229     0    23     1     9
 -3.6471418342870970E-01 a       230     0    23     1    10
  2.6753667476227699E-01 a       231     0    24     1     1
  2.2574216254669707E-01 a       232     0    24     1     2
  1.5360895280641412E-01 a       233     0    24     1     3
 -3.4026667258695675E-01 a       234     0    24     1     4
 -1.6802405463705011E-01 a       235     0    24     1     5
 -7.2520129764420280E-02 a       236     0    24     1     6
  1.0690123100911571E-01 a       237     0    24     1     7
 -8.6439365478224728E-02 a       238     0    24     1     8
  1.8199105510451319E-01 a       239     0    24     1     9
  1.0600840028374835E-01 a       240     0    24     1    10
  2.6691850656492078E-01 a       241     0    25     1     1
  2.3392574813568623E-01 a       242     0    25     1     2
 -5.4145292973942346E-03 a       243     0    25     1     3
  1.0788090992185048E-01 a       244     0    25     1     4
  2.0110642763986428E-01 a       245     0    25     1     5
  2.6423205140228589E-01 a       246     0    25     1     6
 -6.1198412935423399E-02 a       247     0    25     1     7
 -5.0051027312601915E-02 a       248     0    25     1     8
 -5.4755491331471742E-02 a       249     0    25     1     9
 -2.9053356705629496E-01 a       250     0    25     1    10
  2.9091493229081611E-01 a       251     0    26     1     1
  6.3173581056276309E-02 a       252     0    26     1     2
  1.2849206530761906E-01 a       253     0    26     1     3
 -2.6238857033225121E-01 a       254     0    26     1     4
 -3.2458348524788605E-01 a       255     0    26     1     5
  2.5488753128972569E-01 a       256     0    26     1     6
 -1.0563023863181947E-01 a       257     0    26     1     7
 -3.0320427895876378E-01 a       258     0    26     1     8
 -2.5497205648431343E-01 a       259     0    26     1     9
 -2.7664643146665369E-01 a       260     0    26     1    10
  8.1911930699152730E-02 a       261     0    27     1     1
  1.4858689127461841E-01 a       262     0    27     1     2
 -1.6413680173728534E-01 a       263     0    27     1     3
 -2.5367495603943724E-01 a       264     0    27     1     4
 -1.2567393812503130E-01 a       265     0    27     1     5
  1.2774412092783938E-01 a       266     0    27     1     6
 -3.6679639968356081E-01 a       267     0    27     1     7
 -3.1332467278730680E-01 a       268     0    27     1     8
 -2.7933134245729885E-01 a       269     0    27     1     9
 -1.5157276955564489E-01 a       270     0    27     1    10
 -2.0787745285638359E-01 a       271     0    28     1     1
  1.7884597588687819E-03 a       272     0    28     1     2
  2.4160273931719786E-01 a       273     0    28     1     3
 -2.8328612825680211E-01 a       274     0    28     1     4
 -2.5672749540907047E-01 a       275     0    28     1     5
  1.6861951913396334E-01 a       276     0    28     1     6
  1.1533808981531478E-01 a       277     0    28     1     7
  2.1732000387569391E-02 a       278     0    28     1     8
  3.3093933102997125E-01 a       279     0    28     1     9
  7.1963612897785537E-02 a       280     0    28     1    10
  1.7389447123537755E-01 a       281     0    29     1     1
 -3.4371012834445280E-01 a       282     0    29     1     2
 -2.2022429833654994E-01 a       283     0    29     1     3
 -3.6182699660289308E-01 a       284     0    29     1     4
  3.0146434163394759E-01 a       285     0    29     1     5
 -2.7771715039265032E-01 a       286     0    29     1     6
  1.2408021060675967E-01 a       287     0    29     1     7
 -1.0707743028680100E-01 a       288     0    29     1     8
  8.4418639951532551E-02 a       289     0    29     1     9
 -2.7928437206725493E-01 a       290     0    29     1    10
  3.8683108794866544E-01 a       291     0    30     1     1
 -2.0582527727086009E-01 a       292     0    30     1     2
 -3.4086280224192811E-01 a       293     0    30     1     3
  8.0030552998373874E-02 a       294     0    30     1     4
 -2.5401488254563433E-02 a       295     0    30     1     5
 -2.9520163536452232E-01 a       296     0    30     1     6
  2.0728021101419261E-01 a       297     0    30     1     7
 -3.0599415171073102E-01 a       298     0    30     1     8
 -3.6384557955967789E-01 a       299     0    30     1     9
  3.9289632982878735E-02 a       300     0    30     1    10
 -5.5108846965254499E-03 b       301     1     1
  2.5372316567822380E-03 b       302     1     2
 -7.4885980910589664E-02 b       303     1     3
 -3.8229415063603556E-02 b       304     1     4
 -4.6533463284393888E-02 b       305     1     5
  5.0885094022607488E-03 b       306     1     6
  2.2921897492553241E-02 b       307     1     7
 -1.0622188091521141E-02 b       308     1     8
  3.9476232544174851E-02 b       309     1     9
  4.3295808044879737E-02 b       310     1    10
  1.8834745924929430E-01 a       311     1     1     2     1
 -2.7930698675039778E-01 a       312     1     1     2     2
  4.1581699178735354E-01 a       313     1     1     2     3
 -8.4619360912881997E-02 a       314     1     1     2     4
 -2.0380325191027637E-01 a       315     1     1     2     5
 -5.2822486985331807E-01 a       316     1     1     2     6
 -2.8978005775380747E-02 a       317     1     1     2     7
  3.7251076642013303E-01 a       318     1     1     2     8
  4.7295134895842106E-01 a       319     1     1     2     9
 -1.9968582306400906E-01 a       320     1     1     2    10
 -5.3623490631194826E-01 a       321     1     2     2     1
  3.6391379471814389E-01 a       322     1     2     2     2
 -1.0607610511483918E-01 a       323     1     2     2     3
  5.0394711605295306E-01 a       324     1     2     2     4
 -3.2238282981832200E-01 a       325     1     2     2     5
 -2.4418495315103109E-01 a       326     1     2     2     6
 -6.6637544043789812E-02 a       327     1     2     2     7
 -3.6649071685563261E-01 a       328     1     2     2     8
  2.9862703276960290E-01 a       329     1     2     2     9
 -2.1606429170286909E-01 a       330     1     2     2    10
 -5.0268782814028401E-01 a       331     1     3     2     1
 -2.7468427228445830E-01 a       332     1     3     2     2
 -3.6472332629991069E-02 a       333     1     3     2     3
 -4.5636709122804264E-01 a       334     1     3     2     4
 -4.7986289556564860E-01 a       335     1     3     2     5
  2.5129985302319441E-01 a       336     1     3     2     6
  3.3323274427999033E-01 a       337     1     3     2     7
 -4.9811940640714009E-01 a       338     1     3     2     8
  3.3182664696109615E-01 a       339     1     3     2     9
  4.4204106099589607E-01 a       340     1     3     2    10
  3.1802373858130534E-01 a       341     1     4     2     1
 -4.1052280183219569E-01 a       342     1     4     2     2
 -2.3460752767322418E-01 a       343     1     4     2     3
 -5.0768314660499969E-01 a       344     1     4     2     4
 -3.7837825791468499E-01 a       345     1     4     2     5
  5.0027110278518938E-01 a       346     1     4     2     6
  5.3738365467457228E-01 a       347     1     4     2     7
  2.9053165448380913E-01 a       348     1     4     2     8
  2.6310810769815594E-02 a       349     1     4     2     9
  1.9865617491317700E-01 a       350     1     4     2    10
  4.1748739270780783E-01 a       351     1     5     2     1
  3.4651513015045476E-01 a       352     1     5     2     2
  9.5346399767485684E-02 a       353     1     5     2     3
 -4.9918005822352624E-01 a       354     1     5     2     4
 -2.0203982752037691E-01 a       355     1     5     2     5
 -3.2272766891967708E-01 a       356     1     5     2     6
  1.7549145649089579E-02 a       357     1     5     2     7
 -2.4337718496460634E-01 a       358     1     5     2     8
  2.4343126213535610E-01 a       359     1     5     2     9
 -2.4254878716647055E-01 a       360     1     5     2    10
  1.9238016042969960E-01 a       361     1     6     2     1
 -3.1537199544864530E-01 a       362     1     6     2     2
  3.3027228867282271E-01 a       363     1     6     2     3
  1.0068057145874562E-01 a       364     1     6     2     4
 -4.9415552815818292E-01 a       365     1     6     2     5
  4.3412322596692188E-01 a       366     1     6     2     6
  7.2445808554046254E-02 a       367     1     6     2     7
  5.5538002399360700E-02 a       368     1     6     2     8
  4.0834741339897634E-01 a       369     1     6     2     9
 -5.4720805369108794E-01 a       370     1     6     2    10
  4.7720091377100154E-01 a       371     1     7     2     1
 -1.2805917661798116E-01 a       372     1     7     2     2
  2.1807721085658965E-01 a       373     1     7     2     3
 -4.4375761667515246E-01 a       374     1     7     2     4
 -4.6399130904295771E-01 a       375     1     7     2     5
 -5.6983457947334518E-02 a       376     1     7     2     6
 -1.5578796192283914E-01 a       377     1     7     2     7
  2.9803392650008043E-01 a       378     1     7     2     8
 -3.4498220236800847E-01 a       379     1     7     2     9
 -5.3948745745542037E-01 a       380     1     7     2    10
 -2.3471541262536239E-01 a       381     1     8     2     1
  2.4577371030694506E-01 a       382     1     8     2     2
 -7.1796540877748380E-02 a       383     1     8     2     3
  8.7605082102743773E-02 a       384     1     8     2     4
 -5.2441459605520613E-01 a       385     1     8     2     5
 -5.0228338691136254E-01 a       386     1     8     2     6
 -4.2196454281894064E-01 a       387     1     8     2     7
  3.9380326371948278E-02 a       388     1     8     2     8
  4.7947499863964049E-01 a       389     1     8     2     9
  1.4010321638194279E-01 a       390     1     8     2    10
 -3.5787752566188480E-01 a       391     1     9     2     1
  1.1517070567300414E-01 a       392     1     9     2     2
 -1.0768638932126359E-01 a       393     1     9     2     3
  1.0677456695324822E-01 a       394     1     9     2     4
 -3.5098340016988977E-01 a       395     1     9     2     5
  3.7482717344109850E-01 a       396     1     9     2     6
 -3.2864822459339321E-01 a       397     1     9     2     7
 -8.3630477827473571E-02 a       398     1     9     2     8
 -2.4387048049180321E-01 a       399     1     9     2     9
  5.5856644683727488E-02 a       400     1     9     2    10
 -4.6577401518112233E-01 a       401     1    10     2     1
 -1.0833749526289901E-01 a       402     1    10     2     2
 -3.2900419742084586E-01 a       403     1    10     2     3
  4.7381925506349815E-01 a       404     1    10     2     4
 -4.8290519213878185E-03 a       405     1    10     2     5
 -3.3321514486914344E-01 a       406     1    10     2     6
  5.2545984952534361E-02 a       407     1    10     2     7
  2.2277063432998737E-01 a       408     1    10     2     8
 -3.5030272956271330E-01 a       409     1    10     2     9
  1.2149966332321803E-01 a       410     1    10     2    10
 -1.0762167640632432E-02 b       411     2     1
  9.6704098845375244E-03 b       412     2     2
  2.2964776337944821E-02 b       413     2     3
  4.2550270791710726E-02 b       414     2     4
 -2.4982131433825879E-03 b       415     2     5
  1.0927613970172889E-02 b       416     2     6
 -2.9177337581723542E-02 b       417     2     7
  3.8375874999155603E-02 b       418     2     8
 -4.5947217489111181E-02 b       419     2     9
 -1.9140515182064988E-02 b       420     2    10
  2.0674291596947023E-01 a       421     2     1     3     1
 -2.1484395801640963E-01 a       422     2     2     3     1
 -4.2058161506214142E-01 a       423     2     3     3     1
 -6.3059126629318407E-01 a       424     2     4     3     1
  4.5522552838557342E-02 a       425     2     5     3     1
 -1.6838662702227758E-01 a       426     2     6     3     1
  6.4296012463393248E-01 a       427     2     7     3     1
 -7.9277261500253593E-01 a       428     2     8     3     1
  9.5810621414037334E-01 a       429     2     9     3     1
  4.4656766932545150E-01 a       430     2    10     3     1
 -4.3957229127301385E-02 b       431     3     1
