################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -1.11966118E+00
         0          0  -1.06559112E-01  -8.87988120E-01
         0          0  -1.04571589E+00  -6.99400473E-01
         0          1   1.68759484E-01   1.01463421E+00
         0          1  -1.93233205E-02   8.26012590E-01
         0          1   1.88748617E-01   3.03322207E-01
         0          2   3.57935427E-03  -1.69877004E-01
         0          2   8.26060351E-02   7.91711944E-02
         0          2   8.75182323E-01   6.73863081E-01
         0          3  -8.63116931E-03  -1.63654143E-01
         0          3  -2.67136196E-01  -3.93637053E-01
         0          3   1.00657214E+00  -1.28954603E+00
         0          4  -5.73512186E-02   9.07130136E-02
         0          4   1.04245709E-01  -3.79761163E-01
         0          4  -6.87032612E-01   4.31322009E-01
         0          5   1.04186162E-01   3.88983835E-03
         0          5   2.34316489E-01   6.64583729E-01
         0          5  -2.30530924E-01   6.64971182E-01
         0          6   3.79979304E-01   3.29409912E-01
         0          6   5.98186737E-01   2.15533591E-01
         0          6   1.31119534E+00   1.56019202E+00
         0          7  -3.10105930E-01  -4.82798411E-01
         0          7  -9.30168885E-01  -8.07243400E-01
         0          7  -1.13546207E+00  -1.24386783E+00
         0          8  -2.50207791E-01  -1.99940931E-01
         0          8   2.64557746E-01   4.52633071E-01
         0          8  -1.20270301E-01  -2.00817203E-01
         0          9  -9.11696033E-01  -1.05522417E+00
         0          9  -4.76464298E-01   5.87022422E-01
         0          9   4.57358917E-01   6.07693044E-01
         0         10   8.29600667E-02   7.26747684E-01
         0         10  -4.41224310E-01  -7.34644872E-01
         0         10  -3.61242749E-01  -5.05372792E-01
         0         11   7.93115124E-01   4.30846069E-01
         0         11   8.26803940E-01  -7.68647516E-02
         0         11  -2.24408348E-01  -1.96712444E-01
         0         12  -2.03032787E-01  -1.00167839E-01
         0         12  -6.82847702E-02  -1.28880576E+00
         0         12   2.04182857E-01  -2.47597588E-01
         0         13  -6.39323143E-02   3.42307653E-01
         0         13   3.82719322E-01   7.21631757E-01
         0         13  -1.03644711E-01  -8.21091039E-02
         0         14   5.46733767E-01   1.38675658E-01
         0         14  -2.49195717E-01   7.12256717E-01
         0         14  -1.69147996E-01   2.61513046E-01
         0         15   2.00219250E-01   9.65390561E-01
         0         15   9.24557688E-01   7.60112934E-01
         0         15  -1.99195445E-01  -7.16983222E-02
         0         16  -4.82157456E-01  -9.31537046E-01
         0         16  -9.85816292E-01  -1.28251493E+00
         0         16  -4.95453386E-02  -4.65094423E-02
         0         17   2.51913209E-01  -1.09754388E-01
         0         17   1.44941639E-01   4.09424095E-01
         0         17  -1.75134146E-02  -7.98361811E-02
         0         18  -4.47240905E-03   1.35889567E-01
         0         18   3.08804713E-01   3.30003721E-01
         0         18   2.43950131E-01  -2.05077710E-01
         0         19   5.25249647E-03   2.01841589E-02
         0         19  -4.17084000E-01  -2.32586760E-01
         0         19  -5.13728396E-02   3.19950126E-01
         0         20  -8.59216868E-02   4.20257261E-02
         0         20  -8.65377026E-03  -3.17349802E-01
         0         20  -2.92361836E-01   5.50088605E-02
         0         21   2.43742688E-01  -2.61887134E-01
         0         21  -1.06618551E+00  -1.86790359E+00
         0         21  -1.96662795E-01  -5.03458679E-01
         0         22  -1.18448747E+00  -9.83204210E-01
         0         22   9.76316947E-01   9.64759171E-01
         0         22   2.66869916E-01   3.49931351E-01
         0         23   7.37113836E-01   9.61652266E-01
         0         23   2.22472661E-01   2.92620916E-01
         0         23   1.69971567E-01   2.14056713E-01
         0         24  -5.55374238E-01  -9.79142874E-01
         0         24  -4.35785328E-01   1.64276328E-01
         0         24   9.92227003E-01   3.24408380E-01
         0         25   7.50525646E-01   1.12700641E+00
         0         25   5.51717405E-02   2.99977976E-01
         0         25  -3.10525785E-01  -9.40653881E-01
         0         26  -1.19521406E-01   9.96618262E-02
         0         26   2.29502712E-01  -3.55932078E-01
         0         26  -6.21854033E-01   4.31772608E-01
         0         27  -9.48354239E-02   6.67916981E-01
         0         27   9.76971217E-01   2.25983906E-01
         0         27   1.99713810E-01   2.32677512E-01
         0         28  -5.22154289E-01  -5.06938651E-01
         0         28  -2.13447712E-01  -2.62233811E-01
         0         28  -9.69547199E-02  -8.08165274E-02
         0         29   7.70767947E-01  -4.98859751E-01
         0         29  -8.33187493E-01  -2.30239186E-01
         0         29   1.79029726E-01  -7.04349777E-02
         0         30   3.91199532E-02   9.71780697E-02
         0         30  -3.05937270E-01   2.97172122E-01
         0         30   3.46508465E-01   1.42667614E+00
         0         31   1.61595247E-01   7.60745029E-01
         0         31   8.39077747E-03  -2.15403644E-01
         0         31   1.89524969E-01  -6.11686599E-02
         0         32  -1.56876842E-01  -3.58433977E-01
         0         32   3.42670377E-01   2.55986336E-01
         0         32  -6.27213408E-01  -1.59633774E+00
         0         33   2.03952948E+00   1.29148827E+00
         0         33  -2.56891879E-01   4.78823180E-01
         0         33   6.99825530E-01   7.90464351E-01
         0         34  -1.23690503E+00  -8.76638468E-01
         0         34   7.30903881E-01   4.34689958E-01
         0         34   9.92709990E-02  -2.68512173E-01
         0         35  -7.16224065E-01  -4.10174735E-01
         0         35  -7.31792752E-01  -5.93623679E-01
         0         35  -7.25021584E-01  -5.08327635E-01
         0         36  -1.19733220E-01  -3.59636629E-02
         0         36  -4.63616315E-01  -1.39948006E+00
         0         36   6.56511776E-01   1.21207560E+00
         0         37  -2.37588209E-02  -6.57472708E-01
         0         37   6.80363093E-03   8.41563616E-01
         0         37  -1.12618033E-01   1.88551935E-01
         0         38   7.89274981E-02   1.57575066E-01
         0         38   6.08349279E-01   1.20943671E+00
         0         38  -5.06348609E-01  -1.29900338E+00
         0         39  -4.07467467E-01   3.74105226E-01
         0         39  -3.53461225E-01  -2.81255961E-01
         0         39   6.90095320E-02  -4.16175318E-01
         0         40   1.81053202E-01  -2.36216442E-01
         0         40  -1.04594063E-01  -1.10345467E-01
         0         40  -3.17722821E-01   3.48050900E-03
         0         41   7.48580583E-02  -5.72217166E-02
         0         41   8.98240029E-01   5.24757024E-01
         0         41   1.44219156E-01   1.86360193E-01
         0         42  -7.83999062E-01  -1.33286277E+00
         0         42  -1.86083910E-01  -1.26016481E-01
         0         42   4.19152715E-01   6.92357144E-01
