################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -4.57783777E-01
         0          0  -1.06559112E-01  -4.65130908E-01
         0          0  -1.04571589E+00  -9.04528022E-01
         0          1   1.68759484E-01   2.64349764E-01
         0          1  -1.93233205E-02   1.73565662E-01
         0          1   1.88748617E-01   4.59378101E-02
         0          2   3.57935427E-03   7.72203624E-02
         0          2   8.26060351E-02   2.24079549E-01
         0          2   8.75182323E-01   9.94697803E-01
         0          3  -8.63116931E-03   2.56710176E-02
         0          3  -2.67136196E-01   1.02833051E-01
         0          3   1.00657214E+00   1.03367752E-01
         0          4  -5.73512186E-02  -1.54515454E-01
         0          4   1.04245709E-01   2.21356255E-01
         0          4  -6.87032612E-01  -2.93257678E-01
         0          5   1.04186162E-01   1.29179176E-01
         0          5   2.34316489E-01  -1.24652804E-01
         0          5  -2.30530924E-01   9.70616861E-02
         0          6   3.79979304E-01   1.95949203E-01
         0          6   5.98186737E-01  -7.23753869E-01
         0          6   1.31119534E+00   1.42927815E+00
         0          7  -3.10105930E-01  -9.47162528E-02
         0          7  -9.30168885E-01  -3.22873605E-01
         0          7  -1.13546207E+00  -2.18012710E-01
         0          8  -2.50207791E-01  -4.84960099E-01
         0          8   2.64557746E-01   9.37609075E-01
         0          8  -1.20270301E-01  -1.05013459E+00
         0          9  -9.11696033E-01  -2.06277954E+00
         0          9  -4.76464298E-01  -1.63130853E-02
         0          9   4.57358917E-01   9.03046487E-01
         0         10   8.29600667E-02   1.46442229E+00
         0         10  -4.41224310E-01  -7.91861287E-01
         0         10  -3.61242749E-01  -8.29933064E-01
         0         11   7.93115124E-01   6.52487833E-01
         0         11   8.26803940E-01   7.68705885E-01
         0         11  -2.24408348E-01   7.55213152E-02
         0         12  -2.03032787E-01  -1.44108048E-01
         0         12  -6.82847702E-02  -4.57582702E-02
         0         12   2.04182857E-01   6.10731666E-02
         0         13  -6.39323143E-02  -7.97810819E-02
         0         13   3.82719322E-01   4.36669352E-01
         0         13  -1.03644711E-01   1.05214049E-01
