################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -2.26124181E-02
         0          0  -1.06559112E-01  -1.02185675E-01
         0          0  -1.04571589E+00  -2.50494177E+00
         0          1   1.68759484E-01  -2.69108507E-01
         0          1  -1.93233205E-02  -1.82539176E-01
         0          1   1.88748617E-01   7.90981452E-02
         0          2   3.57935427E-03   1.47856747E-01
         0          2   8.26060351E-02   4.26688710E-01
         0          2   8.75182323E-01   2.31076701E+00
         0          3  -8.63116931E-03  -2.59539311E-02
         0          3  -2.67136196E-01  -1.89986027E+00
         0          3   1.00657214E+00  -1.47868105E+00
         0          4  -5.73512186E-02   5.03513072E-02
         0          4   1.04245709E-01  -3.07571289E-01
         0          4  -6.87032612E-01   2.69071630E-01
         0          5   1.04186162E-01  -7.23704255E-02
         0          5   2.34316489E-01   2.07721753E+00
         0          5  -2.30530924E-01   1.40984949E+00
         0          6   3.79979304E-01   4.76773371E-01
         0          6   5.98186737E-01   8.91750089E-02
         0          6   1.31119534E+00   1.13682754E+00
         0          7  -3.10105930E-01  -3.08296461E-01
         0          7  -9.30168885E-01  -4.42383632E-01
         0          7  -1.13546207E+00  -6.92704312E-01
         0          8  -2.50207791E-01  -1.71372778E-01
         0          8   2.64557746E-01   5.34957368E-01
         0          8  -1.20270301E-01  -4.06572519E-01
         0          9  -9.11696033E-01  -1.15161526E+00
         0          9  -4.76464298E-01   5.76241302E-01
         0          9   4.57358917E-01   7.17651643E-01
         0         10   8.29600667E-02   3.98954908E-01
         0         10  -4.41224310E-01  -6.47072689E-01
         0         10  -3.61242749E-01  -5.87573136E-01
         0         11   7.93115124E-01   5.38840255E-01
         0         11   8.26803940E-01   2.46469652E-01
         0         11  -2.24408348E-01  -1.34762371E-01
         0         12  -2.03032787E-01  -6.37713722E-01
         0         12  -6.82847702E-02  -4.04811775E-01
         0         12   2.04182857E-01   5.02273682E-01
         0         13  -6.39323143E-02   5.15380333E-01
         0         13   3.82719322E-01   5.32938115E-01
         0         13  -1.03644711E-01  -3.20701255E-01
         0         14   5.46733767E-01   2.25322984E-01
         0         14  -2.49195717E-01   6.93845812E-02
         0         14  -1.69147996E-01  -6.66817689E-02
         0         15   2.00219250E-01   2.26979695E+00
         0         15   9.24557688E-01   3.06049130E+00
         0         15  -1.99195445E-01  -1.56981759E-01
         0         16  -4.82157456E-01  -2.19265443E+00
         0         16  -9.85816292E-01  -2.58864953E+00
         0         16  -4.95453386E-02  -3.01979250E-02
         0         17   2.51913209E-01  -1.50313529E-01
         0         17   1.44941639E-01  -3.29547516E-02
         0         17  -1.75134146E-02  -3.31927398E-02
         0         18  -4.47240905E-03  -2.30067586E-01
         0         18   3.08804713E-01   2.05250915E-02
         0         18   2.43950131E-01  -5.77997233E-01
         0         19   5.25249647E-03   2.33601863E-01
         0         19  -4.17084000E-01   8.62837366E-02
         0         19  -5.13728396E-02   4.89311017E-01
         0         20  -8.59216868E-02   8.17199191E-02
         0         20  -8.65377026E-03  -8.88497140E-02
         0         20  -2.92361836E-01   1.23381872E-01
         0         21   2.43742688E-01  -2.14496343E+00
         0         21  -1.06618551E+00  -1.11545171E+00
         0         21  -1.96662795E-01  -3.29707885E-01
         0         22  -1.18448747E+00  -2.21241082E-01
         0         22   9.76316947E-01   2.83508068E-01
         0         22   2.66869916E-01   2.31923053E-01
         0         23   7.37113836E-01   1.93529012E+00
         0         23   2.22472661E-01   7.30144908E-01
         0         23   1.69971567E-01   5.31071006E-01
         0         24  -5.55374238E-01   2.41420573E-01
         0         24  -4.35785328E-01  -1.07879833E+00
         0         24   9.92227003E-01   1.11074986E+00
         0         25   7.50525646E-01   1.12898710E-01
         0         25   5.51717405E-02   4.32380937E-02
         0         25  -3.10525785E-01  -1.30708308E-01
         0         26  -1.19521406E-01  -2.39776093E-01
         0         26   2.29502712E-01   4.79562318E-01
         0         26  -6.21854033E-01  -9.89544031E-01
         0         27  -9.48354239E-02  -1.79816423E-01
         0         27   9.76971217E-01   1.56260683E-01
         0         27   1.99713810E-01  -7.25308356E-02
         0         28  -5.22154289E-01  -7.60615437E-02
         0         28  -2.13447712E-01   6.61300495E-02
         0         28  -9.69547199E-02  -8.75420963E-03
         0         29   7.70767947E-01   2.29173254E-01
         0         29  -8.33187493E-01  -2.08329635E-01
         0         29   1.79029726E-01   3.64507959E-02
