################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -6.10021693E-01
         0          0  -1.06559112E-01  -4.11524907E-01
         0          0  -1.04571589E+00  -1.02247744E+00
         0          1   1.68759484E-01   2.76084994E-01
         0          1  -1.93233205E-02   1.97597822E-01
         0          1   1.88748617E-01   8.45155594E-03
         0          2   3.57935427E-03   8.99027049E-02
         0          2   8.26060351E-02   2.53420063E-01
         0          2   8.75182323E-01   1.17032631E+00
         0          3  -8.63116931E-03   2.61087157E-01
         0          3  -2.67136196E-01  -1.93089417E-01
         0          3   1.00657214E+00   2.73223956E-01
         0          4  -5.73512186E-02  -1.12697129E-01
         0          4   1.04245709E-01   2.50517638E-01
         0          4  -6.87032612E-01  -2.30862366E-01
         0          5   1.04186162E-01  -1.35149311E-02
         0          5   2.34316489E-01   1.31664180E-01
         0          5  -2.30530924E-01   1.34823701E-01
         0          6   3.79979304E-01   4.53803868E-01
         0          6   5.98186737E-01  -5.02944334E-01
         0          6   1.31119534E+00   1.16477718E+00
         0          7  -3.10105930E-01  -9.93671405E-02
         0          7  -9.30168885E-01  -2.50745832E-01
         0          7  -1.13546207E+00  -2.75052458E-01
         0          8  -2.50207791E-01  -4.04736146E-01
         0          8   2.64557746E-01   8.18736791E-01
         0          8  -1.20270301E-01  -8.55360325E-01
         0          9  -9.11696033E-01  -1.79428984E+00
         0          9  -4.76464298E-01  -2.70676547E-01
         0          9   4.57358917E-01   6.86508883E-01
         0         10   8.29600667E-02   7.94064366E-01
         0         10  -4.41224310E-01  -6.26223292E-01
         0         10  -3.61242749E-01  -6.66558572E-01
         0         11   7.93115124E-01   8.23876688E-01
         0         11   8.26803940E-01   7.71957791E-01
         0         11  -2.24408348E-01   9.43334276E-02
         0         12  -2.03032787E-01   1.97361372E-01
         0         12  -6.82847702E-02  -7.53959482E-01
         0         12   2.04182857E-01  -5.19258375E-01
         0         13  -6.39323143E-02  -5.31925279E-01
         0         13   3.82719322E-01   4.40668202E-01
         0         13  -1.03644711E-01   4.03319686E-01
         0         14   5.46733767E-01   5.49285538E-01
         0         14  -2.49195717E-01   5.07859760E-01
         0         14  -1.69147996E-01  -3.70807490E-02
         0         15   2.00219250E-01   6.80236795E-01
         0         15   9.24557688E-01   2.00462593E-01
         0         15  -1.99195445E-01   4.29825621E-02
         0         16  -4.82157456E-01  -6.80321503E-01
         0         16  -9.85816292E-01  -1.20848118E+00
         0         16  -4.95453386E-02   6.89315033E-02
         0         17   2.51913209E-01  -1.94458609E-01
         0         17   1.44941639E-01   9.14927224E-01
         0         17  -1.75134146E-02  -2.27376786E-01
         0         18  -4.47240905E-03   5.91076020E-02
         0         18   3.08804713E-01  -7.41406464E-01
         0         18   2.43950131E-01  -4.20181403E-01
         0         19   5.25249647E-03   1.59724931E-01
         0         19  -4.17084000E-01   3.77089169E-01
         0         19  -5.13728396E-02   1.12604187E+00
         0         20  -8.59216868E-02  -1.18659472E-01
         0         20  -8.65377026E-03   4.50300060E-01
         0         20  -2.92361836E-01  -5.87938656E-01
         0         21   2.43742688E-01   1.18367662E+00
         0         21  -1.06618551E+00  -9.35724126E-01
         0         21  -1.96662795E-01  -2.54033192E-01
         0         22  -1.18448747E+00  -1.95204141E+00
         0         22   9.76316947E-01   1.45642472E+00
         0         22   2.66869916E-01   5.13986771E-01
         0         23   7.37113836E-01   6.75913689E-01
         0         23   2.22472661E-01  -8.80303227E-02
         0         23   1.69971567E-01   3.80724301E-02
         0         24  -5.55374238E-01  -7.28483146E-01
         0         24  -4.35785328E-01   9.63344748E-02
         0         24   9.92227003E-01   6.50729793E-01
         0         25   7.50525646E-01   8.73801943E-01
         0         25   5.51717405E-02  -3.25014197E-02
         0         25  -3.10525785E-01  -5.52820251E-01
         0         26  -1.19521406E-01   1.50226056E-01
         0         26   2.29502712E-01  -1.60374698E-01
         0         26  -6.21854033E-01  -7.07832485E-04
         0         27  -9.48354239E-02  -3.25712262E-01
         0         27   9.76971217E-01   5.68116281E-01
         0         27   1.99713810E-01   1.29197432E-01
         0         28  -5.22154289E-01  -3.18298941E-01
         0         28  -2.13447712E-01   7.20391260E-02
         0         28  -9.69547199E-02   3.10537601E-02
         0         29   7.70767947E-01   5.06386168E-01
         0         29  -8.33187493E-01  -6.36451366E-01
         0         29   1.79029726E-01   4.23656436E-02
         0         30   3.91199532E-02   4.22744506E-02
         0         30  -3.05937270E-01  -2.74956383E-03
         0         30   3.46508465E-01   7.75958640E-01
         0         31   1.61595247E-01   6.06870304E-01
         0         31   8.39077747E-03  -2.52157182E-01
         0         31   1.89524969E-01   1.81898233E-01
         0         32  -1.56876842E-01  -5.53745886E-01
         0         32   3.42670377E-01   1.50849167E-01
         0         32  -6.27213408E-01  -1.13409797E+00
         0         33   2.03952948E+00   1.08979439E+00
         0         33  -2.56891879E-01   8.05770177E-01
         0         33   6.99825530E-01   8.98944921E-01
         0         34  -1.23690503E+00   1.54189295E-01
         0         34   7.30903881E-01   2.41536280E-01
         0         34   9.92709990E-02   1.56422948E-01
         0         35  -7.16224065E-01  -1.24653422E+00
         0         35  -7.31792752E-01  -1.13360216E+00
         0         35  -7.25021584E-01  -9.66967512E-01
         0         36  -1.19733220E-01   5.80614508E-01
         0         36  -4.63616315E-01  -1.38365805E+00
         0         36   6.56511776E-01   1.06028704E+00
         0         37  -2.37588209E-02  -7.32323661E-01
         0         37   6.80363093E-03   5.75309460E-01
         0         37  -1.12618033E-01   1.62683214E-01
         0         38   7.89274981E-02   3.64110325E-02
         0         38   6.08349279E-01   1.22230582E+00
         0         38  -5.06348609E-01  -1.11837592E+00
         0         39  -4.07467467E-01   3.38714702E-01
         0         39  -3.53461225E-01  -4.64657374E-01
         0         39   6.90095320E-02  -5.57425585E-01
         0         40   1.81053202E-01  -3.81171851E-01
         0         40  -1.04594063E-01  -2.27700661E-01
         0         40  -3.17722821E-01  -3.32312243E-02
         0         41   7.48580583E-02  -1.39194623E-01
         0         41   8.98240029E-01   8.28546208E-01
         0         41   1.44219156E-01   4.47469085E-01
         0         42  -7.83999062E-01  -1.75368793E+00
         0         42  -1.86083910E-01  -9.50020755E-01
         0         42   4.19152715E-01   1.06905079E+00
         0         43   9.32464021E-01   1.71151025E+00
         0         43   2.55609565E-02   9.92181899E-01
         0         43  -3.50929845E-01  -1.04527452E+00
         0         44  -1.76736907E-01  -4.37303267E-02
         0         44  -7.50908293E-02  -1.67657119E-01
         0         44   1.82592345E-01   9.84306904E-02
         0         45  -2.08786277E-01  -5.25296582E-01
         0         45  -5.33973835E-01  -1.33191191E+00
         0         45  -4.75117393E-02   4.39677267E-01
         0         46  -1.70175798E-01  -8.38153503E-01
         0         46   1.52850363E-02   1.19280087E-02
         0         46  -3.64665204E-01  -1.09324451E+00
         0         47   4.03582271E-01   8.15354456E-01
         0         47   5.20813773E-01   1.59170617E+00
         0         47   4.15101542E-01   6.43402109E-01
         0         48   2.73544590E-01   3.57022465E-01
         0         48   4.40633585E-01   2.55485309E-01
         0         48   4.55441498E-02  -8.66887659E-01
         0         49  -4.45831353E-01  -6.27978902E-01
         0         49  -3.22202254E-01  -9.97789991E-02
         0         49   2.53812548E-01   1.01001452E+00
         0         50   6.47985468E-02   1.30762208E-02
