################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01   1.13558426E+00
         0          0  -1.06559112E-01   1.12040832E-02
         0          0  -1.04571589E+00  -1.11293483E+00
         0          1   1.68759484E-01  -5.51330331E-01
         0          1  -1.93233205E-02  -4.15338617E-01
         0          1   1.88748617E-01   1.28254805E-01
         0          2   3.57935427E-03   6.62534707E-02
         0          2   8.26060351E-02   1.03563188E-01
         0          2   8.75182323E-01   1.27466573E+00
         0          3  -8.63116931E-03  -6.21819342E-02
         0          3  -2.67136196E-01   4.16434626E-05
         0          3   1.00657214E+00   1.08607083E-01
         0          4  -5.73512186E-02  -1.06733530E-01
         0          4   1.04245709E-01   2.75846253E-01
         0          4  -6.87032612E-01  -1.44917873E-01
         0          5   1.04186162E-01  -4.00865575E-02
         0          5   2.34316489E-01  -2.38144944E-01
         0          5  -2.30530924E-01  -1.06854966E-01
         0          6   3.79979304E-01   3.08472097E-01
         0          6   5.98186737E-01  -1.21462108E-02
         0          6   1.31119534E+00   1.09132393E+00
         0          7  -3.10105930E-01  -4.54491736E-01
         0          7  -9.30168885E-01  -4.23392025E-01
         0          7  -1.13546207E+00  -1.21459863E+00
         0          8  -2.50207791E-01   6.92648204E-02
         0          8   2.64557746E-01   3.78916071E-01
         0          8  -1.20270301E-01   2.55812879E-01
         0          9  -9.11696033E-01  -1.73478844E-01
         0          9  -4.76464298E-01  -5.77021635E-01
         0          9   4.57358917E-01  -1.45996422E-01
         0         10   8.29600667E-02  -2.61673518E-01
         0         10  -4.41224310E-01   1.61749968E-02
         0         10  -3.61242749E-01   8.79480722E-02
         0         11   7.93115124E-01   5.06613465E-01
         0         11   8.26803940E-01   4.36957098E-01
         0         11  -2.24408348E-01  -6.09606409E-02
         0         12  -2.03032787E-01  -3.84573746E-01
         0         12  -6.82847702E-02   1.64960891E-01
         0         12   2.04182857E-01  -7.68435810E-02
         0         13  -6.39323143E-02  -1.79118418E-01
         0         13   3.82719322E-01   9.87909950E-02
         0         13  -1.03644711E-01   2.43085450E-01
         0         14   5.46733767E-01   3.68001502E-01
         0         14  -2.49195717E-01  -2.99137773E-01
         0         14  -1.69147996E-01  -2.17686900E-01
         0         15   2.00219250E-01   1.66281045E+00
         0         15   9.24557688E-01   1.71255723E+00
         0         15  -1.99195445E-01   3.28470824E-01
         0         16  -4.82157456E-01  -1.47103889E+00
         0         16  -9.85816292E-01  -1.51101152E+00
         0         16  -4.95453386E-02  -9.09909789E-02
         0         17   2.51913209E-01  -2.65371769E-01
         0         17   1.44941639E-01  -1.17018344E-01
         0         17  -1.75134146E-02  -3.72416209E-03
         0         18  -4.47240905E-03   1.49945193E-01
         0         18   3.08804713E-01  -3.62059985E-01
         0         18   2.43950131E-01  -6.84042942E-01
         0         19   5.25249647E-03   1.52783125E-01
         0         19  -4.17084000E-01   8.14730460E-02
         0         19  -5.13728396E-02   2.68006711E-01
         0         20  -8.59216868E-02   1.55086392E-01
         0         20  -8.65377026E-03  -5.96942967E-02
         0         20  -2.92361836E-01   3.44081603E-01
         0         21   2.43742688E-01   5.04502241E-01
         0         21  -1.06618551E+00  -5.79468093E-01
         0         21  -1.96662795E-01  -1.48258377E-01
         0         22  -1.18448747E+00  -3.09682609E-01
         0         22   9.76316947E-01   2.45933140E-01
         0         22   2.66869916E-01  -2.26281460E-02
         0         23   7.37113836E-01  -5.50991185E-02
         0         23   2.22472661E-01   4.07688368E-02
         0         23   1.69971567E-01   2.86674144E-02
         0         24  -5.55374238E-01   9.35526884E-01
         0         24  -4.35785328E-01   4.83969409E-03
         0         24   9.92227003E-01  -1.05814517E+00
         0         25   7.50525646E-01  -5.37564951E-01
         0         25   5.51717405E-02   2.25993907E-01
         0         25  -3.10525785E-01   6.03664272E-01
         0         26  -1.19521406E-01  -5.59586724E-02
         0         26   2.29502712E-01   3.41764338E-02
         0         26  -6.21854033E-01   1.13890130E-01
         0         27  -9.48354239E-02  -1.17267961E+00
         0         27   9.76971217E-01  -3.62397169E-01
         0         27   1.99713810E-01  -7.32802272E-01
         0         28  -5.22154289E-01  -6.25019577E-02
         0         28  -2.13447712E-01   2.62361019E-01
         0         28  -9.69547199E-02   3.94305227E-03
         0         29   7.70767947E-01   2.58946232E-01
         0         29  -8.33187493E-01  -2.48713315E-01
         0         29   1.79029726E-01   5.27514973E-03
         0         30   3.91199532E-02   4.69691796E-01
         0         30  -3.05937270E-01   8.72216214E-02
         0         30   3.46508465E-01   1.19031972E+00
         0         31   1.61595247E-01   1.84964076E-02
         0         31   8.39077747E-03   1.93653297E-02
         0         31   1.89524969E-01  -2.11119050E-03
         0         32  -1.56876842E-01  -4.52985843E-02
         0         32   3.42670377E-01   2.60538770E-01
         0         32  -6.27213408E-01  -8.47453903E-01
         0         33   2.03952948E+00   1.09684202E+00
         0         33  -2.56891879E-01   1.41971233E+00
         0         33   6.99825530E-01   6.02061408E-01
