################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -3.15498707E-01
         0          0  -1.06559112E-01  -7.32992694E-02
         0          0  -1.04571589E+00  -1.84437505E-02
         0          1   1.68759484E-01  -4.82427916E-02
         0          1  -1.93233205E-02  -4.03674213E-02
         0          1   1.88748617E-01   1.39749204E-01
         0          2   3.57935427E-03  -7.65883698E-02
         0          2   8.26060351E-02  -5.71517769E-02
         0          2   8.75182323E-01   7.60502114E-02
         0          3  -8.63116931E-03  -1.85430232E-03
         0          3  -2.67136196E-01  -6.28742636E-01
         0          3   1.00657214E+00  -2.10611727E-01
         0          4  -5.73512186E-02  -3.78416593E-02
         0          4   1.04245709E-01   8.05806635E-02
         0          4  -6.87032612E-01  -3.06667151E-02
         0          5   1.04186162E-01  -5.28354343E-02
         0          5   2.34316489E-01   5.12471888E-01
         0          5  -2.30530924E-01   3.54313619E-01
         0          6   3.79979304E-01   1.34128115E-02
         0          6   5.98186737E-01  -1.30259196E-01
         0          6   1.31119534E+00   1.25789136E-01
         0          7  -3.10105930E-01  -3.21031652E-02
         0          7  -9.30168885E-01   1.04551109E-02
         0          7  -1.13546207E+00  -5.88916786E-02
         0          8  -2.50207791E-01  -1.75210071E-01
         0          8   2.64557746E-01   4.89010313E-01
         0          8  -1.20270301E-01  -2.86329121E-01
         0          9  -9.11696033E-01  -1.20694169E-01
         0          9  -4.76464298E-01  -8.96655065E-01
         0          9   4.57358917E-01  -6.65672482E-01
         0         10   8.29600667E-02  -1.78880784E-01
         0         10  -4.41224310E-01  -1.11420540E-01
         0         10  -3.61242749E-01  -4.52351083E-02
         0         11   7.93115124E-01   2.07917007E-01
         0         11   8.26803940E-01   2.48537076E-02
