################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -7.29045957E-01
         0          0  -1.06559112E-01  -5.62321946E-01
         0          0  -1.04571589E+00  -2.35495039E+00
         0          1   1.68759484E-01   1.96103467E-01
         0          1  -1.93233205E-02   7.37296226E-02
         0          1   1.88748617E-01  -1.73335970E-01
         0          2   3.57935427E-03   3.06105822E-01
         0          2   8.26060351E-02   5.36393090E-01
         0          2   8.75182323E-01   2.31430019E+00
         0          3  -8.63116931E-03   4.81815565E-01
         0          3  -2.67136196E-01  -1.37486773E+00
         0          3   1.00657214E+00  -4.02232029E-02
         0          4  -5.73512186E-02  -2.42002156E-02
         0          4   1.04245709E-01   7.16167535E-02
         0          4  -6.87032612E-01  -6.31826834E-02
         0          5   1.04186162E-01  -1.27911628E-01
         0          5   2.34316489E-01   1.30882059E+00
         0          5  -2.30530924E-01   7.39035093E-01
         0          6   3.79979304E-01   3.73377878E-01
         0          6   5.98186737E-01   1.67890561E-01
         0          6   1.31119534E+00   7.44801583E-01
         0          7  -3.10105930E-01  -1.10950412E-01
         0          7  -9.30168885E-01  -3.41685746E-01
         0          7  -1.13546207E+00  -2.73334199E-01
         0          8  -2.50207791E-01  -2.45431428E-01
         0          8   2.64557746E-01   3.75466915E-01
         0          8  -1.20270301E-01  -5.76280551E-01
         0          9  -9.11696033E-01  -3.18995665E+00
         0          9  -4.76464298E-01   8.92245952E-02
         0          9   4.57358917E-01   7.85676281E-01
         0         10   8.29600667E-02   1.75545826E+00
         0         10  -4.41224310E-01  -1.16607208E+00
         0         10  -3.61242749E-01  -1.31859826E+00
         0         11   7.93115124E-01   9.09839185E-01
         0         11   8.26803940E-01   7.54425925E-01
         0         11  -2.24408348E-01  -3.59307093E-02
         0         12  -2.03032787E-01  -2.26791105E-01
         0         12  -6.82847702E-02  -2.86953222E+00
         0         12   2.04182857E-01  -4.75161743E-01
         0         13  -6.39323143E-02   4.49165121E-01
         0         13   3.82719322E-01   8.90034470E-01
         0         13  -1.03644711E-01  -4.67595833E-01
         0         14   5.46733767E-01  -3.49466430E-01
         0         14  -2.49195717E-01   1.82306888E+00
         0         14  -1.69147996E-01   8.44507601E-01
         0         15   2.00219250E-01   1.38172193E+00
         0         15   9.24557688E-01   2.92956237E+00
         0         15  -1.99195445E-01  -6.04965250E-01
         0         16  -4.82157456E-01  -1.72739369E+00
         0         16  -9.85816292E-01  -2.46094235E+00
         0         16  -4.95453386E-02   7.32623848E-02
         0         17   2.51913209E-01   2.75855842E-01
         0         17   1.44941639E-01  -1.58183612E-01
         0         17  -1.75134146E-02   6.24691092E-02
         0         18  -4.47240905E-03  -4.57124788E-01
         0         18   3.08804713E-01   3.71089427E-01
         0         18   2.43950131E-01  -6.76414663E-01
         0         19   5.25249647E-03   1.73752197E-01
         0         19  -4.17084000E-01   1.57333790E-01
         0         19  -5.13728396E-02   6.59089512E-01
         0         20  -8.59216868E-02   5.20332780E-02
         0         20  -8.65377026E-03  -2.55862593E-01
         0         20  -2.92361836E-01   8.69690587E-02
         0         21   2.43742688E-01  -1.05975079E+00
         0         21  -1.06618551E+00  -1.30713579E+00
         0         21  -1.96662795E-01  -5.94725859E-01
         0         22  -1.18448747E+00  -1.02802281E+00
         0         22   9.76316947E-01   9.13144624E-01
         0         22   2.66869916E-01   3.35753775E-01
         0         23   7.37113836E-01   1.90873567E+00
         0         23   2.22472661E-01   7.45423009E-01
         0         23   1.69971567E-01   5.86360457E-01
         0         24  -5.55374238E-01  -2.67213359E-01
         0         24  -4.35785328E-01  -1.08178210E+00
         0         24   9.92227003E-01   1.68661695E+00
         0         25   7.50525646E-01   4.07217524E-01
         0         25   5.51717405E-02  -1.27786977E-01
         0         25  -3.10525785E-01  -2.30585307E-01
         0         26  -1.19521406E-01  -3.04513388E-01
         0         26   2.29502712E-01   8.73049151E-01
         0         26  -6.21854033E-01  -1.48327378E+00
         0         27  -9.48354239E-02   2.81330874E-01
         0         27   9.76971217E-01   3.54866383E+00
         0         27   1.99713810E-01   5.50168447E-01
         0         28  -5.22154289E-01  -1.21580010E+00
         0         28  -2.13447712E-01  -1.79622781E+00
         0         28  -9.69547199E-02  -2.71974244E-01
         0         29   7.70767947E-01   1.18563977E+00
         0         29  -8.33187493E-01  -1.29725799E+00
         0         29   1.79029726E-01   4.80034517E-02
         0         30   3.91199532E-02  -2.25753147E+00
         0         30  -3.05937270E-01   1.04241690E+00
         0         30   3.46508465E-01   3.62345971E-01
         0         31   1.61595247E-01   1.96686097E+00
         0         31   8.39077747E-03  -8.99042771E-01
         0         31   1.89524969E-01  -2.05927165E-01
         0         32  -1.56876842E-01   1.43208357E-01
         0         32   3.42670377E-01  -1.73797489E-02
         0         32  -6.27213408E-01  -8.13643870E-02
         0         33   2.03952948E+00   1.29149727E+00
         0         33  -2.56891879E-01  -8.01024699E-02
         0         33   6.99825530E-01   8.99958911E-01
         0         34  -1.23690503E+00  -5.18545853E-01
         0         34   7.30903881E-01   3.93268455E-01
         0         34   9.92709990E-02  -2.37655652E-01
         0         35  -7.16224065E-01  -6.11169134E-01
         0         35  -7.31792752E-01  -5.55370985E-01
         0         35  -7.25021584E-01  -5.30677840E-01
         0         36  -1.19733220E-01   8.58792855E-01
         0         36  -4.63616315E-01  -2.64674854E+00
         0         36   6.56511776E-01   2.32811754E+00
         0         37  -2.37588209E-02  -7.01941954E-01
         0         37   6.80363093E-03   3.94201591E-01
         0         37  -1.12618033E-01   1.59202927E-01
         0         38   7.89274981E-02   1.83620670E-01
         0         38   6.08349279E-01   2.58710986E+00
         0         38  -5.06348609E-01  -2.28393337E+00
         0         39  -4.07467467E-01  -1.11020200E+00
         0         39  -3.53461225E-01  -1.94373211E-01
         0         39   6.90095320E-02   1.29429943E-01
         0         40   1.81053202E-01   9.18820257E-01
         0         40  -1.04594063E-01  -1.60257545E-01
         0         40  -3.17722821E-01  -5.79151127E-01
         0         41   7.48580583E-02   2.40972609E-01
         0         41   8.98240029E-01   3.10855400E-01
         0         41   1.44219156E-01  -3.61045344E-02
         0         42  -7.83999062E-01  -1.40905218E+00
         0         42  -1.86083910E-01  -5.69740770E-01
         0         42   4.19152715E-01   8.21241039E-01
         0         43   9.32464021E-01   1.13421638E+00
         0         43   2.55609565E-02   7.23626349E-01
         0         43  -3.50929845E-01  -6.22953368E-01
         0         44  -1.76736907E-01   3.27611087E-01
         0         44  -7.50908293E-02  -2.79548347E-01
         0         44   1.82592345E-01  -6.62975614E-02
         0         45  -2.08786277E-01  -4.87932852E-01
         0         45  -5.33973835E-01  -1.95165366E+00
         0         45  -4.75117393E-02   2.02887245E-01
         0         46  -1.70175798E-01   9.28404374E-03
         0         46   1.52850363E-02   1.42023655E+00
         0         46  -3.64665204E-01  -5.07202139E-01
         0         47   4.03582271E-01   4.06098135E-01
         0         47   5.20813773E-01   4.66743496E-01
         0         47   4.15101542E-01   3.82192498E-01
         0         48   2.73544590E-01   2.71064368E-01
         0         48   4.40633585E-01  -6.22330148E-01
         0         48   4.55441498E-02  -7.26446466E-01
         0         49  -4.45831353E-01  -7.29634200E-01
         0         49  -3.22202254E-01  -1.57954342E-01
         0         49   2.53812548E-01   1.16071536E+00
         0         50   6.47985468E-02   4.48711312E-01
         0         50  -6.17242208E-02   8.71413855E-01
         0         50  -4.30516581E-01  -3.53982498E-01
         0         51   1.53113318E+00   2.64490991E-01
         0         51   4.10984510E-02  -3.96824066E-01
         0         51   5.00606475E-01  -7.87864763E-01
         0         52  -9.34441547E-01   1.34021349E-01
         0         52  -1.44723400E-01  -1.26926092E-01
         0         52  -3.40656129E-01  -1.09185487E-01
         0         53  -5.76651513E-01  -3.23883435E-01
         0         53   7.60466438E-02   6.25349041E-01
         0         53  -1.51630846E-01   7.59230013E-01
         0         54  -7.24305676E-02  -5.08441536E-01
         0         54  -1.66956863E-01  -6.29413859E-01
         0         54  -7.67299506E-01  -1.98625102E+00
         0         55   2.36572847E-01  -2.26262230E-01
         0         55   2.44882934E-01   2.47710017E-01
         0         55   5.68106563E-01   1.88017807E+00
         0         56   3.44804840E-02   5.11160000E-01
         0         56   1.18444145E-01   3.79817468E-01
         0         56   2.85645098E-01  -1.89610163E-01
         0         57   2.94588272E-01  -1.99139683E+00
         0         57   5.73022138E-01   1.88861080E+00
         0         57  -1.31378347E-02   4.65812818E-01
         0         58   1.05580622E-01   2.11571921E+00
         0         58   2.29254251E-01  -1.04679153E+00
         0         58   1.11072875E-01  -2.83958324E-01
         0         59  -4.42794272E-01  -2.53359043E-01
         0         59  -8.21342619E-01  -6.38108215E-01
         0         59  -1.71639218E-01  -2.61412124E-01
         0         60  -2.74142226E-01   6.07507195E-01
         0         60  -5.09613904E-02  -7.44597919E-02
         0         60  -6.99961099E-01   1.57245661E+00
         0         61   5.01740183E-02  -3.96277681E-01
         0         61   8.23995260E-02  -1.05857551E-01
         0         61   4.22683244E-01  -9.99582915E-02
         0         62  -6.52916956E-03  -7.05418594E-02
         0         62   6.23000032E-02   1.62966153E-01
         0         62   3.64359437E-01  -1.32064247E+00
         0         63   1.79588436E-01  -3.34864567E-01
         0         63  -5.25592098E-01  -2.02775645E+00
