################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -5.58160628E-01
         0          0  -1.06559112E-01  -6.09489147E-01
         0          0  -1.04571589E+00  -1.21145799E+00
         0          1   1.68759484E-01   5.04542979E-01
         0          1  -1.93233205E-02   3.12306735E-01
         0          1   1.88748617E-01  -5.76856811E-03
         0          2   3.57935427E-03   6.62218178E-02
         0          2   8.26060351E-02   2.35228152E-01
         0          2   8.75182323E-01   1.00651872E+00
         0          3  -8.63116931E-03   1.36963006E-01
         0          3  -2.67136196E-01  -1.00343822E+00
         0          3   1.00657214E+00   3.82933711E-02
         0          4  -5.73512186E-02  -2.51778198E-01
         0          4   1.04245709E-01   6.03461746E-01
         0          4  -6.87032612E-01  -3.97245576E-01
         0          5   1.04186162E-01  -1.33050356E-02
         0          5   2.34316489E-01   3.75037912E-01
         0          5  -2.30530924E-01   2.46371269E-01
         0          6   3.79979304E-01   4.81122753E-01
         0          6   5.98186737E-01  -1.42098091E-01
         0          6   1.31119534E+00   1.00107504E+00
         0          7  -3.10105930E-01  -1.00728136E-01
         0          7  -9.30168885E-01  -2.39299118E-01
         0          7  -1.13546207E+00  -2.76422727E-01
         0          8  -2.50207791E-01  -3.14862293E-01
         0          8   2.64557746E-01   6.23010907E-01
         0          8  -1.20270301E-01  -7.02689376E-01
         0          9  -9.11696033E-01  -1.26505263E+00
         0          9  -4.76464298E-01  -4.37371085E-01
         0          9   4.57358917E-01   1.47867982E-01
         0         10   8.29600667E-02   6.12741923E-01
         0         10  -4.41224310E-01  -4.29728354E-01
         0         10  -3.61242749E-01  -4.22635088E-01
         0         11   7.93115124E-01   7.59950447E-01
         0         11   8.26803940E-01   1.10945020E+00
         0         11  -2.24408348E-01   7.21183206E-02
         0         12  -2.03032787E-01  -5.23635841E-01
         0         12  -6.82847702E-02   5.68007385E-01
         0         12   2.04182857E-01   1.19356856E-01
         0         13  -6.39323143E-02  -2.68163299E-03
         0         13   3.82719322E-01   2.97400512E-01
         0         13  -1.03644711E-01   9.57336389E-02
         0         14   5.46733767E-01   7.03675092E-01
         0         14  -2.49195717E-01  -5.71329946E-01
         0         14  -1.69147996E-01  -4.33947345E-01
         0         15   2.00219250E-01   7.59385368E-01
         0         15   9.24557688E-01   1.51259127E+00
         0         15  -1.99195445E-01  -3.03638056E-01
         0         16  -4.82157456E-01  -9.11549341E-01
         0         16  -9.85816292E-01  -1.28749155E+00
         0         16  -4.95453386E-02   8.17609186E-02
         0         17   2.51913209E-01   1.54830245E-01
         0         17   1.44941639E-01  -9.05703848E-02
