################################################################################
# Force comparison.
################################################################################
# Col  Name    Description
################################################################################
# 1    index_s Structure index.
# 2    index_a Atom index (x, y, z components in consecutive lines).
# 3    Fref    Reference force (training units).
# 4    Fnnp    NNP force (training units).
################################################################################
#        1          2                3                4
#  index_s    index_a             Fref             Fnnp
#######################################################
         0          0  -2.43945873E-01  -9.93822034E-01
         0          0  -1.06559112E-01  -8.01671470E-01
         0          0  -1.04571589E+00  -1.50404330E+00
         0          1   1.68759484E-01   6.08057304E-01
         0          1  -1.93233205E-02   3.77218813E-01
         0          1   1.88748617E-01  -1.62755467E-01
         0          2   3.57935427E-03   2.50699088E-01
         0          2   8.26060351E-02   3.94310649E-01
         0          2   8.75182323E-01   1.64113766E+00
         0          3  -8.63116931E-03   2.45439835E-01
         0          3  -2.67136196E-01  -7.80416354E-01
         0          3   1.00657214E+00   3.41081929E-01
         0          4  -5.73512186E-02  -1.37395626E-01
         0          4   1.04245709E-01   2.64971430E-01
         0          4  -6.87032612E-01  -3.77680978E-01
         0          5   1.04186162E-01  -9.12937923E-02
         0          5   2.34316489E-01   5.68130488E-01
         0          5  -2.30530924E-01   2.15774834E-01
         0          6   3.79979304E-01   6.54343150E-01
         0          6   5.98186737E-01  -5.00801698E-01
         0          6   1.31119534E+00   9.10449548E-01
         0          7  -3.10105930E-01   7.78604636E-02
         0          7  -9.30168885E-01  -2.11337126E-01
         0          7  -1.13546207E+00   7.71644628E-02
         0          8  -2.50207791E-01  -4.93489812E-01
         0          8   2.64557746E-01   8.99988845E-01
         0          8  -1.20270301E-01  -1.18922601E+00
         0          9  -9.11696033E-01  -1.77477322E+00
         0          9  -4.76464298E-01  -3.08096496E-01
         0          9   4.57358917E-01   4.32241210E-01
         0         10   8.29600667E-02   5.00130278E-01
         0         10  -4.41224310E-01  -6.26650631E-01
         0         10  -3.61242749E-01  -6.43064769E-01
         0         11   7.93115124E-01   1.01681646E+00
         0         11   8.26803940E-01   9.93355674E-01
         0         11  -2.24408348E-01   4.36948024E-02
         0         12  -2.03032787E-01  -3.59518203E-01
         0         12  -6.82847702E-02   1.33399803E-01
         0         12   2.04182857E-01   1.37954293E-01
         0         13  -6.39323143E-02  -3.23322552E-01
         0         13   3.82719322E-01   3.55959001E-01
         0         13  -1.03644711E-01   1.54474670E-01
         0         14   5.46733767E-01   7.99227066E-01
         0         14  -2.49195717E-01  -3.48879831E-01
         0         14  -1.69147996E-01  -4.46855580E-01
         0         15   2.00219250E-01   6.52350200E-01
         0         15   9.24557688E-01   1.44672174E+00
         0         15  -1.99195445E-01  -1.18612459E-01
         0         16  -4.82157456E-01  -8.52990054E-01
         0         16  -9.85816292E-01  -1.52514378E+00
         0         16  -4.95453386E-02   9.75174402E-02
         0         17   2.51913209E-01   2.53157522E-01
         0         17   1.44941639E-01   1.67651396E-01
         0         17  -1.75134146E-02   3.09781302E-02
         0         18  -4.47240905E-03  -1.63198611E-01
         0         18   3.08804713E-01  -7.45656736E-01
         0         18   2.43950131E-01  -2.51751678E-01
         0         19   5.25249647E-03   1.64560018E-01
         0         19  -4.17084000E-01   3.23634112E-01
         0         19  -5.13728396E-02   9.19746183E-01
         0         20  -8.59216868E-02  -1.19859395E-01
         0         20  -8.65377026E-03   4.49107886E-01
         0         20  -2.92361836E-01  -5.73672564E-01
         0         21   2.43742688E-01   3.91154390E-01
         0         21  -1.06618551E+00  -1.06887630E+00
         0         21  -1.96662795E-01  -3.30281550E-01
         0         22  -1.18448747E+00  -1.83649104E+00
