################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.9570526709598917E-01 a         1     0     1     1     1
  3.8700254384318211E-01 a         2     0     1     1     2
 -5.2831415190410624E-01 a         3     0     1     1     3
  1.7865721093118858E+00 a         4     0     1     1     4
 -1.1561927824917932E+00 a         5     0     1     1     5
 -1.3721817571958334E-01 a         6     0     1     1     6
  5.6926365028654635E-01 a         7     0     1     1     7
 -7.5792139136167869E-01 a         8     0     1     1     8
 -1.3414506243037418E+00 a         9     0     1     1     9
 -2.3965145874899796E+00 a        10     0     1     1    10
  3.6872752589198781E+00 a        11     0     1     1    11
 -2.8062894016744899E-01 a        12     0     1     1    12
  4.3175650703581425E-01 a        13     0     1     1    13
  8.2392171855463359E-01 a        14     0     1     1    14
 -4.6572227466913996E-01 a        15     0     1     1    15
  5.5570962046466332E-01 a        16     0     2     1     1
  1.2561315528500597E-01 a        17     0     2     1     2
 -2.3317930772794437E-01 a        18     0     2     1     3
  1.1261120451771622E+00 a        19     0     2     1     4
 -1.6778900041229940E+00 a        20     0     2     1     5
  1.4455178868172577E-01 a        21     0     2     1     6
  5.9467153571610365E-01 a        22     0     2     1     7
 -9.2788829200593215E-01 a        23     0     2     1     8
 -1.2592773288741197E+00 a        24     0     2     1     9
 -1.9098153187811462E+00 a        25     0     2     1    10
  3.5003914235795195E+00 a        26     0     2     1    11
 -3.6952829810069754E-01 a        27     0     2     1    12
  6.5651395810184240E-02 a        28     0     2     1    13
  1.1114521552249583E+00 a        29     0     2     1    14
  9.6184445285733708E-02 a        30     0     2     1    15
  1.1915075854788091E+00 a        31     0     3     1     1
  4.8195055111005602E-01 a        32     0     3     1     2
 -6.3717199893914289E-01 a        33     0     3     1     3
  9.7710489359641306E-01 a        34     0     3     1     4
 -1.7611690729365146E+00 a        35     0     3     1     5
  3.7780726134862858E-01 a        36     0     3     1     6
  8.4706359848551727E-01 a        37     0     3     1     7
 -1.4071130195808559E+00 a        38     0     3     1     8
 -1.1050914494348869E+00 a        39     0     3     1     9
 -1.9928289145496338E+00 a        40     0     3     1    10
  3.8869335973917085E+00 a        41     0     3     1    11
  1.3202812458437999E-01 a        42     0     3     1    12
 -7.2163882739667479E-02 a        43     0     3     1    13
  2.4481412306102551E-01 a        44     0     3     1    14
 -8.3250745935704709E-02 a        45     0     3     1    15
  5.5836489353445673E-01 a        46     0     4     1     1
 -5.3153992447716729E-02 a        47     0     4     1     2
 -9.1985151819300559E-01 a        48     0     4     1     3
  1.1334589180864778E+00 a        49     0     4     1     4
 -1.5712938102877447E+00 a        50     0     4     1     5
  7.0227326975217212E-03 a        51     0     4     1     6
  7.8403736641547639E-01 a        52     0     4     1     7
 -4.6553804630926499E-01 a        53     0     4     1     8
 -1.4798946056747950E+00 a        54     0     4     1     9
 -1.6437885833308359E+00 a        55     0     4     1    10
  2.8878675277844459E+00 a        56     0     4     1    11
  1.3484227498000401E-01 a        57     0     4     1    12
  3.9747429675925988E-01 a        58     0     4     1    13
  5.5606093113256816E-01 a        59     0     4     1    14
 -4.9925454993264795E-01 a        60     0     4     1    15
  5.9369950493769419E-01 a        61     0     5     1     1
