################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.1374335670493352E-01 a         1     0     1     1     1
  7.5283442130637923E-02 a         2     0     1     1     2
  1.2663904216053046E-01 a         3     0     1     1     3
  2.4868456609381170E-01 a         4     0     1     1     4
  9.4248912761987685E-02 a         5     0     1     1     5
  2.0240562749225439E-02 a         6     0     1     1     6
 -1.7177995297035137E-01 a         7     0     1     1     7
 -1.9765958732863020E-02 a         8     0     1     1     8
 -1.0390510272098769E-01 a         9     0     1     1     9
  2.8854727610818975E-01 a        10     0     1     1    10
  2.8435850801137308E-01 a        11     0     2     1     1
 -8.7877074145600531E-02 a        12     0     2     1     2
 -2.5229927275728753E-01 a        13     0     2     1     3
 -2.0937445357956594E-01 a        14     0     2     1     4
 -4.3319528588036262E-02 a        15     0     2     1     5
  1.8422909674797544E-01 a        16     0     2     1     6
  3.2872836628650515E-01 a        17     0     2     1     7
 -2.6061067729435261E-01 a        18     0     2     1     8
  2.5270992169870499E-01 a        19     0     2     1     9
  3.4861487857421614E-01 a        20     0     2     1    10
 -4.1029067635373723E-01 a        21     0     3     1     1
 -2.7961391075599540E-01 a        22     0     3     1     2
  9.6612841384549800E-02 a        23     0     3     1     3
 -4.3182431488717682E-01 a        24     0     3     1     4
  2.7657347887570927E-01 a        25     0     3     1     5
 -6.4306889467880241E-02 a        26     0     3     1     6
 -2.0344647809219427E-01 a        27     0     3     1     7
  3.4521364950303918E-01 a        28     0     3     1     8
 -2.8205760450329631E-01 a        29     0     3     1     9
 -3.9668329080552412E-03 a        30     0     3     1    10
 -2.6179284095342814E-01 a        31     0     4     1     1
 -2.3474663819845409E-01 a        32     0     4     1     2
  3.3632206072110138E-01 a        33     0     4     1     3
  1.6857010478912374E-01 a        34     0     4     1     4
  1.0163307164453081E-01 a        35     0     4     1     5
  1.3264936807469555E-01 a        36     0     4     1     6
 -1.9672258359040862E-01 a        37     0     4     1     7
  2.9103544725599145E-01 a        38     0     4     1     8
  1.5607681876896770E-01 a        39     0     4     1     9
 -1.7062966079396569E-01 a        40     0     4     1    10
 -2.7790349509747997E-01 a        41     0     5     1     1
 -2.4282719594188248E-01 a        42     0     5     1     2
 -1.5787384280316724E-01 a        43     0     5     1     3
  2.5544867968627749E-01 a        44     0     5     1     4
 -1.8815668550741407E-01 a        45     0     5     1     5
 -2.9619004588599024E-01 a        46     0     5     1     6
 -2.1738331134417299E-01 a        47     0     5     1     7
 -1.9845989875835635E-01 a        48     0     5     1     8
  1.0524864083820723E-01 a        49     0     5     1     9
  8.8119131288457511E-02 a        50     0     5     1    10
  4.5045398235754465E-02 a        51     0     6     1     1
  2.2000831510368496E-02 a        52     0     6     1     2
  4.0392557096440684E-01 a        53     0     6     1     3
 -6.7655740877486173E-02 a        54     0     6     1     4
 -1.8615869462546064E-01 a        55     0     6     1     5
 -2.6243110591658220E-01 a        56     0     6     1     6
  2.4773154782521231E-01 a        57     0     6     1     7
  3.5513315778951104E-01 a        58     0     6     1     8
  3.2606432726503370E-01 a        59     0     6     1     9
 -2.6632116950927159E-01 a        60     0     6     1    10
  1.5111064615764924E-01 a        61     0     7     1     1
 -3.0562566187544150E-02 a        62     0     7     1     2
  9.7433491016856652E-02 a        63     0     7     1     3
  1.4719628222364453E-01 a        64     0     7     1     4
 -1.8099475478760732E-01 a        65     0     7     1     5
 -1.6477472761502432E-01 a        66     0     7     1     6
 -3.7647743250596714E-02 a        67     0     7     1     7
 -3.3133461193468472E-01 a        68     0     7     1     8
  6.4272008674259473E-02 a        69     0     7     1     9
  3.5928087392054463E-02 a        70     0     7     1    10
  2.2633111127744718E-01 a        71     0     8     1     1
  4.2233330532849356E-01 a        72     0     8     1     2
 -3.4607262247905757E-01 a        73     0     8     1     3
  2.6715906109234366E-02 a        74     0     8     1     4
 -3.5487074127778545E-01 a        75     0     8     1     5
 -1.6348901425609200E-01 a        76     0     8     1     6
  1.3979193896268508E-01 a        77     0     8     1     7
  1.6788332484905730E-01 a        78     0     8     1     8
 -1.9264764215471716E-01 a        79     0     8     1     9
 -3.6130159356950270E-01 a        80     0     8     1    10
  5.0591829730362255E-02 a        81     0     9     1     1
 -2.2387314454772149E-02 a        82     0     9     1     2
  1.5175608859048170E-01 a        83     0     9     1     3
 -1.3672225961442924E-01 a        84     0     9     1     4
 -3.4735484944148737E-01 a        85     0     9     1     5
  1.6263148731635482E-01 a        86     0     9     1     6
 -1.4748208786596950E-01 a        87     0     9     1     7
 -4.3410142121915118E-01 a        88     0     9     1     8
  3.0898780173336260E-01 a        89     0     9     1     9
  3.8288660370126559E-01 a        90     0     9     1    10
 -1.2576135640962310E-01 a        91     0    10     1     1
 -2.7550647306883741E-01 a        92     0    10     1     2
 -1.5457446388123897E-01 a        93     0    10     1     3
  5.0378137477101820E-02 a        94     0    10     1     4
  5.7291906577381674E-02 a        95     0    10     1     5
 -2.8644936644712595E-02 a        96     0    10     1     6
  2.3726756275277684E-02 a        97     0    10     1     7
  3.1087581006668856E-02 a        98     0    10     1     8
 -1.1949725759887136E-01 a        99     0    10     1     9
  1.0472608493652269E-01 a       100     0    10     1    10
  2.7438397750630916E-01 a       101     0    11     1     1
  1.5580722566879704E-01 a       102     0    11     1     2
 -3.0533930380511864E-01 a       103     0    11     1     3
  4.0757502659015503E-02 a       104     0    11     1     4
  2.7060704623568710E-01 a       105     0    11     1     5
  3.1950025624284639E-01 a       106     0    11     1     6
  2.1418671964556632E-01 a       107     0    11     1     7
 -1.4852157786093851E-02 a       108     0    11     1     8
  3.0755819989599542E-01 a       109     0    11     1     9
  1.2182238326808451E-01 a       110     0    11     1    10
  1.9820395204842431E-01 a       111     0    12     1     1
 -1.0345337005702000E-01 a       112     0    12     1     2
  2.5953577362983999E-02 a       113     0    12     1     3
  4.9314799084995795E-02 a       114     0    12     1     4
  1.1309209802297480E-01 a       115     0    12     1     5
  1.8895293960329514E-02 a       116     0    12     1     6
 -4.8803090896046931E-02 a       117     0    12     1     7
  5.1914896357444333E-02 a       118     0    12     1     8
  1.9793686357160165E-01 a       119     0    12     1     9
  6.9884493005089223E-03 a       120     0    12     1    10
  2.7903421739772050E-01 a       121     0    13     1     1
  2.4545898402222005E-01 a       122     0    13     1     2
  2.3237870400175104E-01 a       123     0    13     1     3
 -9.1312274019222692E-02 a       124     0    13     1     4
  2.2521706948036113E-01 a       125     0    13     1     5
  2.8644687791355478E-01 a       126     0    13     1     6
 -6.9034217723150257E-02 a       127     0    13     1     7
 -3.6377537906302970E-01 a       128     0    13     1     8
 -1.3102558561546410E-02 a       129     0    13     1     9
  8.3760691519412359E-02 a       130     0    13     1    10
 -2.8401959781767250E-01 a       131     0    14     1     1
  3.2324374441991832E-01 a       132     0    14     1     2
 -3.1791679024963174E-02 a       133     0    14     1     3
  2.9203318582742127E-01 a       134     0    14     1     4
  2.3776934805064193E-01 a       135     0    14     1     5
 -1.2579771990467226E-02 a       136     0    14     1     6
 -2.6423214158515185E-01 a       137     0    14     1     7
 -3.5350430868126409E-01 a       138     0    14     1     8
 -2.6417952549394291E-01 a       139     0    14     1     9
 -4.0490635434928685E-01 a       140     0    14     1    10
 -3.1528941084512885E-01 a       141     0    15     1     1
 -1.7886951110068292E-01 a       142     0    15     1     2
 -2.9829791721348986E-01 a       143     0    15     1     3
  2.7472416116753273E-01 a       144     0    15     1     4
 -1.5092225606878343E-01 a       145     0    15     1     5
 -6.1251445606878056E-02 a       146     0    15     1     6
  3.4928398737766392E-01 a       147     0    15     1     7
  4.0306221145775534E-01 a       148     0    15     1     8
  3.7689182730126537E-02 a       149     0    15     1     9
 -3.5180889805613752E-01 a       150     0    15     1    10
  3.1586264606106534E-01 a       151     0    16     1     1
  1.1368438821200937E-01 a       152     0    16     1     2
 -1.8461832475598855E-01 a       153     0    16     1     3
 -3.5291916003368218E-01 a       154     0    16     1     4
 -1.9131246316460226E-01 a       155     0    16     1     5
 -4.5264627823685005E-01 a       156     0    16     1     6
 -3.9883234055606337E-01 a       157     0    16     1     7
  9.9775253574596587E-02 a       158     0    16     1     8
  8.6756767405899743E-02 a       159     0    16     1     9
  2.0028466684147020E-01 a       160     0    16     1    10
 -3.0043101302819447E-01 a       161     0    17     1     1
 -2.1438416561907164E-01 a       162     0    17     1     2
 -4.0161094662644597E-01 a       163     0    17     1     3
 -6.6993045398178463E-02 a       164     0    17     1     4
 -3.7936648443765203E-01 a       165     0    17     1     5
  2.2506536975764571E-01 a       166     0    17     1     6
 -1.9864761006361362E-01 a       167     0    17     1     7
 -2.9650732728306067E-01 a       168     0    17     1     8
 -2.9141630547071362E-01 a       169     0    17     1     9
 -2.5412905922581575E-01 a       170     0    17     1    10
