################################################################################
# Kalman filter status report.
################################################################################
# Col  Name     Description
################################################################################
# 1    epoch    Training epoch.
# 2    nupdates Number of updates performed.
# 3    Pdiag    Mean of absolute diagonal values of error covariance matrix P.
# 4    Poffdiag Mean of absolute off-diagonal values of error covariance matrix P.
# 5    Pasym    Asymmetry of P, i.e. mean of absolute values of asymmetric part 0.5*(P - P^T).
# 6    Kmean    Mean of abolute compontents of Kalman gain matrix K.
# 7    q        Magnitude of process noise (= diagonal entries of Q).
# 8    eta      Learning rate.
###########################################################################################################################
#        1          2                3                4                5                6                7                8
#    epoch   nupdates            Pdiag         Poffdiag            Pasym            Kmean                q              eta
###########################################################################################################################
      1336       1336   1.00047847E+02   9.70511737E-03   2.66459676E-19   1.59857622E-03   9.62669049E-07   1.03938655E+00
      1337       1337   1.00047838E+02   9.70566835E-03   2.66470166E-19   1.03348534E-03   9.62669049E-07   1.03938655E+00
      1338       1338   1.00047832E+02   9.70605808E-03   2.66490225E-19   8.71304898E-04   9.62669049E-07   1.03938655E+00
      1339       1339   1.00047693E+02   9.71774236E-03   2.67035172E-19   3.95334597E-03   9.62669049E-07   1.03938655E+00
      1340       1340   1.00047559E+02   9.72903651E-03   2.67362436E-19   3.87713487E-03   9.62669049E-07   1.03938655E+00
      1341       1341   1.00047389E+02   9.73911462E-03   2.67728300E-19   4.34650898E-03   9.62669049E-07   1.03938655E+00
      1342       1342   1.00047293E+02   9.74792341E-03   2.67607584E-19   3.34576021E-03   9.62669049E-07   1.03938655E+00
      1343       1343   1.00047290E+02   9.74812104E-03   2.67610719E-19   6.37796011E-04   9.62669049E-07   1.03938655E+00
      1344       1344   1.00047275E+02   9.74862263E-03   2.67624683E-19   1.34629422E-03   9.62669049E-07   1.03938655E+00
      1345       1345   1.00047271E+02   9.74873835E-03   2.67606412E-19   6.79306401E-04   9.62669049E-07   1.03938655E+00
      1346       1346   1.00047264E+02   9.74918611E-03   2.67670897E-19   9.51498253E-04   9.62669049E-07   1.03938655E+00
      1347       1347   1.00047195E+02   9.75171208E-03   2.67645005E-19   2.19517554E-03   9.62669049E-07   1.03938655E+00
      1348       1348   1.00047142E+02   9.75376195E-03   2.67713277E-19   1.98536607E-03   9.62669049E-07   1.03938655E+00
      1349       1349   1.00047133E+02   9.75430073E-03   2.67707908E-19   1.04450860E-03   9.62669049E-07   1.03938655E+00
      1350       1350   1.00047127E+02   9.75467540E-03   2.67713302E-19   8.97439105E-04   9.62669049E-07   1.03938655E+00
      1351       1351   1.00047121E+02   9.75498343E-03   2.67710485E-19   8.76696078E-04   9.62669049E-07   1.03938655E+00
      1352       1352   1.00047114E+02   9.75541118E-03   2.67742290E-19   9.27232399E-04   9.62669049E-07   1.03938655E+00
      1353       1353   1.00047101E+02   9.75611052E-03   2.67760895E-19   1.18850663E-03   9.62669049E-07   1.03938655E+00
      1354       1354   1.00047095E+02   9.75653580E-03   2.67753757E-19   9.24132052E-04   9.62669049E-07   1.03938655E+00
      1355       1355   1.00047047E+02   9.76181035E-03   2.67775464E-19   2.64782926E-03   9.62669049E-07   1.03938655E+00
      1356       1356   1.00046957E+02   9.77024414E-03   2.68036850E-19   3.27405589E-03   9.62669049E-07   1.03938655E+00
      1357       1357   1.00046949E+02   9.77070398E-03   2.68040771E-19   9.70088298E-04   9.62669049E-07   1.03938655E+00
      1358       1358   1.00046944E+02   9.77107336E-03   2.68040057E-19   8.63821640E-04   9.62669049E-07   1.03938655E+00
      1359       1359   1.00046941E+02   9.77125871E-03   2.68041567E-19   5.83636226E-04   9.62669049E-07   1.03938655E+00
      1360       1360   1.00046933E+02   9.77171746E-03   2.68358333E-19   9.68938277E-04   9.62669049E-07   1.03938655E+00
      1361       1361   1.00046923E+02   9.77234279E-03   2.68448319E-19   1.12329516E-03   9.62669049E-07   1.03938655E+00
      1362       1362   1.00046852E+02   9.77487063E-03   2.69303741E-19   2.21130258E-03   9.62669049E-07   1.03938655E+00
      1363       1363   1.00046848E+02   9.77497551E-03   2.69305477E-19   6.42224178E-04   9.62669049E-07   1.03938655E+00
      1364       1364   1.00046843E+02   9.77533716E-03   2.69303609E-19   8.53061692E-04   9.62669049E-07   1.03938655E+00
      1365       1365   1.00046839E+02   9.77529864E-03   2.69300927E-19   6.91890507E-04   9.62669049E-07   1.03938655E+00
      1366       1366   1.00046817E+02   9.77636739E-03   2.69288791E-19   1.44052088E-03   9.62669049E-07   1.03938655E+00
      1367       1367   1.00046808E+02   9.77687328E-03   2.69230934E-19   1.01775671E-03   9.62669049E-07   1.03938655E+00
      1368       1368   1.00046799E+02   9.77742634E-03   2.69222226E-19   1.06231373E-03   9.62669049E-07   1.03938655E+00
      1369       1369   1.00046792E+02   9.77786726E-03   2.69228382E-19   9.53017515E-04   9.62669049E-07   1.03938655E+00
      1370       1370   1.00046767E+02   9.77927642E-03   2.69519715E-19   1.65691670E-03   9.62669049E-07   1.03938655E+00
      1371       1371   1.00046760E+02   9.77971699E-03   2.69539542E-19   9.45630579E-04   9.62669049E-07   1.03938655E+00
      1372       1372   1.00046754E+02   9.78006992E-03   2.69551722E-19   8.40093481E-04   9.62669049E-07   1.03938655E+00
      1373       1373   1.00046593E+02   9.78970502E-03   2.69889132E-19   4.21961167E-03   9.62669049E-07   1.03938655E+00
      1374       1374   1.00046585E+02   9.79018088E-03   2.69851987E-19   9.68629399E-04   9.62669049E-07   1.03938655E+00
      1375       1375   1.00046577E+02   9.79071286E-03   2.69849086E-19   1.01442934E-03   9.62669049E-07   1.03938655E+00
      1376       1376   1.00046573E+02   9.79093060E-03   2.69858226E-19   7.50129834E-04   9.62669049E-07   1.03938655E+00
      1377       1377   1.00046512E+02   9.79322662E-03   2.69867214E-19   2.08142440E-03   9.62669049E-07   1.03938655E+00
      1378       1378   1.00046506E+02   9.79354645E-03   2.69928174E-19   8.13928116E-04   9.62669049E-07   1.03938655E+00
      1379       1379   1.00046370E+02   9.80497470E-03   2.70121607E-19   3.92377897E-03   9.62669049E-07   1.03938655E+00
      1380       1380   1.00046363E+02   9.80537663E-03   2.70113912E-19   8.95450634E-04   9.62669049E-07   1.03938655E+00
      1381       1381   1.00046315E+02   9.80729777E-03   2.70124516E-19   1.93076540E-03   9.62669049E-07   1.03938655E+00
      1382       1382   1.00046251E+02   9.80963390E-03   2.70142325E-19   2.11625406E-03   9.62669049E-07   1.03938655E+00
      1383       1383   1.00046246E+02   9.80990874E-03   2.70145957E-19   7.36694277E-04   9.62669049E-07   1.03938655E+00
      1384       1384   1.00046097E+02   9.81879565E-03   2.70417062E-19   3.98620169E-03   9.62669049E-07   1.03938655E+00
      1385       1385   1.00046090E+02   9.81896604E-03   2.70419238E-19   8.74406402E-04   9.62669049E-07   1.03938655E+00
      1386       1386   1.00046085E+02   9.81921018E-03   2.70417096E-19   8.32627776E-04   9.62669049E-07   1.03938655E+00
      1387       1387   1.00046079E+02   9.81960703E-03   2.70445577E-19   8.70841008E-04   9.62669049E-07   1.03938655E+00
      1388       1388   1.00046074E+02   9.81995929E-03   2.70445256E-19   8.08274258E-04   9.62669049E-07   1.03938655E+00
      1389       1389   1.00046068E+02   9.82030645E-03   2.70441432E-19   8.03536895E-04   9.62669049E-07   1.03938655E+00
      1390       1390   1.00046063E+02   9.82065304E-03   2.70452509E-19   8.03163222E-04   9.62669049E-07   1.03938655E+00
      1391       1391   1.00046059E+02   9.82089640E-03   2.70452833E-19   6.60116362E-04   9.62669049E-07   1.03938655E+00
      1392       1392   1.00046054E+02   9.82124235E-03   2.70454986E-19   8.02882550E-04   9.62669049E-07   1.03938655E+00
      1393       1393   1.00046011E+02   9.82604272E-03   2.70654266E-19   2.56021014E-03   9.62669049E-07   1.03938655E+00
      1394       1394   1.00045871E+02   9.83772817E-03   2.71008660E-19   3.97081209E-03   9.62669049E-07   1.03938655E+00
      1395       1395   1.00045732E+02   9.84607527E-03   2.71265660E-19   3.79798288E-03   9.62669049E-07   1.03938655E+00
      1396       1396   1.00045647E+02   9.85303436E-03   2.71660316E-19   3.00882741E-03   9.62669049E-07   1.03938655E+00
      1397       1397   1.00045642E+02   9.85329241E-03   2.71692137E-19   7.08022271E-04   9.62669049E-07   1.03938655E+00
      1398       1398   1.00045637E+02   9.85360734E-03   2.71704848E-19   7.46473823E-04   9.62669049E-07   1.03938655E+00
      1399       1399   1.00045555E+02   9.86044613E-03   2.71654028E-19   2.98057117E-03   9.62669049E-07   1.03938655E+00
      1400       1400   1.00045550E+02   9.86068902E-03   2.71653887E-19   6.81446904E-04   9.62669049E-07   1.03938655E+00
      1401       1401   1.00045543E+02   9.86098572E-03   2.71658178E-19   9.56435083E-04   9.62669049E-07   1.03938655E+00
      1402       1402   1.00045397E+02   9.87319849E-03   2.71187788E-19   4.04045104E-03   9.62669049E-07   1.03938655E+00
      1403       1403   1.00045258E+02   9.88500239E-03   2.71573198E-19   3.95732678E-03   9.62669049E-07   1.03938655E+00
      1404       1404   1.00045252E+02   9.88516062E-03   2.71569333E-19   8.25438862E-04   9.62669049E-07   1.03938655E+00
      1405       1405   1.00045209E+02   9.88683494E-03   2.71561325E-19   1.84157851E-03   9.62669049E-07   1.03938655E+00
      1406       1406   1.00045077E+02   9.89825461E-03   2.71595968E-19   3.87824415E-03   9.62669049E-07   1.03938655E+00
      1407       1407   1.00045033E+02   9.90322322E-03   2.71696675E-19   2.58094825E-03   9.62669049E-07   1.03938655E+00
      1408       1408   1.00045026E+02   9.90365970E-03   2.71701072E-19   9.59390016E-04   9.62669049E-07   1.03938655E+00
      1409       1409   1.00044936E+02   9.91210039E-03   2.71766501E-19   3.25729048E-03   9.62669049E-07   1.03938655E+00
      1410       1410   1.00044814E+02   9.92281639E-03   2.71902151E-19   3.74209550E-03   9.62669049E-07   1.03938655E+00
      1411       1411   1.00044735E+02   9.93049388E-03   2.72194274E-19   3.10790827E-03   9.62669049E-07   1.03938655E+00
      1412       1412   1.00044727E+02   9.93095240E-03   2.72191277E-19   1.01369017E-03   9.62669049E-07   1.03938655E+00
      1413       1413   1.00044719E+02   9.93134886E-03   2.72212429E-19   9.75854002E-04   9.62669049E-07   1.03938655E+00
      1414       1414   1.00044710E+02   9.93180528E-03   2.72253480E-19   1.01090692E-03   9.62669049E-07   1.03938655E+00
      1415       1415   1.00044702E+02   9.93226051E-03   2.72277922E-19   1.00954981E-03   9.62669049E-07   1.03938655E+00
      1416       1416   1.00044647E+02   9.93424952E-03   2.72286526E-19   2.05376313E-03   9.62669049E-07   1.03938655E+00
      1417       1417   1.00044640E+02   9.93455491E-03   2.72324352E-19   9.43695590E-04   9.62669049E-07   1.03938655E+00
      1418       1418   1.00044633E+02   9.93499511E-03   2.72339579E-19   9.92394581E-04   9.62669049E-07   1.03938655E+00
      1419       1419   1.00044625E+02   9.93544146E-03   2.72311668E-19   9.97926265E-04   9.62669049E-07   1.03938655E+00
      1420       1420   1.00044619E+02   9.93579996E-03   2.72298425E-19   8.89630219E-04   9.62669049E-07   1.03938655E+00
      1421       1421   1.00044616E+02   9.93597752E-03   2.72298332E-19   5.16543709E-04   9.62669049E-07   1.03938655E+00
      1422       1422   1.00044561E+02   9.93793873E-03   2.72249007E-19   2.03823122E-03   9.62669049E-07   1.03938655E+00
      1423       1423   1.00044413E+02   9.94735529E-03   2.72520091E-19   4.06353619E-03   9.62669049E-07   1.03938655E+00
      1424       1424   1.00044406E+02   9.94774029E-03   2.72522866E-19   9.07609561E-04   9.62669049E-07   1.03938655E+00
      1425       1425   1.00044400E+02   9.94813008E-03   2.72559583E-19   9.08247290E-04   9.62669049E-07   1.03938655E+00
      1426       1426   1.00044385E+02   9.94866348E-03   2.72602277E-19   1.36531397E-03   9.62669049E-07   1.03938655E+00
      1427       1427   1.00044302E+02   9.95661027E-03   2.72912721E-19   3.15969253E-03   9.62669049E-07   1.03938655E+00
      1428       1428   1.00044187E+02   9.96680793E-03   2.72886856E-19   3.66060941E-03   9.62669049E-07   1.03938655E+00
      1429       1429   1.00044184E+02   9.96689555E-03   2.72929433E-19   5.72511918E-04   9.62669049E-07   1.03938655E+00
      1430       1430   1.00044135E+02   9.97240398E-03   2.73122395E-19   2.67990191E-03   9.62669049E-07   1.03938655E+00
      1431       1431   1.00044127E+02   9.97278426E-03   2.73134234E-19   9.55316365E-04   9.62669049E-07   1.03938655E+00
      1432       1432   1.00044119E+02   9.97322432E-03   2.73157297E-19   9.90920818E-04   9.62669049E-07   1.03938655E+00
      1433       1433   1.00044045E+02   9.98054546E-03   2.73258694E-19   3.03490228E-03   9.62669049E-07   1.03938655E+00
      1434       1434   1.00044036E+02   9.98102217E-03   2.73353944E-19   1.04109919E-03   9.62669049E-07   1.03938655E+00
      1435       1435   1.00044030E+02   9.98136004E-03   2.73368632E-19   8.94323915E-04   9.62669049E-07   1.03938655E+00
      1436       1436   1.00044021E+02   9.98182730E-03   2.73379707E-19   1.03723904E-03   9.62669049E-07   1.03938655E+00
      1437       1437   1.00044012E+02   9.98229760E-03   2.73391948E-19   1.03403738E-03   9.62669049E-07   1.03938655E+00
      1438       1438   1.00043955E+02   9.98430622E-03   2.73428109E-19   2.08483673E-03   9.62669049E-07   1.03938655E+00
      1439       1439   1.00043952E+02   9.98438752E-03   2.73428060E-19   5.36994262E-04   9.62669049E-07   1.03938655E+00
      1440       1440   1.00043945E+02   9.98476408E-03   2.73432216E-19   9.21231236E-04   9.62669049E-07   1.03938655E+00
      1441       1441   1.00043934E+02   9.98532886E-03   2.73440263E-19   1.13054762E-03   9.62669049E-07   1.03938655E+00
      1442       1442   1.00043788E+02   9.99475268E-03   2.73644319E-19   4.05908847E-03   9.62669049E-07   1.03938655E+00
      1443       1443   1.00043781E+02   9.99516542E-03   2.73665558E-19   9.46618270E-04   9.62669049E-07   1.03938655E+00
      1444       1444   1.00043774E+02   9.99557451E-03   2.73660189E-19   9.42295337E-04   9.62669049E-07   1.03938655E+00
      1445       1445   1.00043767E+02   9.99597823E-03   2.73703352E-19   9.37747012E-04   9.62669049E-07   1.03938655E+00
      1446       1446   1.00043762E+02   9.99608141E-03   2.73744757E-19   6.62522658E-04   9.62669049E-07   1.03938655E+00
      1447       1447   1.00043713E+02   9.99791190E-03   2.73768425E-19   1.97515388E-03   9.62669049E-07   1.03938655E+00
      1448       1448   1.00043708E+02   9.99788287E-03   2.73778503E-19   7.45855569E-04   9.62669049E-07   1.03938655E+00
      1449       1449   1.00043594E+02   1.00080154E-02   2.74396701E-19   3.66208468E-03   9.62669049E-07   1.03938655E+00
      1450       1450   1.00043500E+02   1.00154583E-02   2.74528221E-19   3.05416635E-03   9.62669049E-07   1.03938655E+00
      1451       1451   1.00043479E+02   1.00163932E-02   2.74546867E-19   1.41143957E-03   9.62669049E-07   1.03938655E+00
      1452       1452   1.00043472E+02   1.00167958E-02   2.74539031E-19   9.40553875E-04   9.62669049E-07   1.03938655E+00
      1453       1453   1.00043466E+02   1.00171932E-02   2.74557292E-19   9.36022255E-04   9.62669049E-07   1.03938655E+00
      1454       1454   1.00043443E+02   1.00184513E-02   2.74617572E-19   1.63981332E-03   9.62669049E-07   1.03938655E+00
      1455       1455   1.00043440E+02   1.00186432E-02   2.74618208E-19   5.93885629E-04   9.62669049E-07   1.03938655E+00
      1456       1456   1.00043433E+02   1.00189848E-02   2.74593722E-19   9.01181996E-04   9.62669049E-07   1.03938655E+00
      1457       1457   1.00043428E+02   1.00192683E-02   2.74597871E-19   8.82328750E-04   9.62669049E-07   1.03938655E+00
      1458       1458   1.00043337E+02   1.00264985E-02   2.74512126E-19   3.01386152E-03   9.62669049E-07   1.03938655E+00
      1459       1459   1.00043333E+02   1.00264517E-02   2.74526290E-19   7.66727086E-04   9.62669049E-07   1.03938655E+00
      1460       1460   1.00043327E+02   1.00268258E-02   2.74530349E-19   9.01405162E-04   9.62669049E-07   1.03938655E+00
      1461       1461   1.00043249E+02   1.00343830E-02   2.74613206E-19   3.08150857E-03   9.62669049E-07   1.03938655E+00
      1462       1462   1.00043243E+02   1.00346699E-02   2.74607572E-19   9.02989980E-04   9.62669049E-07   1.03938655E+00
      1463       1463   1.00043239E+02   1.00347611E-02   2.74608584E-19   6.11641868E-04   9.62669049E-07   1.03938655E+00
      1464       1464   1.00043230E+02   1.00353137E-02   2.74621904E-19   1.10455339E-03   9.62669049E-07   1.03938655E+00
      1465       1465   1.00043220E+02   1.00358644E-02   2.74620602E-19   1.10274809E-03   9.62669049E-07   1.03938655E+00
      1466       1466   1.00042780E+02   1.00348665E-02   2.74963184E-19   6.96159182E-03   9.62669049E-07   1.03938655E+00
      1467       1467   1.00042694E+02   1.00418699E-02   2.75019831E-19   2.97831102E-03   9.62669049E-07   1.03938655E+00
      1468       1468   1.00042676E+02   1.00426945E-02   2.75004480E-19   1.33107186E-03   9.62669049E-07   1.03938655E+00
      1469       1469   1.00042671E+02   1.00429837E-02   2.74983208E-19   7.69213616E-04   9.62669049E-07   1.03938655E+00
      1470       1470   1.00042666E+02   1.00433365E-02   2.74985142E-19   8.71557985E-04   9.62669049E-07   1.03938655E+00
      1471       1471   1.00042661E+02   1.00432719E-02   2.74987743E-19   7.99394553E-04   9.62669049E-07   1.03938655E+00
      1472       1472   1.00042656E+02   1.00432078E-02   2.75001757E-19   7.97938785E-04   9.62669049E-07   1.03938655E+00
      1473       1473   1.00042650E+02   1.00435575E-02   2.74996711E-19   8.69135900E-04   9.62669049E-07   1.03938655E+00
      1474       1474   1.00042645E+02   1.00439092E-02   2.75000719E-19   8.71458398E-04   9.62669049E-07   1.03938655E+00
      1475       1475   1.00042637E+02   1.00443889E-02   2.75209034E-19   1.01742053E-03   9.62669049E-07   1.03938655E+00
      1476       1476   1.00042631E+02   1.00447385E-02   2.75253230E-19   8.69636045E-04   9.62669049E-07   1.03938655E+00
      1477       1477   1.00042625E+02   1.00450308E-02   2.75255988E-19   8.31575564E-04   9.62669049E-07   1.03938655E+00
      1478       1478   1.00042620E+02   1.00453226E-02   2.75278676E-19   8.30970451E-04   9.62669049E-07   1.03938655E+00
      1479       1479   1.00042614E+02   1.00456141E-02   2.75278496E-19   8.30365246E-04   9.62669049E-07   1.03938655E+00
      1480       1480   1.00042608E+02   1.00459616E-02   2.75201379E-19   8.66863846E-04   9.62669049E-07   1.03938655E+00
      1481       1481   1.00042494E+02   1.00560603E-02   2.74992590E-19   3.64781069E-03   9.62669049E-07   1.03938655E+00
      1482       1482   1.00042486E+02   1.00565121E-02   2.75157919E-19   1.01117543E-03   9.62669049E-07   1.03938655E+00
      1483       1483   1.00042481E+02   1.00567747E-02   2.75164315E-19   8.56060451E-04   9.62669049E-07   1.03938655E+00
      1484       1484   1.00042475E+02   1.00571386E-02   2.75162780E-19   9.06555218E-04   9.62669049E-07   1.03938655E+00
      1485       1485   1.00042469E+02   1.00575072E-02   2.75176887E-19   9.07144886E-04   9.62669049E-07   1.03938655E+00
      1486       1486   1.00042051E+02   1.00565965E-02   2.75375854E-19   6.80343127E-03   9.62669049E-07   1.03938655E+00
      1487       1487   1.00041938E+02   1.00666426E-02   2.75631407E-19   3.63269655E-03   9.62669049E-07   1.03938655E+00
      1488       1488   1.00041934E+02   1.00668950E-02   2.75612671E-19   7.61671247E-04   9.62669049E-07   1.03938655E+00
      1489       1489   1.00041860E+02   1.00741251E-02   2.75873653E-19   3.02098452E-03   9.62669049E-07   1.03938655E+00
      1490       1490   1.00041756E+02   1.00835787E-02   2.76735978E-19   3.51132632E-03   9.62669049E-07   1.03938655E+00
      1491       1491   1.00041735E+02   1.00845105E-02   2.76780232E-19   1.44130835E-03   9.62669049E-07   1.03938655E+00
      1492       1492   1.00041729E+02   1.00848020E-02   2.76778187E-19   8.47870505E-04   9.62669049E-07   1.03938655E+00
      1493       1493   1.00041721E+02   1.00852146E-02   2.76768471E-19   9.87768295E-04   9.62669049E-07   1.03938655E+00
      1494       1494   1.00041301E+02   1.00845249E-02   2.77634926E-19   6.82007827E-03   9.62669049E-07   1.03938655E+00
      1495       1495   1.00041294E+02   1.00849005E-02   2.77641658E-19   9.36294898E-04   9.62669049E-07   1.03938655E+00
      1496       1496   1.00041291E+02   1.00849073E-02   2.77678712E-19   6.66515704E-04   9.62669049E-07   1.03938655E+00
      1497       1497   1.00041284E+02   1.00852851E-02   2.77690919E-19   9.38702494E-04   9.62669049E-07   1.03938655E+00
      1498       1498   1.00041279E+02   1.00855490E-02   2.77714499E-19   7.97621627E-04   9.62669049E-07   1.03938655E+00
      1499       1499   1.00041275E+02   1.00856375E-02   2.77715463E-19   5.89208749E-04   9.62669049E-07   1.03938655E+00
      1500       1500   1.00041269E+02   1.00860123E-02   2.77710390E-19   9.34902940E-04   9.62669049E-07   1.03938655E+00
      1501       1501   1.00041222E+02   1.00876636E-02   2.77719171E-19   1.92058412E-03   9.62669049E-07   1.03938655E+00
      1502       1502   1.00041137E+02   1.00945296E-02   2.77674834E-19   2.94470924E-03   9.62669049E-07   1.03938655E+00
      1503       1503   1.00041131E+02   1.00948744E-02   2.77654299E-19   8.92762718E-04   9.62669049E-07   1.03938655E+00
      1504       1504   1.00041125E+02   1.00951690E-02   2.77659488E-19   8.61576014E-04   9.62669049E-07   1.03938655E+00
      1505       1505   1.00041119E+02   1.00954634E-02   2.77651720E-19   8.60773459E-04   9.62669049E-07   1.03938655E+00
      1506       1506   1.00041113E+02   1.00958128E-02   2.77663606E-19   8.96868274E-04   9.62669049E-07   1.03938655E+00
      1507       1507   1.00041095E+02   1.00966171E-02   2.77711816E-19   1.33710877E-03   9.62669049E-07   1.03938655E+00
      1508       1508   1.00041024E+02   1.01036674E-02   2.77788509E-19   2.98478304E-03   9.62669049E-07   1.03938655E+00
      1509       1509   1.00041002E+02   1.01048339E-02   2.77792491E-19   1.61007356E-03   9.62669049E-07   1.03938655E+00
      1510       1510   1.00040993E+02   1.01053376E-02   2.77833913E-19   1.07827114E-03   9.62669049E-07   1.03938655E+00
      1511       1511   1.00040980E+02   1.01059177E-02   2.77795676E-19   1.17157455E-03   9.62669049E-07   1.03938655E+00
      1512       1512   1.00040974E+02   1.01062808E-02   2.77848551E-19   9.25865260E-04   9.62669049E-07   1.03938655E+00
      1513       1513   1.00040971E+02   1.01064505E-02   2.78009228E-19   5.22427600E-04   9.62669049E-07   1.03938655E+00
      1514       1514   1.00040870E+02   1.01157323E-02   2.78208276E-19   3.47233155E-03   9.62669049E-07   1.03938655E+00
      1515       1515   1.00040825E+02   1.01208859E-02   2.78578134E-19   2.59643960E-03   9.62669049E-07   1.03938655E+00
      1516       1516   1.00040780E+02   1.01259659E-02   2.78664889E-19   2.58067639E-03   9.62669049E-07   1.03938655E+00
      1517       1517   1.00040774E+02   1.01263335E-02   2.78708806E-19   9.37137807E-04   9.62669049E-07   1.03938655E+00
      1518       1518   1.00040768E+02   1.01265861E-02   2.78711066E-19   8.87433314E-04   9.62669049E-07   1.03938655E+00
      1519       1519   1.00040766E+02   1.01267501E-02   2.78709337E-19   5.04565162E-04   9.62669049E-07   1.03938655E+00
      1520       1520   1.00040759E+02   1.01270611E-02   2.78707240E-19   9.00165373E-04   9.62669049E-07   1.03938655E+00
      1521       1521   1.00040753E+02   1.01274205E-02   2.78714800E-19   9.28437653E-04   9.62669049E-07   1.03938655E+00
      1522       1522   1.00040749E+02   1.01276484E-02   2.78716784E-19   6.95406503E-04   9.62669049E-07   1.03938655E+00
      1523       1523   1.00040742E+02   1.01280557E-02   2.78745007E-19   9.91007675E-04   9.62669049E-07   1.03938655E+00
      1524       1524   1.00040733E+02   1.01284982E-02   2.78710571E-19   1.03015966E-03   9.62669049E-07   1.03938655E+00
      1525       1525   1.00040713E+02   1.01293261E-02   2.78874719E-19   1.37001295E-03   9.62669049E-07   1.03938655E+00
      1526       1526   1.00040614E+02   1.01384659E-02   2.78958515E-19   3.43851183E-03   9.62669049E-07   1.03938655E+00
      1527       1527   1.00040608E+02   1.01387231E-02   2.78962154E-19   9.16139563E-04   9.62669049E-07   1.03938655E+00
      1528       1528   1.00040606E+02   1.01387928E-02   2.78964069E-19   5.04353890E-04   9.62669049E-07   1.03938655E+00
      1529       1529   1.00040600E+02   1.01390494E-02   2.78964846E-19   9.15969703E-04   9.62669049E-07   1.03938655E+00
      1530       1530   1.00040504E+02   1.01479286E-02   2.78860135E-19   3.38328721E-03   9.62669049E-07   1.03938655E+00
      1531       1531   1.00040500E+02   1.01481760E-02   2.78873481E-19   7.60573903E-04   9.62669049E-07   1.03938655E+00
      1532       1532   1.00040498E+02   1.01482377E-02   2.78883815E-19   4.63812147E-04   9.62669049E-07   1.03938655E+00
      1533       1533   1.00040494E+02   1.01484852E-02   2.78887390E-19   7.60659347E-04   9.62669049E-07   1.03938655E+00
      1534       1534   1.00040492E+02   1.01486324E-02   2.78892326E-19   4.95403706E-04   9.62669049E-07   1.03938655E+00
      1535       1535   1.00040344E+02   1.01582015E-02   2.79062282E-19   4.09588047E-03   9.62669049E-07   1.03938655E+00
      1536       1536   1.00040342E+02   1.01583677E-02   2.79065536E-19   5.14068962E-04   9.62669049E-07   1.03938655E+00
      1537       1537   1.00040335E+02   1.01587212E-02   2.79069396E-19   9.20703909E-04   9.62669049E-07   1.03938655E+00
      1538       1538   1.00040329E+02   1.01590251E-02   2.79090497E-19   8.90280034E-04   9.62669049E-07   1.03938655E+00
      1539       1539   1.00040326E+02   1.01591899E-02   2.79090141E-19   5.11441915E-04   9.62669049E-07   1.03938655E+00
      1540       1540   1.00040305E+02   1.01603134E-02   2.78806468E-19   1.59068415E-03   9.62669049E-07   1.03938655E+00
      1541       1541   1.00040299E+02   1.01606642E-02   2.78799297E-19   9.15102993E-04   9.62669049E-07   1.03938655E+00
      1542       1542   1.00040292E+02   1.01610151E-02   2.78799195E-19   9.19255377E-04   9.62669049E-07   1.03938655E+00
      1543       1543   1.00040286E+02   1.01613654E-02   2.78783177E-19   9.18206495E-04   9.62669049E-07   1.03938655E+00
      1544       1544   1.00040283E+02   1.01613759E-02   2.78804643E-19   6.50947310E-04   9.62669049E-07   1.03938655E+00
      1545       1545   1.00040217E+02   1.01679831E-02   2.78859278E-19   2.89172923E-03   9.62669049E-07   1.03938655E+00
      1546       1546   1.00040210E+02   1.01683090E-02   2.78698841E-19   9.28548239E-04   9.62669049E-07   1.03938655E+00
      1547       1547   1.00040200E+02   1.01688224E-02   2.78697916E-19   1.10224193E-03   9.62669049E-07   1.03938655E+00
      1548       1548   1.00040197E+02   1.01688761E-02   2.78700028E-19   5.91618677E-04   9.62669049E-07   1.03938655E+00
      1549       1549   1.00040194E+02   1.01689302E-02   2.78698564E-19   5.90821911E-04   9.62669049E-07   1.03938655E+00
      1550       1550   1.00040149E+02   1.01740255E-02   2.78697940E-19   2.58015494E-03   9.62669049E-07   1.03938655E+00
      1551       1551   1.00040065E+02   1.01807266E-02   2.78728127E-19   2.90358138E-03   9.62669049E-07   1.03938655E+00
      1552       1552   1.00040063E+02   1.01808884E-02   2.78732236E-19   5.09985512E-04   9.62669049E-07   1.03938655E+00
      1553       1553   1.00039668E+02   1.01801113E-02   2.79027954E-19   6.65470339E-03   9.62669049E-07   1.03938655E+00
      1554       1554   1.00039662E+02   1.01803784E-02   2.79039143E-19   8.35489009E-04   9.62669049E-07   1.03938655E+00
      1555       1555   1.00039657E+02   1.01806941E-02   2.79039216E-19   8.69937373E-04   9.62669049E-07   1.03938655E+00
      1556       1556   1.00039579E+02   1.01870783E-02   2.79067260E-19   2.84903206E-03   9.62669049E-07   1.03938655E+00
      1557       1557   1.00039576E+02   1.01872784E-02   2.79067689E-19   6.10082094E-04   9.62669049E-07   1.03938655E+00
      1558       1558   1.00039572E+02   1.01873794E-02   2.79064847E-19   6.48732920E-04   9.62669049E-07   1.03938655E+00
