################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.0774335942912422E-01 a         1     0     1     1     1
 -2.9615950150562304E-01 a         2     0     1     1     2
  1.8979606188689546E-01 a         3     0     1     1     3
 -3.8779950156853697E-02 a         4     0     1     1     4
  1.3946199033931140E-02 a         5     0     1     1     5
  1.5301446721951931E-01 a         6     0     1     1     6
 -1.0615636153478612E-01 a         7     0     1     1     7
 -1.4396777976712849E-01 a         8     0     1     1     8
 -2.1877702477621574E-01 a         9     0     1     1     9
  8.8833973767561400E-02 a        10     0     1     1    10
 -1.7608603172064974E-01 a        11     0     1     1    11
  2.5957295112620271E-01 a        12     0     1     1    12
 -6.6941395244561261E-02 a        13     0     1     1    13
  2.8266393062838657E-01 a        14     0     1     1    14
  1.0864168375697084E-01 a        15     0     1     1    15
  1.8108941196891384E-01 a        16     0     1     1    16
 -7.6950904331644213E-02 a        17     0     1     1    17
  2.4130304052428642E-01 a        18     0     1     1    18
 -1.5872593392958809E-01 a        19     0     1     1    19
 -2.8019670409462888E-01 a        20     0     1     1    20
 -8.4047384768824993E-02 a        21     0     1     1    21
 -6.5388870399009369E-02 a        22     0     1     1    22
  3.4410482992491366E-02 a        23     0     1     1    23
 -5.4382740700467690E-02 a        24     0     1     1    24
  2.9660948030948586E-01 a        25     0     1     1    25
 -1.2349550773272774E-01 a        26     0     2     1     1
  7.0679453569093373E-02 a        27     0     2     1     2
 -2.0778290622853801E-01 a        28     0     2     1     3
  2.8032719644181125E-01 a        29     0     2     1     4
 -2.1755801736373501E-01 a        30     0     2     1     5
 -3.2861436082676193E-01 a        31     0     2     1     6
  1.6839399083303661E-01 a        32     0     2     1     7
 -2.5265657870496439E-01 a        33     0     2     1     8
 -7.1640973403868005E-02 a        34     0     2     1     9
 -1.4153637165050356E-01 a        35     0     2     1    10
 -1.9465702994731027E-01 a        36     0     2     1    11
  4.5984018180676857E-02 a        37     0     2     1    12
 -3.3302167644021996E-02 a        38     0     2     1    13
 -1.8945588470153669E-02 a        39     0     2     1    14
  2.4131437149873441E-01 a        40     0     2     1    15
  3.3784198682539672E-02 a        41     0     2     1    16
 -2.4563206621715964E-02 a        42     0     2     1    17
  2.9301661079062807E-01 a        43     0     2     1    18
 -3.1705311454384255E-01 a        44     0     2     1    19
 -1.8084237852790006E-01 a        45     0     2     1    20
  1.3996674874593984E-01 a        46     0     2     1    21
 -3.2303227008613816E-01 a        47     0     2     1    22
 -3.1152203248891330E-01 a        48     0     2     1    23
 -1.7353523159689518E-01 a        49     0     2     1    24
  1.7562010707112738E-01 a        50     0     2     1    25
 -3.0838983224385391E-01 a        51     0     3     1     1
  2.9829628684518900E-01 a        52     0     3     1     2
  1.5674937637079331E-01 a        53     0     3     1     3
 -1.4685879315965317E-01 a        54     0     3     1     4
  3.3573074595409075E-01 a        55     0     3     1     5
 -1.8030770482050745E-01 a        56     0     3     1     6
 -1.7323665662557539E-02 a        57     0     3     1     7
  1.4633073677296335E-01 a        58     0     3     1     8
  1.8707456122761498E-01 a        59     0     3     1     9
 -3.1859534795145944E-01 a        60     0     3     1    10
 -3.1209158179603141E-01 a        61     0     3     1    11
 -7.4834006691791924E-02 a        62     0     3     1    12
 -2.1023800025109637E-01 a        63     0     3     1    13
  1.3388078930934622E-02 a        64     0     3     1    14
  2.4060477276189085E-01 a        65     0     3     1    15
 -1.5743874355361284E-01 a        66     0     3     1    16
  1.7428715583391677E-01 a        67     0     3     1    17
 -1.2236614654601335E-01 a        68     0     3     1    18
  3.1874881088318296E-01 a        69     0     3     1    19
 -2.4545421884021937E-01 a        70     0     3     1    20
  1.0218598932083708E-01 a        71     0     3     1    21
  2.3150581755962957E-01 a        72     0     3     1    22
  1.5458298008530999E-01 a        73     0     3     1    23
  2.9374556715899064E-01 a        74     0     3     1    24
 -1.7072413521658006E-01 a        75     0     3     1    25
  9.1640718777627764E-02 a        76     0     4     1     1
 -5.9671297986513896E-02 a        77     0     4     1     2
 -5.7910421754458881E-02 a        78     0     4     1     3
  1.4509327882217790E-01 a        79     0     4     1     4
