################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5659394027489002E-01 a         1     0     1     1     1
 -3.0539919833147278E-01 a         2     0     1     1     2
  2.2234369724835845E-01 a         3     0     1     1     3
 -5.2515904309075795E-02 a         4     0     1     1     4
  2.2906092272408377E-02 a         5     0     1     1     5
  1.7515294596988759E-01 a         6     0     1     1     6
 -9.5753248619403514E-02 a         7     0     1     1     7
 -1.2065525786494057E-01 a         8     0     1     1     8
 -1.7286718347762153E-01 a         9     0     1     1     9
  1.5519434691407166E-01 a        10     0     1     1    10
 -1.6316122795637147E-01 a        11     0     1     1    11
  2.6693948630514930E-01 a        12     0     1     1    12
 -5.3655594991133732E-02 a        13     0     1     1    13
  3.0465666916187734E-01 a        14     0     1     1    14
  6.6755822927846403E-02 a        15     0     1     1    15
  1.8136632176534126E-01 a        16     0     1     1    16
 -7.7618432085357847E-02 a        17     0     1     1    17
  2.0968692179720103E-01 a        18     0     1     1    18
 -1.3832614371926366E-01 a        19     0     1     1    19
 -2.4137043105871372E-01 a        20     0     1     1    20
  1.4846696525874653E-03 a        21     0     1     1    21
 -4.0634036784014109E-02 a        22     0     1     1    22
  8.0395664673666555E-03 a        23     0     1     1    23
 -3.8153666566661699E-02 a        24     0     1     1    24
  3.1944543047284796E-01 a        25     0     1     1    25
 -9.0117978230417631E-02 a        26     0     2     1     1
  8.7635915358737076E-02 a        27     0     2     1     2
 -1.5411153417663609E-01 a        28     0     2     1     3
  2.6778238491401868E-01 a        29     0     2     1     4
 -2.2861959240264387E-01 a        30     0     2     1     5
 -3.0882949340762639E-01 a        31     0     2     1     6
  1.3335527817753784E-01 a        32     0     2     1     7
 -2.2955375120177407E-01 a        33     0     2     1     8
 -1.8582611890690302E-02 a        34     0     2     1     9
 -6.0285908444490513E-02 a        35     0     2     1    10
 -1.9348364732648288E-01 a        36     0     2     1    11
  5.1526573406026628E-02 a        37     0     2     1    12
 -2.8291944973223102E-02 a        38     0     2     1    13
  3.1054562713786747E-03 a        39     0     2     1    14
  2.0964968369048018E-01 a        40     0     2     1    15
  3.7022045542984230E-02 a        41     0     2     1    16
 -7.0588233168456221E-02 a        42     0     2     1    17
  2.7156259591511506E-01 a        43     0     2     1    18
 -3.2357257362245578E-01 a        44     0     2     1    19
 -1.7667888656752959E-01 a        45     0     2     1    20
  1.9995684852277934E-01 a        46     0     2     1    21
 -2.7976945075524867E-01 a        47     0     2     1    22
 -2.7741003411448178E-01 a        48     0     2     1    23
 -1.7013365666424710E-01 a        49     0     2     1    24
  2.1928639597825605E-01 a        50     0     2     1    25
 -2.5062439218058696E-01 a        51     0     3     1     1
  2.9072761024869470E-01 a        52     0     3     1     2
  1.7111901731644741E-01 a        53     0     3     1     3
 -1.6400014902171350E-01 a        54     0     3     1     4
  3.4454716268219909E-01 a        55     0     3     1     5
 -1.6917369677686342E-01 a        56     0     3     1     6
 -3.1780381439090843E-02 a        57     0     3     1     7
  1.6447096978825823E-01 a        58     0     3     1     8
  2.1967865387817812E-01 a        59     0     3     1     9
 -2.4438515275360237E-01 a        60     0     3     1    10
 -2.9396102894176629E-01 a        61     0     3     1    11
 -6.1231529770204497E-02 a        62     0     3     1    12
 -2.0143135187006106E-01 a        63     0     3     1    13
  3.3094369792615222E-02 a        64     0     3     1    14
  1.7521116125356304E-01 a        65     0     3     1    15
 -1.6072827202159531E-01 a        66     0     3     1    16
  1.7322104181038964E-01 a        67     0     3     1    17
 -1.6008813462857777E-01 a        68     0     3     1    18
  3.2470047829169146E-01 a        69     0     3     1    19
 -2.1213041309291469E-01 a        70     0     3     1    20
