################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.1287813874207895E-01 a         1     0     1     1     1
  2.9605258564712728E-01 a         2     0     1     1     2
 -9.0644526232456502E-02 a         3     0     1     1     3
 -2.9980668878923272E-01 a         4     0     1     1     4
  4.0389611736659753E-02 a         5     0     1     1     5
 -2.1985002347522267E-01 a         6     0     1     1     6
  2.6842763090510363E-01 a         7     0     1     1     7
  1.4079074000219277E-01 a         8     0     1     1     8
 -2.1445838610713489E-01 a         9     0     1     1     9
  1.8335360359420627E-01 a        10     0     1     1    10
  2.9133917233230433E-01 a        11     0     1     1    11
  4.0058793465894436E-02 a        12     0     1     1    12
 -3.9875565494997628E-01 a        13     0     1     1    13
 -9.9386194672910558E-02 a        14     0     1     1    14
  2.3788601490350485E-02 a        15     0     1     1    15
  2.9207573653353208E-01 a        16     0     2     1     1
 -1.7633112788009639E-01 a        17     0     2     1     2
 -4.3247470275884831E-01 a        18     0     2     1     3
 -4.6801031015221256E-01 a        19     0     2     1     4
  3.7485192457553385E-01 a        20     0     2     1     5
 -3.0643605354416614E-01 a        21     0     2     1     6
 -4.6017551420027419E-01 a        22     0     2     1     7
 -1.8633655733857121E-01 a        23     0     2     1     8
  3.8980061060632576E-01 a        24     0     2     1     9
 -8.5968125853346136E-02 a        25     0     2     1    10
  9.7881251157683445E-03 a        26     0     2     1    11
 -3.6837778143718242E-01 a        27     0     2     1    12
 -1.6400239175217707E-01 a        28     0     2     1    13
 -1.0598878525193497E-01 a        29     0     2     1    14
  2.2778865627913655E-01 a        30     0     2     1    15
  2.3194888705044897E-01 a        31     0     3     1     1
  1.8019417892118522E-01 a        32     0     3     1     2
 -1.7106154685730074E-01 a        33     0     3     1     3
  1.3348606662051776E-01 a        34     0     3     1     4
  3.0084374257841523E-01 a        35     0     3     1     5
  3.7306863894618923E-02 a        36     0     3     1     6
  3.1122116274219391E-01 a        37     0     3     1     7
  3.7162687720063553E-01 a        38     0     3     1     8
 -3.6484058046697854E-01 a        39     0     3     1     9
  4.0666770704061184E-01 a        40     0     3     1    10
  3.1371013337374920E-01 a        41     0     3     1    11
 -7.0743382163713397E-02 a        42     0     3     1    12
 -3.1744288082975669E-01 a        43     0     3     1    13
 -2.7454227051918012E-01 a        44     0     3     1    14
 -4.0333953956913327E-01 a        45     0     3     1    15
 -3.0946088724958565E-01 a        46     0     4     1     1
  8.8183709528311324E-03 a        47     0     4     1     2
  3.6486182051906055E-02 a        48     0     4     1     3
  2.0025772488266169E-01 a        49     0     4     1     4
  1.5086242387638210E-01 a        50     0     4     1     5
  6.9854770808250094E-03 a        51     0     4     1     6
  8.2421343088042387E-02 a        52     0     4     1     7
  3.2219091487971430E-01 a        53     0     4     1     8
 -1.0444458553406469E-01 a        54     0     4     1     9
 -4.0604243829371506E-01 a        55     0     4     1    10
  4.4004452098884939E-01 a        56     0     4     1    11
 -3.6350107082920435E-01 a        57     0     4     1    12
 -4.6717194414779301E-03 a        58     0     4     1    13
  3.5773631393499766E-01 a        59     0     4     1    14
  3.3631828623031484E-01 a        60     0     4     1    15
  1.8565825039856187E-01 a        61     0     5     1     1
 -2.9078803355353738E-01 a        62     0     5     1     2
 -3.0411217066637886E-01 a        63     0     5     1     3
  2.6284847072386353E-01 a        64     0     5     1     4
  4.0572431504391387E-01 a        65     0     5     1     5
  3.7957986070502808E-01 a        66     0     5     1     6
  3.5538751332554974E-01 a        67     0     5     1     7
  1.5982928818999750E-02 a        68     0     5     1     8
 -3.8244872496227933E-01 a        69     0     5     1     9
 -1.3212471957405092E-01 a        70     0     5     1    10
 -3.3768295229473672E-01 a        71     0     5     1    11
 -4.1770770317192601E-01 a        72     0     5     1    12
  2.1705340790957919E-01 a        73     0     5     1    13
  3.0519428843434149E-01 a        74     0     5     1    14
 -2.5418652878383130E-01 a        75     0     5     1    15
  2.1166472551775747E-01 a        76     0     6     1     1
 -3.2277446407147026E-01 a        77     0     6     1     2
  3.8183156332276286E-01 a        78     0     6     1     3
 -1.1068263716314218E-01 a        79     0     6     1     4
  2.0710106748193532E-01 a        80     0     6     1     5
  2.2871672073446059E-01 a        81     0     6     1     6
 -3.4467047750127233E-01 a        82     0     6     1     7
 -7.6795218601115045E-02 a        83     0     6     1     8
 -7.1265209648753700E-02 a        84     0     6     1     9
  3.3752787819818431E-01 a        85     0     6     1    10
  2.4376486275356260E-01 a        86     0     6     1    11
 -1.6421805143706703E-01 a        87     0     6     1    12
  5.6933867035130460E-02 a        88     0     6     1    13
  1.3458879963538239E-01 a        89     0     6     1    14
 -1.3199963131704770E-01 a        90     0     6     1    15
  2.7853481047151244E-02 a        91     0     7     1     1
  1.2241414283415306E-01 a        92     0     7     1     2
 -3.5748840698783348E-02 a        93     0     7     1     3
 -3.0091903997418140E-01 a        94     0     7     1     4
  1.5573870707903423E-01 a        95     0     7     1     5
 -1.9083242961252705E-01 a        96     0     7     1     6
  1.2759741765897303E-01 a        97     0     7     1     7
  4.5805846734848765E-01 a        98     0     7     1     8
 -3.2813114588317788E-01 a        99     0     7     1     9
  8.4378727891499888E-02 a       100     0     7     1    10
 -2.9472044685426546E-01 a       101     0     7     1    11
 -3.1015753821579894E-01 a       102     0     7     1    12
  1.1669826916657593E-01 a       103     0     7     1    13
  1.2191460525279394E-02 a       104     0     7     1    14
 -5.7749828881765863E-01 a       105     0     7     1    15
  4.8927089037791838E-01 a       106     0     8     1     1
 -1.3569079805336254E-01 a       107     0     8     1     2
 -1.4342531832871833E-01 a       108     0     8     1     3
 -3.4453632067030387E-01 a       109     0     8     1     4
 -6.4813394950570336E-01 a       110     0     8     1     5
  4.1023375197601319E-01 a       111     0     8     1     6
 -5.7452463417372895E-02 a       112     0     8     1     7
 -1.0862271176537118E-01 a       113     0     8     1     8
  3.8130559308726752E-01 a       114     0     8     1     9
  6.6044612996185081E-02 a       115     0     8     1    10
  3.0549806720826522E-01 a       116     0     8     1    11
 -4.2566777534162414E-01 a       117     0     8     1    12
 -1.8355176701686046E-01 a       118     0     8     1    13
  2.1915641029856742E-02 a       119     0     8     1    14
 -6.4024449049374299E-01 a       120     0     8     1    15
  6.6810285421070842E-02 a       121     0     9     1     1
 -4.2660634752184767E-01 a       122     0     9     1     2
 -2.2813071646403207E-01 a       123     0     9     1     3
  6.4854061423310433E-02 a       124     0     9     1     4
 -4.8706406740726504E-01 a       125     0     9     1     5
 -2.7857523853726807E-01 a       126     0     9     1     6
  3.0053160735877025E-02 a       127     0     9     1     7
 -2.3667618462622844E-02 a       128     0     9     1     8
  1.9442877587744187E-01 a       129     0     9     1     9
  1.9932759245474813E-01 a       130     0     9     1    10
  1.2848995131280208E-01 a       131     0     9     1    11
  3.4427609197248743E-01 a       132     0     9     1    12
  4.1505552160155929E-01 a       133     0     9     1    13
 -5.8570465474234967E-01 a       134     0     9     1    14
 -8.1809072516764292E-01 a       135     0     9     1    15
  3.2945967524983694E-01 a       136     0    10     1     1
 -1.8853560085355528E-01 a       137     0    10     1     2
  3.2801818698409962E-01 a       138     0    10     1     3
 -4.0312533781579318E-01 a       139     0    10     1     4
  1.3281143731185361E-02 a       140     0    10     1     5
 -5.4185293362960463E-01 a       141     0    10     1     6
 -2.7342052400277944E-01 a       142     0    10     1     7
  2.2887965019295167E-01 a       143     0    10     1     8
 -7.6550606686871372E-02 a       144     0    10     1     9
 -2.1353259178838857E-01 a       145     0    10     1    10
  4.6963757137975065E-01 a       146     0    10     1    11
  2.7868179184990088E-01 a       147     0    10     1    12
  1.7184284141573136E-01 a       148     0    10     1    13
  1.7884222181961942E-01 a       149     0    10     1    14
 -2.7696601193792303E-01 a       150     0    10     1    15
  1.8124843975653335E-01 a       151     0    11     1     1
  1.6185390080116054E-02 a       152     0    11     1     2
 -1.7339430359988200E-01 a       153     0    11     1     3
 -3.8580680886796231E-01 a       154     0    11     1     4
  4.2267857667928077E-01 a       155     0    11     1     5
 -5.6585153234628031E-02 a       156     0    11     1     6
  3.3444051087277721E-01 a       157     0    11     1     7
 -9.2142979466180205E-02 a       158     0    11     1     8
  2.4603873767395149E-01 a       159     0    11     1     9
  8.9562825605037061E-02 a       160     0    11     1    10
  2.1742347945460805E-01 a       161     0    11     1    11
 -1.3174699544707863E-01 a       162     0    11     1    12
  4.9192087755065828E-01 a       163     0    11     1    13
